player,nationality,position,age,club,league,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Tony Jantschke,GER,"DF,MF",33,Gladbach,Bundesliga,0.3,22.0,5.0,15.0,7.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Yvandro Borges Sanches,LUX,"MF,FW",19,Gladbach,Bundesliga,0.2,14.0,1.0,1.0,4.0,9.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,17.0,1.0,0.0,1.0,1.0,0.0,13.0,0.0
Frederik Rønnow,DEN,GK,30,Union Berlin,Bundesliga,33.0,1401.0,1071.0,1384.0,16.0,3.0,3.0,1401.0,0.0,0.0,0.0,0.0,0.0,806.0,4273.0,2894.0,0.0,1.0,1.0,1.0,0.0,705.0,0.0
Diogo Leite,POR,DF,24,Union Berlin,Bundesliga,30.0,1979.0,243.0,981.0,886.0,126.0,22.0,1979.0,11.0,6.0,54.5,5.0,45.5,982.0,4458.0,2495.0,14.0,9.0,2.0,24.0,7.0,1128.0,4.0
Robin Gosens,GER,"DF,MF",29,Union Berlin,Bundesliga,25.4,1496.0,89.0,379.0,677.0,444.0,58.0,1496.0,14.0,5.0,35.7,7.0,50.0,518.0,1978.0,1021.0,21.0,20.0,1.0,29.0,8.0,824.0,113.0
Danilho Doekhi,NED,DF,25,Union Berlin,Bundesliga,24.0,1225.0,154.0,634.0,537.0,58.0,25.0,1225.0,4.0,2.0,50.0,0.0,0.0,585.0,2763.0,1599.0,7.0,16.0,1.0,9.0,2.0,726.0,6.0
Robin Knoche,GER,DF,31,Union Berlin,Bundesliga,21.3,1342.0,135.0,719.0,601.0,32.0,14.0,1341.0,5.0,3.0,60.0,1.0,20.0,713.0,3532.0,1931.0,2.0,4.0,0.0,16.0,0.0,787.0,2.0
Christopher Trimmel,AUT,DF,36,Union Berlin,Bundesliga,18.3,1096.0,69.0,295.0,452.0,362.0,12.0,1096.0,10.0,6.0,60.0,3.0,30.0,438.0,1928.0,1069.0,23.0,20.0,0.0,11.0,5.0,531.0,65.0
Lucas Tousart,FRA,MF,26,Union Berlin,Bundesliga,17.5,772.0,57.0,230.0,390.0,163.0,44.0,772.0,21.0,10.0,47.6,11.0,52.4,333.0,1707.0,762.0,15.0,13.0,5.0,34.0,13.0,389.0,33.0
Rani Khedira,GER,MF,29,Union Berlin,Bundesliga,14.9,600.0,43.0,198.0,337.0,70.0,6.0,600.0,8.0,4.0,50.0,3.0,37.5,196.0,994.0,296.0,6.0,5.0,0.0,12.0,9.0,265.0,15.0
Kevin Volland,GER,"FW,MF",31,Union Berlin,Bundesliga,14.9,575.0,9.0,77.0,250.0,252.0,51.0,572.0,18.0,6.0,33.3,12.0,66.7,284.0,1145.0,394.0,14.0,9.0,8.0,35.0,22.0,387.0,96.0
Kevin Vogt,GER,DF,31,Union Berlin,Bundesliga,14.7,873.0,163.0,531.0,331.0,12.0,7.0,873.0,1.0,1.0,100.0,0.0,0.0,431.0,2363.0,1360.0,1.0,0.0,0.0,9.0,1.0,540.0,1.0
Benedict Hollerbach,GER,"FW,MF",22,Union Berlin,Bundesliga,14.2,659.0,9.0,70.0,289.0,316.0,77.0,659.0,74.0,30.0,40.5,41.0,55.4,408.0,3029.0,1220.0,49.0,28.0,24.0,66.0,52.0,473.0,126.0
Josip Juranović,CRO,DF,27,Union Berlin,Bundesliga,14.4,850.0,50.0,258.0,358.0,243.0,14.0,849.0,24.0,10.0,41.7,11.0,45.8,349.0,2086.0,1039.0,22.0,12.0,3.0,12.0,6.0,374.0,46.0
Brenden Aaronson,USA,"MF,FW",22,Union Berlin,Bundesliga,14.1,675.0,11.0,108.0,301.0,293.0,47.0,675.0,77.0,34.0,44.2,41.0,53.2,406.0,2721.0,1387.0,37.0,29.0,9.0,41.0,38.0,457.0,91.0
Kevin Behrens,GER,FW,32,Union Berlin,Bundesliga,14.0,499.0,21.0,43.0,226.0,235.0,69.0,499.0,7.0,4.0,57.1,3.0,42.9,244.0,985.0,342.0,11.0,13.0,4.0,39.0,12.0,372.0,93.0
Janik Haberer,GER,"MF,DF",29,Union Berlin,Bundesliga,13.6,705.0,26.0,162.0,372.0,176.0,17.0,705.0,19.0,8.0,42.1,10.0,52.6,275.0,1136.0,456.0,10.0,9.0,0.0,17.0,5.0,389.0,36.0
András Schäfer,HUN,MF,24,Union Berlin,Bundesliga,13.5,776.0,24.0,187.0,333.0,269.0,36.0,776.0,50.0,21.0,42.0,26.0,52.0,378.0,2213.0,994.0,37.0,25.0,12.0,34.0,20.0,451.0,71.0
Alex Král,CZE,MF,25,Union Berlin,Bundesliga,15.2,618.0,37.0,164.0,311.0,151.0,17.0,618.0,12.0,5.0,41.7,5.0,41.7,287.0,1688.0,837.0,15.0,16.0,1.0,15.0,12.0,338.0,41.0
Aïssa Laïdouni,TUN,MF,26,Union Berlin,Bundesliga,11.9,666.0,19.0,142.0,340.0,197.0,24.0,666.0,27.0,10.0,37.0,16.0,59.3,366.0,2025.0,895.0,24.0,17.0,5.0,16.0,20.0,438.0,41.0
Jérôme Roussillon,FRA,DF,30,Union Berlin,Bundesliga,8.4,462.0,28.0,141.0,210.0,121.0,6.0,462.0,11.0,5.0,45.5,5.0,45.5,217.0,931.0,516.0,10.0,9.0,2.0,16.0,8.0,213.0,29.0
David Datro Fofana,CIV,"FW,MF",20,Union Berlin,Bundesliga,7.6,288.0,6.0,21.0,98.0,176.0,42.0,288.0,49.0,19.0,38.8,26.0,53.1,180.0,1265.0,523.0,20.0,16.0,13.0,31.0,26.0,207.0,66.0
Sheraldo Becker,SUR,"FW,MF",28,Union Berlin,Bundesliga,7.2,347.0,6.0,33.0,112.0,208.0,24.0,347.0,14.0,6.0,42.9,8.0,57.1,198.0,1490.0,737.0,32.0,17.0,7.0,14.0,4.0,233.0,73.0
Yorbe Vertessen,BEL,"FW,MF",22,Union Berlin,Bundesliga,6.6,241.0,3.0,30.0,87.0,128.0,33.0,241.0,33.0,14.0,42.4,18.0,54.5,132.0,714.0,297.0,10.0,6.0,8.0,26.0,10.0,172.0,39.0
Leonardo Bonucci,ITA,DF,36,Union Berlin,Bundesliga,5.1,292.0,20.0,122.0,157.0,15.0,1.0,291.0,2.0,1.0,50.0,1.0,50.0,161.0,582.0,287.0,0.0,0.0,0.0,2.0,0.0,176.0,1.0
Mikkel Kaufmann,DEN,FW,22,Union Berlin,Bundesliga,5.4,215.0,4.0,21.0,102.0,92.0,26.0,215.0,10.0,3.0,30.0,7.0,70.0,89.0,412.0,129.0,6.0,1.0,4.0,27.0,10.0,141.0,34.0
Paul Jaeckel,GER,DF,25,Union Berlin,Bundesliga,2.6,161.0,9.0,81.0,77.0,4.0,0.0,161.0,1.0,0.0,0.0,0.0,0.0,95.0,379.0,194.0,1.0,1.0,0.0,1.0,1.0,109.0,1.0
Alexander Schwolow,GER,GK,31,Union Berlin,Bundesliga,1.0,41.0,36.0,41.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,10.0,56.0,39.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
Chris Bedia,CIV,"FW,MF",27,Union Berlin,Bundesliga,1.6,40.0,2.0,2.0,17.0,23.0,8.0,40.0,2.0,2.0,100.0,0.0,0.0,23.0,80.0,31.0,1.0,1.0,1.0,6.0,1.0,30.0,6.0
Aljoscha Kemlein,GER,MF,18,Union Berlin,Bundesliga,0.3,13.0,0.0,5.0,6.0,2.0,0.0,13.0,1.0,1.0,100.0,0.0,0.0,7.0,41.0,31.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0
Jordan Pefok,USA,FW,27,Union Berlin,Bundesliga,0.3,12.0,0.0,2.0,4.0,6.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,1.0
Miloš Pantović,SRB,MF,27,Union Berlin,Bundesliga,0.2,10.0,0.0,4.0,4.0,2.0,1.0,10.0,1.0,1.0,100.0,0.0,0.0,7.0,28.0,18.0,1.0,0.0,1.0,1.0,0.0,7.0,1.0
Manuel Riemann,GER,GK,34,Bochum,Bundesliga,33.0,1820.0,1045.0,1649.0,172.0,5.0,0.0,1820.0,1.0,1.0,100.0,0.0,0.0,1108.0,6090.0,4104.0,0.0,1.0,0.0,2.0,0.0,919.0,0.0
Bernardo,BRA,DF,28,Bochum,Bundesliga,32.5,2103.0,200.0,761.0,1070.0,286.0,51.0,2103.0,23.0,12.0,52.2,9.0,39.1,796.0,3775.0,1777.0,26.0,23.0,1.0,32.0,16.0,923.0,38.0
Kevin Stöger,AUT,MF,29,Bochum,Bundesliga,29.6,2384.0,35.0,247.0,1287.0,878.0,55.0,2380.0,65.0,25.0,38.5,31.0,47.7,1195.0,6163.0,3142.0,81.0,72.0,8.0,45.0,40.0,1464.0,139.0
Anthony Losilla,FRA,MF,37,Bochum,Bundesliga,28.6,1192.0,69.0,271.0,700.0,229.0,56.0,1192.0,23.0,10.0,43.5,13.0,56.5,431.0,1376.0,547.0,11.0,11.0,2.0,27.0,12.0,563.0,42.0
Takuma Asano,JPN,"FW,MF",28,Bochum,Bundesliga,22.1,636.0,17.0,71.0,218.0,363.0,95.0,636.0,37.0,16.0,43.2,18.0,48.6,378.0,2790.0,1280.0,56.0,27.0,28.0,47.0,33.0,428.0,167.0
Erhan Mašović,SRB,"DF,MF",24,Bochum,Bundesliga,24.7,1012.0,101.0,421.0,495.0,104.0,28.0,1012.0,6.0,3.0,50.0,2.0,33.3,402.0,2105.0,967.0,15.0,11.0,0.0,15.0,6.0,459.0,10.0
Keven Schlotterbeck,GER,DF,26,Bochum,Bundesliga,24.3,1329.0,200.0,655.0,573.0,108.0,66.0,1329.0,8.0,6.0,75.0,2.0,25.0,580.0,2496.0,1414.0,9.0,4.0,2.0,12.0,0.0,635.0,15.0
Ivan Ordets,UKR,DF,31,Bochum,Bundesliga,20.9,936.0,159.0,458.0,398.0,84.0,57.0,936.0,1.0,0.0,0.0,0.0,0.0,302.0,1384.0,573.0,5.0,3.0,0.0,4.0,0.0,353.0,7.0
Patrick Osterhage,GER,MF,23,Bochum,Bundesliga,20.7,1081.0,58.0,252.0,592.0,251.0,29.0,1081.0,38.0,17.0,44.7,19.0,50.0,547.0,2899.0,1232.0,26.0,16.0,3.0,33.0,17.0,603.0,65.0
Matúš Bero,SVK,"MF,FW",27,Bochum,Bundesliga,18.5,737.0,49.0,142.0,352.0,254.0,33.0,737.0,19.0,4.0,21.1,14.0,73.7,334.0,1448.0,543.0,12.0,15.0,2.0,31.0,17.0,395.0,71.0
Philipp Hofmann,GER,FW,30,Bochum,Bundesliga,17.5,581.0,16.0,45.0,282.0,257.0,84.0,581.0,15.0,9.0,60.0,6.0,40.0,256.0,907.0,208.0,7.0,6.0,2.0,43.0,14.0,435.0,86.0
Moritz Broschinski,GER,FW,22,Bochum,Bundesliga,13.9,399.0,9.0,24.0,141.0,238.0,58.0,399.0,31.0,11.0,35.5,19.0,61.3,222.0,1088.0,397.0,18.0,10.0,9.0,47.0,35.0,291.0,92.0
Maximilian Wittek,GER,"DF,FW",27,Bochum,Bundesliga,11.9,642.0,30.0,146.0,284.0,216.0,18.0,642.0,24.0,10.0,41.7,9.0,37.5,278.0,1291.0,623.0,17.0,9.0,4.0,14.0,5.0,316.0,64.0
Felix Passlack,GER,DF,25,Bochum,Bundesliga,10.7,517.0,20.0,105.0,244.0,172.0,13.0,517.0,9.0,6.0,66.7,3.0,33.3,200.0,977.0,463.0,10.0,7.0,1.0,12.0,4.0,240.0,42.0
Cristian Gamboa,CRC,DF,33,Bochum,Bundesliga,13.2,603.0,38.0,189.0,305.0,117.0,1.0,603.0,12.0,5.0,41.7,4.0,33.3,276.0,1235.0,527.0,12.0,11.0,0.0,11.0,3.0,282.0,16.0
Christopher Antwi-Adjei,GHA,"FW,MF",29,Bochum,Bundesliga,13.5,614.0,10.0,74.0,170.0,378.0,51.0,614.0,35.0,7.0,20.0,24.0,68.6,318.0,2169.0,1071.0,50.0,22.0,17.0,31.0,24.0,380.0,138.0
Tim Oermann,GER,DF,19,Bochum,Bundesliga,7.9,356.0,41.0,115.0,176.0,71.0,2.0,356.0,10.0,5.0,50.0,5.0,50.0,120.0,741.0,346.0,6.0,9.0,2.0,10.0,5.0,128.0,7.0
Gonçalo Paciência,POR,"FW,MF",28,Bochum,Bundesliga,7.2,301.0,8.0,22.0,140.0,141.0,37.0,301.0,27.0,12.0,44.4,14.0,51.9,177.0,670.0,289.0,9.0,6.0,3.0,29.0,27.0,227.0,50.0
Lukas Daschner,GER,"MF,FW",24,Bochum,Bundesliga,6.0,251.0,2.0,23.0,97.0,136.0,24.0,251.0,22.0,12.0,54.5,8.0,36.4,140.0,741.0,318.0,11.0,11.0,3.0,15.0,8.0,164.0,37.0
Philipp Förster,GER,"MF,FW",28,Bochum,Bundesliga,4.3,250.0,2.0,24.0,114.0,114.0,9.0,250.0,4.0,1.0,25.0,1.0,25.0,125.0,660.0,276.0,7.0,10.0,1.0,9.0,7.0,149.0,19.0
Danilo Soares,BRA,DF,31,Bochum,Bundesliga,3.9,227.0,18.0,70.0,116.0,48.0,1.0,227.0,7.0,6.0,85.7,0.0,0.0,93.0,447.0,173.0,3.0,1.0,0.0,6.0,2.0,95.0,8.0
Noah Loosli,SUI,DF,26,Bochum,Bundesliga,3.8,177.0,18.0,76.0,83.0,19.0,4.0,177.0,1.0,1.0,100.0,0.0,0.0,74.0,309.0,119.0,1.0,1.0,0.0,3.0,0.0,69.0,3.0
Moritz-Broni Kwarteng,GHA,FW,25,Bochum,Bundesliga,3.1,153.0,0.0,14.0,65.0,76.0,15.0,153.0,18.0,7.0,38.9,8.0,44.4,95.0,637.0,250.0,8.0,6.0,3.0,15.0,5.0,99.0,24.0
Andreas Luthe,GER,GK,36,Bochum,Bundesliga,1.0,50.0,29.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,31.0,117.0,48.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
Simon Zoller,GER,"FW,MF",32,Bochum,Bundesliga,0.5,10.0,1.0,1.0,8.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0
Marvin Schwäbe,GER,GK,28,Köln,Bundesliga,34.0,1393.0,1004.0,1359.0,35.0,0.0,0.0,1393.0,0.0,0.0,0.0,0.0,0.0,833.0,4192.0,2745.0,0.0,0.0,0.0,0.0,0.0,821.0,0.0
Julian Chabot,GER,DF,25,Köln,Bundesliga,30.0,1985.0,361.0,1213.0,731.0,65.0,40.0,1985.0,19.0,9.0,47.4,8.0,42.1,1001.0,5034.0,2914.0,17.0,14.0,2.0,18.0,2.0,1076.0,8.0
Timo Hübers,GER,DF,27,Köln,Bundesliga,30.9,2143.0,267.0,1200.0,897.0,65.0,31.0,2143.0,6.0,4.0,66.7,2.0,33.3,1203.0,6033.0,3442.0,19.0,14.0,1.0,11.0,7.0,1280.0,3.0
Eric Martel,GER,MF,21,Köln,Bundesliga,27.3,1515.0,116.0,491.0,817.0,220.0,35.0,1515.0,17.0,7.0,41.2,6.0,35.3,690.0,3155.0,1186.0,21.0,14.0,2.0,24.0,24.0,841.0,35.0
Florian Kainz,AUT,"MF,FW",30,Köln,Bundesliga,24.4,1321.0,35.0,204.0,645.0,489.0,34.0,1316.0,42.0,23.0,54.8,17.0,40.5,796.0,3853.0,1452.0,40.0,39.0,8.0,27.0,25.0,826.0,100.0
Dejan Ljubicic,AUT,"MF,FW",25,Köln,Bundesliga,22.8,1046.0,20.0,205.0,537.0,319.0,37.0,1046.0,33.0,15.0,45.5,16.0,48.5,634.0,3423.0,1746.0,41.0,47.0,5.0,37.0,18.0,734.0,73.0
Linton Maina,GER,"FW,MF",24,Köln,Bundesliga,21.1,846.0,14.0,110.0,334.0,429.0,82.0,846.0,57.0,22.0,38.6,31.0,54.4,599.0,5140.0,2671.0,109.0,64.0,47.0,38.0,27.0,607.0,169.0
Jan Thielmann,GER,"FW,DF",21,Köln,Bundesliga,17.5,760.0,35.0,177.0,324.0,272.0,34.0,760.0,27.0,18.0,66.7,6.0,22.2,406.0,2852.0,1357.0,46.0,34.0,11.0,40.0,24.0,438.0,69.0
Max Finkgräfe,GER,"DF,FW",19,Köln,Bundesliga,19.5,1121.0,53.0,333.0,510.0,308.0,24.0,1121.0,58.0,36.0,62.1,21.0,36.2,495.0,3461.0,1845.0,51.0,35.0,11.0,37.0,24.0,527.0,59.0
Rasmus Carstensen,DEN,"DF,FW",22,Köln,Bundesliga,18.4,1072.0,81.0,326.0,459.0,304.0,36.0,1072.0,30.0,13.0,43.3,12.0,40.0,513.0,2976.0,1376.0,32.0,26.0,3.0,37.0,22.0,568.0,89.0
Denis Huseinbasic,BIH,MF,22,Köln,Bundesliga,18.1,949.0,36.0,214.0,550.0,203.0,13.0,949.0,23.0,10.0,43.5,12.0,52.2,547.0,3256.0,1553.0,35.0,30.0,3.0,19.0,19.0,633.0,29.0
Davie Selke,GER,FW,28,Köln,Bundesliga,14.1,341.0,24.0,35.0,166.0,140.0,63.0,341.0,12.0,6.0,50.0,6.0,50.0,171.0,653.0,232.0,9.0,3.0,5.0,20.0,12.0,257.0,46.0
Faride Alidou,GER,"FW,MF",22,Köln,Bundesliga,14.2,522.0,14.0,77.0,210.0,243.0,51.0,522.0,70.0,24.0,34.3,38.0,54.3,312.0,2561.0,1191.0,51.0,23.0,18.0,39.0,27.0,344.0,95.0
Luca Waldschmidt,GER,"MF,FW",27,Köln,Bundesliga,12.7,604.0,9.0,82.0,297.0,234.0,29.0,603.0,40.0,18.0,45.0,20.0,50.0,336.0,1835.0,822.0,30.0,20.0,6.0,23.0,14.0,387.0,61.0
Benno Schmitz,GER,DF,28,Köln,Bundesliga,12.8,821.0,37.0,216.0,378.0,237.0,11.0,821.0,14.0,5.0,35.7,7.0,50.0,349.0,1573.0,847.0,27.0,22.0,2.0,6.0,0.0,433.0,47.0
Leart Paqarada,KVX,DF,28,Köln,Bundesliga,11.9,832.0,43.0,254.0,351.0,233.0,10.0,832.0,10.0,7.0,70.0,3.0,30.0,423.0,2003.0,1158.0,26.0,13.0,1.0,7.0,6.0,467.0,29.0
Sargis Adamyan,ARM,"FW,MF",30,Köln,Bundesliga,8.9,312.0,8.0,30.0,151.0,136.0,52.0,312.0,18.0,7.0,38.9,10.0,55.6,162.0,814.0,344.0,15.0,9.0,5.0,27.0,17.0,183.0,42.0
Steffen Tigges,GER,FW,25,Köln,Bundesliga,8.1,295.0,14.0,33.0,163.0,102.0,35.0,295.0,8.0,4.0,50.0,4.0,50.0,146.0,661.0,235.0,9.0,5.0,2.0,19.0,9.0,211.0,48.0
Luca Kilian,GER,DF,23,Köln,Bundesliga,7.1,395.0,51.0,221.0,152.0,24.0,4.0,395.0,1.0,0.0,0.0,1.0,100.0,205.0,1203.0,582.0,7.0,3.0,0.0,5.0,0.0,232.0,1.0
Dominique Heintz,GER,DF,29,Köln,Bundesliga,6.3,489.0,37.0,154.0,274.0,64.0,2.0,489.0,4.0,3.0,75.0,1.0,25.0,253.0,1278.0,699.0,10.0,12.0,1.0,6.0,3.0,307.0,16.0
Mark Uth,GER,"MF,FW",31,Köln,Bundesliga,4.1,232.0,0.0,21.0,106.0,105.0,19.0,232.0,13.0,4.0,30.8,5.0,38.5,122.0,681.0,266.0,12.0,6.0,2.0,13.0,8.0,142.0,29.0
Jacob Christensen,DEN,MF,22,Köln,Bundesliga,2.4,121.0,9.0,40.0,68.0,14.0,1.0,121.0,2.0,1.0,50.0,1.0,50.0,53.0,321.0,160.0,2.0,1.0,0.0,5.0,0.0,61.0,1.0
Justin Diehl,GER,"FW,MF",18,Köln,Bundesliga,1.9,96.0,2.0,11.0,31.0,54.0,10.0,96.0,15.0,8.0,53.3,6.0,40.0,55.0,500.0,204.0,6.0,2.0,5.0,9.0,1.0,57.0,17.0
Damion Downs,GER,"FW,MF",19,Köln,Bundesliga,2.0,52.0,1.0,4.0,21.0,27.0,8.0,52.0,4.0,1.0,25.0,3.0,75.0,22.0,89.0,37.0,1.0,1.0,1.0,2.0,1.0,32.0,5.0
Mathias Olesen,LUX,"MF,FW",22,Köln,Bundesliga,1.2,61.0,3.0,16.0,28.0,18.0,2.0,61.0,1.0,1.0,100.0,0.0,0.0,37.0,178.0,89.0,2.0,1.0,0.0,1.0,2.0,35.0,2.0
Florian Dietz,GER,"FW,MF",24,Köln,Bundesliga,0.8,32.0,0.0,2.0,17.0,13.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,17.0,39.0,3.0,0.0,1.0,0.0,2.0,0.0,22.0,8.0
Marcel Schuhen,GER,GK,30,Darmstadt 98,Bundesliga,31.0,1570.0,1186.0,1530.0,40.0,0.0,0.0,1570.0,1.0,1.0,100.0,0.0,0.0,890.0,4586.0,2833.0,0.0,0.0,0.0,0.0,0.0,756.0,0.0
Tim Skarke,GER,"FW,DF",26,Darmstadt 98,Bundesliga,26.7,1134.0,32.0,199.0,470.0,482.0,71.0,1134.0,63.0,28.0,44.4,32.0,50.8,640.0,3890.0,1888.0,61.0,35.0,20.0,55.0,23.0,761.0,190.0
Christoph Klarer,AUT,DF,23,Darmstadt 98,Bundesliga,26.2,1440.0,183.0,768.0,590.0,88.0,32.0,1440.0,7.0,6.0,85.7,1.0,14.3,786.0,3453.0,1776.0,9.0,7.0,2.0,6.0,6.0,988.0,11.0
Fabian Holland,GER,"MF,DF",33,Darmstadt 98,Bundesliga,20.4,1111.0,54.0,291.0,619.0,209.0,18.0,1111.0,15.0,8.0,53.3,6.0,40.0,585.0,2669.0,1313.0,11.0,12.0,1.0,22.0,9.0,692.0,47.0
Matthias Bader,GER,"DF,MF",26,Darmstadt 98,Bundesliga,20.0,1134.0,47.0,384.0,494.0,267.0,25.0,1134.0,48.0,18.0,37.5,24.0,50.0,588.0,3257.0,1673.0,38.0,30.0,6.0,36.0,14.0,629.0,66.0
Matej Maglica,CRO,DF,24,Darmstadt 98,Bundesliga,18.9,1220.0,137.0,629.0,529.0,67.0,13.0,1220.0,4.0,1.0,25.0,3.0,75.0,626.0,2954.0,1542.0,11.0,11.0,1.0,8.0,6.0,739.0,5.0
Luca Pfeiffer,GER,"FW,MF",26,Darmstadt 98,Bundesliga,18.0,565.0,25.0,66.0,266.0,237.0,59.0,565.0,21.0,7.0,33.3,9.0,42.9,278.0,1365.0,529.0,15.0,14.0,2.0,23.0,19.0,373.0,81.0
Marvin Mehlem,GER,MF,25,Darmstadt 98,Bundesliga,16.5,785.0,21.0,137.0,411.0,242.0,40.0,785.0,24.0,10.0,41.7,12.0,50.0,405.0,1984.0,861.0,27.0,16.0,13.0,37.0,19.0,494.0,73.0
Emir Karic,AUT,DF,26,Darmstadt 98,Bundesliga,19.8,1407.0,69.0,389.0,689.0,344.0,14.0,1407.0,29.0,18.0,62.1,10.0,34.5,697.0,3756.0,2268.0,56.0,32.0,1.0,20.0,10.0,869.0,85.0
Fabian Nürnberger,GER,"DF,MF",24,Darmstadt 98,Bundesliga,16.8,1043.0,28.0,237.0,479.0,332.0,26.0,1043.0,33.0,18.0,54.5,15.0,45.5,584.0,3317.0,1546.0,35.0,26.0,7.0,15.0,14.0,670.0,91.0
Klaus Gjasula,ALB,"DF,MF",33,Darmstadt 98,Bundesliga,15.1,921.0,81.0,379.0,465.0,78.0,12.0,921.0,5.0,3.0,60.0,2.0,40.0,462.0,2524.0,1196.0,8.0,8.0,0.0,7.0,6.0,560.0,7.0
Oscar Vilhelmsson,SWE,"FW,MF",19,Darmstadt 98,Bundesliga,15.3,362.0,24.0,40.0,163.0,164.0,41.0,362.0,18.0,5.0,27.8,12.0,66.7,172.0,909.0,359.0,16.0,10.0,8.0,29.0,8.0,256.0,72.0
Tobias Kempe,GER,MF,34,Darmstadt 98,Bundesliga,15.0,690.0,22.0,117.0,336.0,247.0,29.0,687.0,19.0,8.0,42.1,10.0,52.6,314.0,1620.0,696.0,15.0,12.0,3.0,28.0,11.0,365.0,46.0
Bartol Franjić,CRO,MF,23,Darmstadt 98,Bundesliga,13.7,689.0,44.0,214.0,410.0,72.0,7.0,689.0,13.0,7.0,53.8,6.0,46.2,327.0,1782.0,841.0,13.0,8.0,1.0,13.0,8.0,418.0,14.0
Christoph Zimmermann,GER,DF,30,Darmstadt 98,Bundesliga,13.6,728.0,104.0,411.0,299.0,25.0,9.0,728.0,3.0,2.0,66.7,1.0,33.3,341.0,1815.0,938.0,7.0,4.0,0.0,7.0,2.0,403.0,1.0
Jannik Müller,GER,"DF,MF",29,Darmstadt 98,Bundesliga,12.6,687.0,61.0,332.0,312.0,51.0,5.0,687.0,4.0,2.0,50.0,2.0,50.0,314.0,1546.0,807.0,8.0,5.0,0.0,10.0,3.0,369.0,7.0
Julian Justvan,GER,"MF,FW",25,Darmstadt 98,Bundesliga,11.4,517.0,15.0,75.0,259.0,191.0,20.0,517.0,37.0,16.0,43.2,19.0,51.4,291.0,1675.0,827.0,20.0,19.0,5.0,15.0,10.0,338.0,50.0
Mathias Honsak,AUT,"FW,MF",26,Darmstadt 98,Bundesliga,11.3,476.0,27.0,99.0,181.0,199.0,36.0,476.0,30.0,9.0,30.0,21.0,70.0,271.0,1432.0,571.0,22.0,14.0,8.0,51.0,14.0,326.0,62.0
Clemens Riedel,GER,DF,20,Darmstadt 98,Bundesliga,8.4,667.0,49.0,261.0,339.0,73.0,6.0,667.0,8.0,4.0,50.0,4.0,50.0,424.0,2084.0,1146.0,4.0,10.0,0.0,3.0,2.0,460.0,27.0
Thomas Isherwood,SWE,DF,25,Darmstadt 98,Bundesliga,7.1,345.0,53.0,208.0,127.0,11.0,2.0,345.0,1.0,1.0,100.0,0.0,0.0,189.0,1059.0,587.0,6.0,6.0,0.0,3.0,0.0,220.0,1.0
Aaron Seydel,GER,FW,27,Darmstadt 98,Bundesliga,6.9,283.0,13.0,20.0,136.0,128.0,31.0,283.0,11.0,3.0,27.3,7.0,63.6,123.0,451.0,117.0,7.0,3.0,3.0,26.0,12.0,214.0,35.0
Sebastian Polter,GER,FW,32,Darmstadt 98,Bundesliga,5.0,161.0,6.0,11.0,78.0,73.0,23.0,161.0,5.0,2.0,40.0,3.0,60.0,80.0,311.0,78.0,5.0,1.0,1.0,16.0,7.0,133.0,26.0
Alexander Brunst,GER,GK,28,Darmstadt 98,Bundesliga,3.0,155.0,94.0,150.0,5.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,89.0,394.0,226.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0
Braydon Manu,GHA,MF,26,Darmstadt 98,Bundesliga,1.9,56.0,1.0,9.0,24.0,24.0,4.0,56.0,9.0,4.0,44.4,5.0,55.6,34.0,203.0,120.0,5.0,0.0,1.0,2.0,1.0,37.0,9.0
Gerrit Holtmann,PHI,"MF,FW",28,Darmstadt 98,Bundesliga,4.4,224.0,7.0,37.0,92.0,101.0,11.0,224.0,15.0,7.0,46.7,6.0,40.0,109.0,850.0,441.0,13.0,11.0,8.0,15.0,13.0,134.0,20.0
Andreas Müller,GER,MF,23,Darmstadt 98,Bundesliga,3.9,208.0,6.0,51.0,126.0,34.0,1.0,208.0,2.0,0.0,0.0,2.0,100.0,98.0,506.0,189.0,3.0,4.0,0.0,4.0,2.0,131.0,7.0
