player,nationality,position,age,club,league,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors
Gaga Slonina,USA,GK,19.0,Eupen,Pro League,28.0,1.0,1,1.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,0,1.0,15.0,3.0
Isaac Nuhu,GHA,"FW,MF",21.0,Eupen,Pro League,25.3,24.0,13,8.0,11.0,5.0,12.0,28.0,42.9,16.0,15.0,2.0,13.0,12,36.0,11.0,0.0
Jason Davidson,AUS,DF,32.0,Eupen,Pro League,25.9,42.0,31,24.0,13.0,5.0,24.0,38.0,63.2,14.0,42.0,15.0,27.0,33,75.0,87.0,2.0
Rune Paeshuyse,BEL,DF,21.0,Eupen,Pro League,25.2,42.0,25,32.0,9.0,1.0,27.0,54.0,50.0,27.0,28.0,16.0,12.0,41,83.0,90.0,1.0
Brandon Baiye,BEL,MF,22.0,Eupen,Pro League,23.0,74.0,46,40.0,28.0,6.0,26.0,56.0,46.4,30.0,42.0,7.0,35.0,41,115.0,38.0,1.0
Gary Magnée,BEL,"DF,MF",23.0,Eupen,Pro League,21.8,55.0,31,25.0,21.0,9.0,29.0,57.0,50.9,28.0,41.0,13.0,28.0,24,79.0,45.0,0.0
Yentl Van Genechten,BEL,DF,22.0,Eupen,Pro League,17.4,27.0,19,16.0,7.0,4.0,13.0,25.0,52.0,12.0,24.0,5.0,19.0,19,46.0,59.0,1.0
Boris lambert,BEL,"MF,DF",23.0,Eupen,Pro League,15.8,47.0,26,21.0,24.0,2.0,25.0,49.0,51.0,24.0,30.0,8.0,22.0,28,75.0,52.0,0.0
Kevin Möhwald,GER,MF,30.0,Eupen,Pro League,15.0,27.0,20,16.0,9.0,2.0,12.0,36.0,33.3,24.0,17.0,4.0,13.0,14,41.0,14.0,2.0
Miloš Pantović,SRB,"MF,FW",27.0,Eupen,Pro League,14.3,21.0,15,11.0,7.0,3.0,9.0,30.0,30.0,21.0,11.0,1.0,10.0,7,28.0,10.0,1.0
Amadou Keita,GUI,"MF,FW",21.0,Eupen,Pro League,15.1,54.0,36,26.0,23.0,5.0,22.0,49.0,44.9,27.0,20.0,0.0,20.0,20,74.0,5.0,0.0
Regan Charles-Cook,GRN,"FW,MF",26.0,Eupen,Pro League,14.9,19.0,12,6.0,8.0,5.0,7.0,14.0,50.0,7.0,12.0,2.0,10.0,3,22.0,8.0,0.0
Alfreð Finnbogason,ISL,FW,34.0,Eupen,Pro League,12.5,5.0,2,0.0,3.0,2.0,2.0,11.0,18.2,9.0,10.0,0.0,10.0,2,7.0,5.0,1.0
Oleksandr Filin,RUS,DF,27.0,Eupen,Pro League,9.7,23.0,14,18.0,4.0,1.0,11.0,21.0,52.4,10.0,16.0,10.0,6.0,13,36.0,32.0,3.0
Jan Král,CZE,DF,24.0,Eupen,Pro League,9.0,10.0,7,9.0,1.0,0.0,7.0,13.0,53.8,6.0,10.0,5.0,5.0,14,24.0,49.0,1.0
Jerome Deom,BEL,"MF,FW",24.0,Eupen,Pro League,8.5,26.0,14,11.0,8.0,7.0,11.0,20.0,55.0,9.0,13.0,0.0,13.0,6,32.0,11.0,0.0
Isaac Christie-Davies,WAL,MF,25.0,Eupen,Pro League,6.3,8.0,5,5.0,3.0,0.0,3.0,9.0,33.3,6.0,4.0,2.0,2.0,4,12.0,7.0,0.0
Renaud Emond,BEL,FW,31.0,Eupen,Pro League,4.8,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2,3.0,6.0,0.0
Manaf Nurudeen,GHA,GK,24.0,Eupen,Pro League,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,1.0
Teddy Alloh,FRA,DF,21.0,Eupen,Pro League,2.2,3.0,3,0.0,2.0,1.0,2.0,3.0,66.7,1.0,2.0,1.0,1.0,3,6.0,8.0,0.0
Nathan Bitu Mazala,FRA,"MF,FW",20.0,Eupen,Pro League,1.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,1.0,0.0
Lorenzo Youndje,BEL,"DF,MF",18.0,Eupen,Pro League,1.0,6.0,3,1.0,2.0,3.0,1.0,4.0,25.0,3.0,5.0,0.0,5.0,1,7.0,4.0,0.0
Shayne Pattynama,IDN,DF,24.0,Eupen,Pro League,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
Matteo Filorizzo,BEL,"FW,MF",17.0,Eupen,Pro League,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Théo Maréchal,NED,"MF,FW",18.0,Eupen,Pro League,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Viktor Gyökeres,SWE,FW,25.0,Sporting CP,Primeira Liga,32.4,16.0,11,3.0,5.0,8.0,3.0,6.0,50.0,3.0,13.0,1.0,12.0,5,21.0,22.0,0.0
Pedro Gonçalves,POR,"FW,MF",25.0,Sporting CP,Primeira Liga,28.6,47.0,30,10.0,23.0,14.0,20.0,55.0,36.4,35.0,31.0,2.0,29.0,10,57.0,4.0,0.0
Gonçalo Inácio,POR,DF,21.0,Sporting CP,Primeira Liga,27.6,48.0,35,20.0,26.0,2.0,26.0,42.0,61.9,16.0,29.0,14.0,15.0,25,73.0,64.0,1.0
Morten Hjulmand,DEN,MF,24.0,Sporting CP,Primeira Liga,24.3,60.0,37,24.0,28.0,8.0,25.0,43.0,58.1,18.0,27.0,5.0,22.0,20,80.0,25.0,0.0
Sebastián Coates,URU,DF,32.0,Sporting CP,Primeira Liga,25.3,38.0,19,23.0,14.0,1.0,24.0,36.0,66.7,12.0,28.0,19.0,9.0,24,62.0,81.0,1.0
Ousmane Diomande,CIV,DF,19.0,Sporting CP,Primeira Liga,23.5,41.0,24,23.0,14.0,4.0,17.0,22.0,77.3,5.0,11.0,7.0,4.0,13,54.0,43.0,1.0
Hidemasa Morita,JPN,MF,28.0,Sporting CP,Primeira Liga,23.8,55.0,35,16.0,32.0,7.0,28.0,58.0,48.3,30.0,17.0,1.0,16.0,17,72.0,25.0,0.0
Nuno Santos,POR,"MF,DF",28.0,Sporting CP,Primeira Liga,22.9,26.0,18,8.0,12.0,6.0,9.0,22.0,40.9,13.0,8.0,1.0,7.0,25,51.0,13.0,1.0
Antonio Adán,ESP,GK,36.0,Sporting CP,Primeira Liga,22.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,3.0,1.0
Ricardo Esgaio,POR,"MF,DF",30.0,Sporting CP,Primeira Liga,16.6,44.0,22,19.0,18.0,7.0,22.0,42.0,52.4,20.0,14.0,2.0,12.0,7,51.0,35.0,0.0
Francisco Trincão,POR,"FW,MF",23.0,Sporting CP,Primeira Liga,18.9,28.0,19,8.0,16.0,4.0,9.0,24.0,37.5,15.0,13.0,2.0,11.0,4,32.0,8.0,0.0
Geny Catamo,MOZ,"MF,DF",22.0,Sporting CP,Primeira Liga,18.7,25.0,17,12.0,5.0,8.0,15.0,33.0,45.5,18.0,19.0,1.0,18.0,12,37.0,15.0,0.0
Matheus Reis,BRA,"DF,MF",28.0,Sporting CP,Primeira Liga,15.8,20.0,13,7.0,11.0,2.0,15.0,24.0,62.5,9.0,16.0,3.0,13.0,9,29.0,27.0,0.0
Marcus Edwards,ENG,"FW,MF",24.0,Sporting CP,Primeira Liga,14.9,10.0,7,2.0,6.0,2.0,1.0,8.0,12.5,7.0,8.0,0.0,8.0,6,16.0,2.0,0.0
Paulinho,POR,"FW,MF",30.0,Sporting CP,Primeira Liga,14.5,18.0,14,1.0,9.0,8.0,5.0,16.0,31.3,11.0,15.0,1.0,14.0,2,20.0,6.0,0.0
Daniel Bragança,POR,MF,24.0,Sporting CP,Primeira Liga,11.4,33.0,22,9.0,15.0,9.0,14.0,26.0,53.8,12.0,11.0,2.0,9.0,19,52.0,4.0,2.0
Franco Israel,URU,GK,23.0,Sporting CP,Primeira Liga,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,1.0
Eduardo Quaresma,POR,DF,21.0,Sporting CP,Primeira Liga,10.7,28.0,18,15.0,12.0,1.0,13.0,20.0,65.0,7.0,11.0,7.0,4.0,9,37.0,23.0,0.0
Jerry St. Juste,NED,DF,26.0,Sporting CP,Primeira Liga,6.0,13.0,5,7.0,5.0,1.0,5.0,9.0,55.6,4.0,5.0,0.0,5.0,6,19.0,8.0,0.0
Diogo Pinto,POR,GK,19.0,Sporting CP,Primeira Liga,1.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Luís Neto,POR,DF,35.0,Sporting CP,Primeira Liga,1.5,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1,2.0,4.0,0.0
Iván Fresneda,ESP,"MF,DF",18.0,Sporting CP,Primeira Liga,0.4,4.0,2,3.0,1.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,0,4.0,2.0,0.0
Dario Essugo,POR,MF,18.0,Sporting CP,Primeira Liga,0.4,2.0,2,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0
Koba Koindredi,FRA,MF,21.0,Sporting CP,Primeira Liga,0.4,4.0,3,0.0,4.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2,6.0,0.0,0.0
Afonso Bastardo,POR,MF,18.0,Sporting CP,Primeira Liga,0.3,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,1.0,1.0,0.0
Francisco Silva,POR,GK,17.0,Sporting CP,Primeira Liga,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Mateus Fernandes,POR,FW,19.0,Sporting CP,Primeira Liga,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Miguel Menino,POR,MF,20.0,Sporting CP,Primeira Liga,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
Rafael Pontelo,BRA,DF,20.0,Sporting CP,Primeira Liga,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Fredrik Aursnes,NOR,DF,27.0,Benfica,Primeira Liga,31.0,73.0,43,32.0,32.0,9.0,49.0,84.0,58.3,35.0,41.0,8.0,33.0,18,91.0,43.0,0.0
Nicolás Otamendi,ARG,DF,35.0,Benfica,Primeira Liga,30.6,50.0,36,33.0,16.0,1.0,30.0,58.0,51.7,28.0,30.0,14.0,16.0,53,103.0,109.0,3.0
António Silva,POR,DF,19.0,Benfica,Primeira Liga,29.1,64.0,43,34.0,24.0,6.0,33.0,42.0,78.6,9.0,47.0,24.0,23.0,23,87.0,91.0,0.0
Rafa Silva,POR,"MF,FW",30.0,Benfica,Primeira Liga,27.5,23.0,12,10.0,7.0,6.0,10.0,32.0,31.3,22.0,11.0,0.0,11.0,7,30.0,4.0,0.0
João Mário,POR,"FW,MF",30.0,Benfica,Primeira Liga,26.9,39.0,27,8.0,21.0,10.0,15.0,34.0,44.1,19.0,24.0,0.0,24.0,16,55.0,8.0,0.0
Anatolii Trubin,UKR,GK,21.0,Benfica,Primeira Liga,28.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,2.0,10.0,3.0
João Neves,POR,MF,18.0,Benfica,Primeira Liga,25.7,65.0,53,21.0,26.0,18.0,29.0,63.0,46.0,34.0,49.0,12.0,37.0,35,100.0,38.0,0.0
Ángel Di María,ARG,FW,35.0,Benfica,Primeira Liga,24.6,20.0,12,9.0,8.0,3.0,7.0,32.0,21.9,25.0,26.0,0.0,26.0,8,28.0,3.0,1.0
Orkun Kökçü,TUR,MF,22.0,Benfica,Primeira Liga,19.8,32.0,22,10.0,18.0,4.0,17.0,35.0,48.6,18.0,15.0,2.0,13.0,8,40.0,7.0,1.0
Alexander Bah,DEN,DF,25.0,Benfica,Primeira Liga,16.9,52.0,35,23.0,19.0,10.0,30.0,44.0,68.2,14.0,24.0,4.0,20.0,32,84.0,28.0,1.0
Florentino Luís,POR,MF,23.0,Benfica,Primeira Liga,18.7,79.0,45,26.0,43.0,10.0,39.0,75.0,52.0,36.0,36.0,5.0,31.0,49,128.0,13.0,0.0
Morato,BRA,DF,22.0,Benfica,Primeira Liga,16.9,53.0,33,33.0,11.0,9.0,37.0,67.0,55.2,30.0,20.0,5.0,15.0,17,70.0,40.0,0.0
Arthur Cabral,BRA,FW,25.0,Benfica,Primeira Liga,14.8,11.0,7,2.0,5.0,4.0,3.0,9.0,33.3,6.0,8.0,0.0,8.0,1,12.0,7.0,0.0
David Neres,BRA,FW,26.0,Benfica,Primeira Liga,12.6,12.0,3,2.0,8.0,2.0,4.0,11.0,36.4,7.0,15.0,2.0,13.0,5,17.0,2.0,0.0
Casper Tengstedt,DEN,FW,23.0,Benfica,Primeira Liga,7.4,11.0,5,2.0,5.0,4.0,7.0,12.0,58.3,5.0,6.0,0.0,6.0,0,11.0,2.0,0.0
Petar Musa,CRO,FW,25.0,Benfica,Primeira Liga,5.8,12.0,8,4.0,4.0,4.0,3.0,5.0,60.0,2.0,8.0,2.0,6.0,0,12.0,6.0,0.0
Álvaro Carreras,ESP,DF,20.0,Benfica,Primeira Liga,6.3,18.0,10,7.0,9.0,2.0,8.0,12.0,66.7,4.0,8.0,3.0,5.0,10,28.0,9.0,0.0
Tiago Gouveia,POR,FW,22.0,Benfica,Primeira Liga,6.0,12.0,7,3.0,4.0,5.0,8.0,14.0,57.1,6.0,7.0,0.0,7.0,1,13.0,0.0,0.0
Tomás Araújo,POR,DF,21.0,Benfica,Primeira Liga,5.4,12.0,9,4.0,3.0,5.0,5.0,8.0,62.5,3.0,10.0,4.0,6.0,8,20.0,18.0,0.0
Samuel Soares,POR,GK,21.0,Benfica,Primeira Liga,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0
Marcos Leonardo,BRA,FW,20.0,Benfica,Primeira Liga,3.7,2.0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,2.0,1.0,0.0
David Jurásek,CZE,DF,22.0,Benfica,Primeira Liga,2.9,9.0,4,7.0,2.0,0.0,6.0,8.0,75.0,2.0,1.0,0.0,1.0,1,10.0,9.0,1.0
Chiquinho,POR,MF,28.0,Benfica,Primeira Liga,2.1,5.0,4,1.0,4.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,2,7.0,3.0,0.0
Benjamín Rollheiser,ARG,FW,23.0,Benfica,Primeira Liga,1.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,0,0.0,1.0,0.0
Gonçalo Guedes,POR,"FW,MF",26.0,Benfica,Primeira Liga,1.4,1.0,0,0.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,1,2.0,0.0,0.0
Odisseas Vlachodimos,GRE,GK,29.0,Benfica,Primeira Liga,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Juan Bernat,ESP,DF,30.0,Benfica,Primeira Liga,0.9,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0,0.0,3.0,0.0
João Victor,BRA,DF,25.0,Benfica,Primeira Liga,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1,1.0,0.0,0.0
Gustavo Varela,POR,FW,18.0,Benfica,Primeira Liga,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
João Seno,POR,MF,18.0,Benfica,Primeira Liga,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Gianluca Prestianni,ARG,MF,17.0,Benfica,Primeira Liga,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Gustavo Marques,BRA,DF,21.0,Benfica,Primeira Liga,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0
Mihailo Ristić,SRB,DF,27.0,Benfica,Primeira Liga,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
Diogo Spencer,POR,DF,19.0,Benfica,Primeira Liga,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Diogo Costa,POR,GK,23.0,Porto,Primeira Liga,32.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.0,2.0
Pepê,BRA,"MF,DF",26.0,Porto,Primeira Liga,31.7,26.0,18,8.0,12.0,6.0,9.0,33.0,27.3,24.0,30.0,2.0,28.0,22,48.0,16.0,0.0
Alan Varela,ARG,MF,22.0,Porto,Primeira Liga,24.7,36.0,20,11.0,21.0,4.0,15.0,35.0,42.9,20.0,32.0,8.0,24.0,23,59.0,28.0,0.0
João Mário Lopes,POR,DF,23.0,Porto,Primeira Liga,22.9,33.0,20,13.0,16.0,4.0,22.0,44.0,50.0,22.0,19.0,4.0,15.0,13,46.0,18.0,1.0
Evanilson,BRA,FW,23.0,Porto,Primeira Liga,22.8,19.0,11,2.0,9.0,8.0,7.0,13.0,53.8,6.0,15.0,1.0,14.0,3,22.0,8.0,0.0
Galeno,BRA,"FW,MF",25.0,Porto,Primeira Liga,24.9,25.0,18,11.0,8.0,6.0,11.0,28.0,39.3,17.0,22.0,2.0,20.0,15,40.0,18.0,0.0
Wendell,BRA,DF,30.0,Porto,Primeira Liga,23.3,40.0,23,16.0,23.0,1.0,21.0,37.0,56.8,16.0,21.0,3.0,18.0,14,54.0,42.0,0.0
Pepe,POR,DF,40.0,Porto,Primeira Liga,20.9,28.0,16,16.0,12.0,0.0,16.0,30.0,53.3,14.0,13.0,8.0,5.0,19,47.0,50.0,1.0
Francisco Conceição,POR,"FW,MF",20.0,Porto,Primeira Liga,21.0,40.0,31,9.0,15.0,16.0,16.0,30.0,53.3,14.0,14.0,1.0,13.0,2,42.0,4.0,1.0
Nicolás González,ESP,MF,21.0,Porto,Primeira Liga,18.9,42.0,28,13.0,21.0,8.0,22.0,38.0,57.9,16.0,24.0,3.0,21.0,10,52.0,11.0,0.0
Stephen Eustáquio,CAN,MF,26.0,Porto,Primeira Liga,17.0,41.0,27,16.0,19.0,6.0,19.0,34.0,55.9,15.0,28.0,5.0,23.0,18,59.0,24.0,0.0
Mehdi Taremi,IRN,"FW,MF",31.0,Porto,Primeira Liga,16.4,24.0,15,8.0,9.0,7.0,8.0,24.0,33.3,16.0,14.0,3.0,11.0,7,31.0,21.0,0.0
Fábio Cardoso,POR,DF,29.0,Porto,Primeira Liga,13.4,5.0,3,1.0,4.0,0.0,0.0,2.0,0.0,2.0,12.0,8.0,4.0,12,17.0,37.0,0.0
Otavio Ataide,BRA,DF,21.0,Porto,Primeira Liga,12.0,11.0,6,9.0,1.0,1.0,9.0,15.0,60.0,6.0,10.0,6.0,4.0,7,18.0,28.0,0.0
Zé Pedro Figueiredo,POR,DF,26.0,Porto,Primeira Liga,10.3,15.0,7,8.0,6.0,1.0,10.0,17.0,58.8,7.0,5.0,2.0,3.0,9,24.0,31.0,0.0
David Carmo,ANG,DF,24.0,Porto,Primeira Liga,6.8,5.0,4,2.0,2.0,1.0,4.0,5.0,80.0,1.0,11.0,7.0,4.0,2,7.0,31.0,1.0
Jorge Eduardo Sánchez,MEX,DF,25.0,Porto,Primeira Liga,6.3,19.0,13,12.0,5.0,2.0,15.0,23.0,65.2,8.0,5.0,0.0,5.0,7,26.0,7.0,0.0
Ivan Jaime Pajuelo,ESP,"MF,FW",22.0,Porto,Primeira Liga,6.3,11.0,7,2.0,5.0,4.0,3.0,8.0,37.5,5.0,5.0,1.0,4.0,2,13.0,2.0,0.0
Toni Martínez,ESP,FW,26.0,Porto,Primeira Liga,5.8,2.0,1,1.0,0.0,1.0,1.0,6.0,16.7,5.0,2.0,0.0,2.0,0,2.0,0.0,0.0
André Franco,POR,"MF,FW",25.0,Porto,Primeira Liga,4.9,6.0,5,3.0,3.0,0.0,4.0,11.0,36.4,7.0,1.0,0.0,1.0,4,10.0,5.0,0.0
Iván Marcano,ESP,DF,36.0,Porto,Primeira Liga,4.1,9.0,4,5.0,4.0,0.0,5.0,7.0,71.4,2.0,1.0,1.0,0.0,4,13.0,9.0,0.0
Zaidu Sanusi,NGA,DF,26.0,Porto,Primeira Liga,3.2,3.0,2,1.0,2.0,0.0,2.0,3.0,66.7,1.0,4.0,2.0,2.0,4,7.0,4.0,0.0
Martim Fernandes,POR,DF,17.0,Porto,Primeira Liga,2.8,10.0,6,6.0,3.0,1.0,6.0,7.0,85.7,1.0,3.0,0.0,3.0,4,14.0,7.0,0.0
Marko Grujić,SRB,MF,27.0,Porto,Primeira Liga,3.2,17.0,13,5.0,11.0,1.0,11.0,13.0,84.6,2.0,4.0,1.0,3.0,6,23.0,4.0,0.0
João Miguel,POR,DF,23.0,Porto,Primeira Liga,3.2,3.0,2,2.0,1.0,0.0,3.0,5.0,60.0,2.0,5.0,3.0,2.0,2,5.0,2.0,0.0
Romário Baró,POR,"MF,FW",23.0,Porto,Primeira Liga,2.5,2.0,2,1.0,1.0,0.0,1.0,6.0,16.7,5.0,0.0,0.0,0.0,1,3.0,4.0,0.0
Gonçalo Borges,POR,"MF,FW",22.0,Porto,Primeira Liga,3.2,7.0,4,6.0,1.0,0.0,4.0,8.0,50.0,4.0,3.0,0.0,3.0,0,7.0,4.0,0.0
Danny Loader,ENG,"FW,MF",22.0,Porto,Primeira Liga,2.7,4.0,2,0.0,4.0,0.0,1.0,3.0,33.3,2.0,5.0,0.0,5.0,0,4.0,2.0,0.0
Fran Navarro,ESP,"FW,MF",25.0,Porto,Primeira Liga,1.9,1.0,0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,3,4.0,3.0,0.0
Cláudio Ramos,POR,GK,31.0,Porto,Primeira Liga,1.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0
Otávio,POR,"MF,FW",28.0,Porto,Primeira Liga,1.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Gonçalo Sousa,POR,FW,17.0,Porto,Primeira Liga,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
Matheus,BRA,GK,31.0,Braga,Primeira Liga,34.0,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0,1.0,20.0,2.0
Cristian Borja,COL,DF,30.0,Braga,Primeira Liga,27.2,61.0,33,36.0,23.0,2.0,23.0,42.0,54.8,19.0,25.0,5.0,20.0,22,83.0,55.0,0.0
Ricardo Horta,POR,"FW,MF",28.0,Braga,Primeira Liga,26.0,23.0,13,9.0,11.0,3.0,5.0,37.0,13.5,32.0,23.0,2.0,21.0,11,34.0,12.0,0.0
Victor Gomez,ESP,DF,23.0,Braga,Primeira Liga,22.6,41.0,27,18.0,17.0,6.0,31.0,49.0,63.3,18.0,22.0,6.0,16.0,26,67.0,62.0,1.0
João Moutinho,POR,MF,36.0,Braga,Primeira Liga,23.5,68.0,42,24.0,42.0,2.0,31.0,69.0,44.9,38.0,27.0,8.0,19.0,30,98.0,28.0,1.0
Simon Banza,COD,FW,26.0,Braga,Primeira Liga,22.2,11.0,6,4.0,2.0,5.0,1.0,10.0,10.0,9.0,16.0,1.0,15.0,8,19.0,14.0,0.0
Rodrigo Zalazar,URU,MF,23.0,Braga,Primeira Liga,20.2,40.0,27,11.0,24.0,5.0,18.0,42.0,42.9,24.0,33.0,3.0,30.0,9,49.0,16.0,3.0
Álvaro djaló,ESP,"FW,MF",23.0,Braga,Primeira Liga,19.9,27.0,19,7.0,14.0,6.0,15.0,45.0,33.3,30.0,17.0,1.0,16.0,23,50.0,15.0,0.0
Abel Ruiz,ESP,"FW,MF",23.0,Braga,Primeira Liga,21.1,8.0,6,1.0,4.0,3.0,4.0,8.0,50.0,4.0,6.0,1.0,5.0,6,14.0,12.0,0.0
Bruma,POR,"FW,MF",28.0,Braga,Primeira Liga,19.1,22.0,12,6.0,12.0,4.0,8.0,27.0,29.6,19.0,13.0,1.0,12.0,6,28.0,4.0,0.0
Paulo Oliveira,POR,DF,31.0,Braga,Primeira Liga,18.6,34.0,18,20.0,13.0,1.0,21.0,31.0,67.7,10.0,18.0,9.0,9.0,35,69.0,79.0,1.0
Serdar Saatçı,TUR,DF,20.0,Braga,Primeira Liga,16.6,27.0,17,18.0,9.0,0.0,17.0,24.0,70.8,7.0,17.0,10.0,7.0,38,65.0,46.0,3.0
José Fonte,POR,DF,39.0,Braga,Primeira Liga,16.8,8.0,3,6.0,2.0,0.0,3.0,8.0,37.5,5.0,18.0,13.0,5.0,20,28.0,70.0,0.0
Sikou Niakaté,MLI,DF,24.0,Braga,Primeira Liga,16.5,13.0,9,8.0,5.0,0.0,8.0,12.0,66.7,4.0,13.0,7.0,6.0,16,29.0,72.0,2.0
Vitor Carvalho,BRA,MF,26.0,Braga,Primeira Liga,14.5,41.0,22,21.0,19.0,1.0,22.0,37.0,59.5,15.0,22.0,4.0,18.0,17,58.0,29.0,1.0
Pizzi,POR,"MF,FW",33.0,Braga,Primeira Liga,10.7,6.0,4,4.0,1.0,1.0,2.0,8.0,25.0,6.0,8.0,0.0,8.0,3,9.0,6.0,1.0
Joe Mendes,SWE,DF,20.0,Braga,Primeira Liga,9.9,18.0,8,10.0,6.0,2.0,8.0,17.0,47.1,9.0,7.0,3.0,4.0,6,24.0,20.0,0.0
Almoatasem Al Musrati,LBY,MF,27.0,Braga,Primeira Liga,8.9,20.0,14,9.0,10.0,1.0,9.0,14.0,64.3,5.0,4.0,2.0,2.0,14,34.0,8.0,1.0
Roger Fernandes,GNB,"MF,FW",17.0,Braga,Primeira Liga,7.5,16.0,11,3.0,10.0,3.0,9.0,20.0,45.0,11.0,10.0,0.0,10.0,4,20.0,3.0,0.0
André Horta,POR,MF,26.0,Braga,Primeira Liga,6.1,12.0,8,2.0,4.0,6.0,8.0,15.0,53.3,7.0,12.0,1.0,11.0,1,13.0,5.0,0.0
Adrián Marín,ESP,DF,26.0,Braga,Primeira Liga,3.6,7.0,3,2.0,3.0,2.0,3.0,5.0,60.0,2.0,6.0,3.0,3.0,6,13.0,7.0,0.0
Rony Lopes,POR,"FW,MF",27.0,Braga,Primeira Liga,4.1,6.0,6,1.0,2.0,3.0,3.0,4.0,75.0,1.0,3.0,1.0,2.0,2,8.0,4.0,0.0
Cher Ndour,ITA,MF,19.0,Braga,Primeira Liga,2.3,7.0,4,4.0,3.0,0.0,1.0,4.0,25.0,3.0,3.0,1.0,2.0,5,12.0,5.0,0.0
