player,nationality,position,age,club,league,minutes_90s,p_tackled,tklw,def_3rd,mid_3rd,att_3rd,d_tackled,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,intr,tkl_intr,clr,err
Tolaji Bola,ENG,"MF,DF",24,Rotherham Utd,EFL,0.3,1,1,1,0,0,0,0,0.0,0,1,0,1,1,2,1,0
Tom Barlow,USA,FW,27,NY Red Bulls,MLS,20.5,11,6,3,6,2,4,13,30.8,9,10,1,9,5,16,11,0
Tom Bradshaw,WAL,FW,31,Millwall,EFL,22.3,10,6,0,6,4,5,8,62.5,3,14,4,10,1,11,20,0
Tom Dele-Bashiru,NGA,"MF,DF",23,Watford,EFL,25.1,39,26,18,16,5,16,28,57.1,12,22,6,16,28,67,29,2
Tom Ducrocq,FRA,MF,23,Bastia,Ligue 2,32.6,102,67,50,43,9,45,101,44.6,56,49,7,42,72,174,54,0
Tom Eaves,ENG,FW,31,Rotherham Utd,EFL,11.8,8,6,4,3,1,2,14,14.3,12,8,1,7,0,8,24,0
Tom Edwards,ENG,DF,24,Huddersfield,EFL,7.5,21,16,9,11,1,12,23,52.2,11,8,4,4,10,31,26,0
Tom Fellows,ENG,"FW,MF",20,West Brom,EFL,16.6,13,6,5,3,5,5,14,35.7,9,11,1,10,5,18,9,0
Tom Glover,AUS,GK,25,Middlesbrough,EFL,11.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,6,0
Tom Gomes,FRA,DF,19,Pau FC,Ligue 2,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Tom Ince,ENG,"FW,MF",31,Watford,EFL,9.4,14,8,5,6,3,9,16,56.3,7,12,1,11,7,21,7,0
Tom Iorpenda,ENG,MF,18,Huddersfield,EFL,0.6,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,0,0
Tom Lebeau,FRA,MF,25,US Concarneau,Ligue 2,1.0,2,1,1,0,1,2,5,40.0,3,2,0,2,2,4,0,0
Tom Lees,ENG,DF,32,Huddersfield,EFL,28.0,28,20,16,10,2,15,21,71.4,6,36,24,12,29,57,127,0
Tom Meynadier,FRA,"DF,MF",23,Bastia,Ligue 2,7.8,16,13,12,3,1,13,20,65.0,7,5,2,3,15,31,32,0
Tom Rothe,GER,"DF,MF",18,Holstein Kiel,2. Bundesliga,29.7,41,26,23,9,9,22,51,43.1,29,41,6,35,32,73,81,2
Tom Watson,ENG,FW,17,Sunderland,EFL,0.0,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Tom van de Looi,NED,MF,24,Brescia,Serie B,17.4,29,18,9,14,6,15,26,57.7,11,18,5,13,20,49,37,0
Tomas Romero,SLV,GK,22,Toronto FC,MLS,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,2
Tomeu Nadal,ESP,GK,35,Tenerife,Segunda Division,2.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
Tommaso Arrigoni,ITA,"MF,FW",29,Como,Serie B,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
Tommaso Arrigoni,ITA,MF,29,Südtirol,Serie B,16.5,21,14,12,9,0,10,23,43.5,13,13,1,12,12,33,15,1
Tommaso Barbieri,ITA,DF,20,Pisa,Serie B,22.9,49,28,21,18,10,18,38,47.4,20,33,7,26,30,79,44,1
Tommaso Biasci,ITA,"FW,MF",28,Catanzaro,Serie B,23.1,22,14,6,15,1,9,16,56.3,7,10,1,9,2,24,13,0
Tommaso Cassandro,ITA,"DF,MF",23,Como,Serie B,9.8,15,11,9,6,0,11,11,100.0,0,11,3,8,11,26,19,0
Tommaso D'Orazio,ITA,DF,33,Cosenza,Serie B,19.0,38,28,20,16,2,17,34,50.0,17,31,9,22,14,52,53,0
Tommaso Fumagalli,ITA,"MF,FW",23,Como,Serie B,1.0,0,0,0,0,0,0,2,0.0,2,3,0,3,0,0,2,0
Tommaso Milanese,ITA,"MF,FW",21,Ascoli,Serie B,6.2,6,4,3,3,0,4,10,40.0,6,9,0,9,5,11,2,0
Tommaso Silvestri,ITA,DF,31,Modena,Serie B,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
Tommaso Vitali,ITA,GK,23,Ternana,Serie B,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Tommy Conway,SCO,FW,20,Bristol City,EFL,25.4,17,7,3,9,5,5,13,38.5,8,20,3,17,3,20,7,0
Tommy Maistrello,ITA,FW,30,Cittadella,Serie B,10.7,11,5,1,5,5,2,13,15.4,11,14,3,11,3,14,8,0
Tommy Simkin,ENG,GK,18,Stoke City,EFL,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Tommy Smith,ENG,DF,31,Middlesbrough,EFL,4.3,10,5,7,3,0,8,14,57.1,6,6,0,6,10,20,11,0
Tommy Thompson,USA,"MF,DF",27,SJ Earthquakes,MLS,3.9,7,6,5,1,1,4,9,44.4,5,2,0,2,2,9,11,0
Tomás Alarcón,CHI,MF,25,Cartagena,Segunda Division,26.5,38,24,23,12,3,16,31,51.6,15,27,8,19,27,65,39,0
Tomás Avilés,ARG,DF,18,Inter Miami,MLS,9.7,24,15,16,7,1,16,27,59.3,11,9,5,4,19,43,10,0
Tomás Belmonte,ARG,MF,25,Toluca,Liga MX,15.6,60,46,30,21,9,29,50,58.0,21,26,5,21,26,86,29,1
Tomás Chancalay,ARG,"FW,MF",24,NE Revolution,MLS,9.5,17,11,6,7,4,8,22,36.4,14,8,0,8,3,20,5,0
Tomás Esteves,POR,"DF,MF",21,Pisa,Serie B,24.7,36,23,13,16,7,15,29,51.7,14,14,4,10,14,50,43,0
Tomás Mejías,ESP,GK,35,Cartagena,Segunda Division,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,1
Tomáš Kalas,CZE,DF,30,Schalke 04,2. Bundesliga,23.4,19,9,10,8,1,13,17,76.5,4,32,17,15,49,68,107,0
Tomáš Ostrák,CZE,"MF,FW",22,St. Louis,MLS,12.8,25,17,11,9,5,11,31,35.5,20,11,0,11,2,27,5,0
Tomáš Vaclík,CZE,GK,35,Albacete,Segunda Division,12.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0
Toni Datković,CRO,DF,30,Albacete,Segunda Division,3.6,6,3,2,4,0,0,3,0.0,3,1,0,1,3,9,15,0
Toni Datković,CRO,DF,30,Cartagena,Segunda Division,1.0,0,0,0,0,0,0,0,0.0,0,2,1,1,1,1,3,0
Toni Leistner,GER,DF,32,Hertha BSC,2. Bundesliga,22.4,32,21,21,11,0,21,25,84.0,4,32,22,10,40,72,121,0
Toni Moya,ESP,MF,26,Zaragoza,Segunda Division,28.5,58,39,26,27,5,31,54,57.4,23,31,8,23,16,74,33,1
Tony Abad,ESP,DF,27,Eldense,Segunda Division,31.8,51,37,26,20,5,22,36,61.1,14,35,8,27,30,81,83,2
Tony Alfaro,USA,DF,29,LA Galaxy,MLS,4.2,4,3,2,2,0,2,6,33.3,4,8,7,1,5,9,19,0
Tony Alfaro,USA,DF,29,NYCFC,MLS,4.2,4,1,3,1,0,2,6,33.3,4,4,3,1,4,8,12,0
Tony Rölke,GER,MF,20,Hertha BSC,2. Bundesliga,0.3,3,1,1,1,1,3,3,100.0,0,1,0,1,1,4,0,0
Tony Springett,IRL,"FW,MF",20,Norwich City,EFL,2.4,5,3,2,3,0,4,5,80.0,1,6,2,4,1,6,2,0
Tony Strata,FRA,DF,18,Ajaccio,Ligue 2,13.9,29,22,16,13,0,16,28,57.1,12,9,2,7,29,58,25,0
Trai Hume,NIR,DF,21,Sunderland,EFL,45.2,152,97,73,68,11,90,159,56.6,69,78,28,50,64,216,100,1
Tristan Blackmon,USA,DF,26,Vancouver W'caps,MLS,28.0,17,10,12,4,1,11,19,57.9,8,24,17,7,34,51,116,1
Tristan Muyumba,FRA,MF,25,Atlanta Utd,MLS,9.1,31,15,16,13,2,12,27,44.4,15,13,1,12,4,35,2,1
Tsiki Ntsabeleng,RSA,"MF,FW",24,FC Dallas,MLS,3.9,7,2,3,3,1,3,6,50.0,3,4,1,3,3,10,2,0
Tuomas Ollila,FIN,"DF,FW",23,Paris FC,Ligue 2,3.4,6,5,3,3,0,6,9,66.7,3,2,0,2,2,8,1,0
Tyler Blackett,ENG,DF,29,Rotherham Utd,EFL,10.0,16,11,11,5,0,9,14,64.3,5,21,13,8,11,27,47,0
Tyler Boyd,USA,"FW,MF",28,LA Galaxy,MLS,25.8,35,23,14,14,7,17,43,39.5,26,25,3,22,12,47,11,0
Tyler Dibling,ENG,FW,17,Southampton,EFL,0.0,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0
Tyler Miller,USA,GK,29,D.C. United,MLS,24.5,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,21,5
Tyler Morton,ENG,MF,20,Hull City,EFL,33.0,53,32,21,29,3,26,55,47.3,29,52,14,38,24,77,43,0
Tyler Roberts,WAL,"FW,MF",24,Birmingham City,EFL,8.1,13,7,3,8,2,5,11,45.5,6,7,0,7,4,17,8,0
Tyler Wolff,USA,"FW,MF",19,Atlanta Utd,MLS,7.2,19,9,7,11,1,8,23,34.8,15,9,2,7,4,23,3,0
Tymoteusz Puchacz,POL,DF,24,Kaiserslautern,2. Bundesliga,28.9,37,23,26,10,1,19,45,42.2,26,23,4,19,17,54,48,0
Tyreeq Bakinson,ENG,MF,24,Sheffield Weds,EFL,3.2,3,2,1,2,0,0,2,0.0,2,4,1,3,6,9,7,0
Tyreik Wright,IRL,FW,21,Plymouth Argyle,EFL,1.0,3,2,1,2,0,1,2,50.0,1,0,0,0,2,5,2,0
Tyrell Sellars-Fleming,ENG,FW,18,Hull City,EFL,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Tyrese Campbell,ENG,FW,23,Stoke City,EFL,13.3,12,11,4,5,3,5,8,62.5,3,14,4,10,1,13,13,0
Tyrhys Dolan,ENG,"FW,MF",21,Blackburn,EFL,25.8,26,16,6,14,6,7,26,26.9,19,25,2,23,10,36,10,0
Ugo Bonnet,FRA,FW,29,Valenciennes,Ligue 2,7.5,2,0,0,1,1,1,5,20.0,4,6,1,5,0,2,7,0
Ugo Bonnet,FRA,"MF,FW",29,Guingamp,Ligue 2,1.0,1,1,0,1,0,0,2,0.0,2,1,0,1,0,1,0,0
Ulises Rivas,MEX,MF,27,UNAM,Liga MX,27.2,51,34,15,32,4,21,57,36.8,36,29,10,19,18,69,52,0
Umberto Eusepi,ITA,"FW,MF",34,Calcio Lecco 1912,Serie B,2.1,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,2,0
Umberto Saracco,ITA,GK,29,Calcio Lecco 1912,Serie B,12.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0
Unai Bilbao,ESP,DF,29,Atlético,Liga MX,25.0,18,13,11,7,0,8,14,57.1,6,42,33,9,15,33,156,1
Unai Bustinza,ESP,DF,32,Amorebieta,Segunda Division,16.5,35,20,24,10,1,21,31,67.7,10,21,11,10,22,57,76,0
Unai Elgezabal,ESP,"DF,MF",31,Burgos,Segunda Division,30.7,41,25,23,15,3,25,46,54.3,21,41,24,17,37,78,141,0
Unai Vencedor Paris,ESP,MF,23,Eibar,Segunda Division,15.1,27,18,11,14,2,15,33,45.5,18,23,8,15,14,41,31,0
Uriel Antuna,MEX,"MF,FW",25,Cruz Azul,Liga MX,29.8,16,10,2,11,3,7,16,43.8,9,22,2,20,13,29,10,0
Uroš Đurđević,MNE,FW,30,Sporting Gijón,Segunda Division,22.5,13,7,6,4,3,10,15,66.7,5,18,1,17,2,15,20,0
Uziel García,MEX,"DF,FW",22,Atlético,Liga MX,2.1,1,1,0,1,0,0,0,0.0,0,1,1,0,3,4,1,0
Vakoun Issouf Bayo,CIV,FW,26,Watford,EFL,24.7,22,15,4,14,4,6,12,50.0,6,10,5,5,8,30,19,0
Valber Huerta,CHI,DF,29,Toluca,Liga MX,22.3,26,16,14,10,2,13,22,59.1,9,17,12,5,28,54,77,1
Valentin Antov,BUL,DF,22,Cremonese,Serie B,29.3,48,31,24,20,4,23,34,67.6,11,38,18,20,35,83,91,1
Valentin Henry,FRA,DF,29,Caen,Ligue 2,30.5,57,35,30,24,3,41,78,52.6,37,32,4,28,20,77,36,0
Valentin Jacob,FRA,"MF,FW",29,Ajaccio,Ligue 2,16.5,46,32,17,25,4,22,41,53.7,19,19,0,19,18,64,12,1
Valentin Mihaila,ROU,"FW,MF",23,Parma,Serie B,17.8,20,14,7,6,7,8,23,34.8,15,22,1,21,10,30,10,0
Valentín Rodríguez,URU,DF,22,Pachuca,Liga MX,3.0,9,7,5,3,1,2,4,50.0,2,1,0,1,3,12,10,0
Valerio Crespi,ITA,"FW,MF",18,Cosenza,Serie B,3.4,2,1,0,2,0,0,2,0.0,2,0,0,0,1,3,2,0
Valerio Di Cesare,ITA,DF,40,Bari,Serie B,26.6,25,19,17,7,1,12,15,80.0,3,34,20,14,24,49,91,0
Valerio Mantovani,ITA,DF,27,Ascoli,Serie B,15.8,15,10,7,8,0,10,13,76.9,3,17,13,4,20,35,44,2
Valerio Mantovani,ITA,DF,27,Ternana,Serie B,11.0,17,9,10,6,1,10,16,62.5,6,19,10,9,19,36,44,0
Valerio Mastrantonio,ITA,MF,24,Cittadella,Serie B,9.2,28,18,8,14,6,11,20,55.0,9,10,2,8,11,39,9,0
Valerio Verre,ITA,"MF,FW",29,Sampdoria,Serie B,19.5,26,18,8,12,6,11,27,40.7,16,22,1,21,14,40,10,0
Vallejo,ESP,GK,29,Eldense,Segunda Division,11.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,2
Vasilios Zagaritis,GRE,DF,22,Parma,Serie B,7.1,9,3,4,4,1,5,12,41.7,7,10,2,8,6,15,20,0
Vedran Celjak,CRO,DF,31,Calcio Lecco 1912,Serie B,26.8,26,22,15,10,1,14,25,56.0,11,34,26,8,31,57,121,0
Ventura Alvarado,USA,DF,30,Mazatlán,Liga MX,12.7,21,11,17,3,1,13,20,65.0,7,10,7,3,11,32,48,1
Vicente Poggi,URU,MF,21,Necaxa,Liga MX,5.8,16,15,11,5,0,5,17,29.4,12,8,1,7,11,27,5,1
Victor Griffith,PAN,MF,22,Portland Timbers,MLS,1.0,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,3,0
Victor Lobry,FRA,MF,28,Guingamp,Ligue 2,13.9,23,15,10,11,2,13,24,54.2,11,14,3,11,23,46,9,0
Victor Lobry,FRA,"MF,DF",28,Saint-Étienne,Ligue 2,3.6,8,5,3,2,3,2,6,33.3,4,7,0,7,5,13,6,0
Victor Lopez,MEX,"MF,FW",20,Monterrey,Liga MX,4.2,9,4,4,3,2,3,9,33.3,6,5,0,5,3,12,0,0
Victor Mollejo,ESP,"FW,MF",23,Zaragoza,Segunda Division,20.3,30,21,15,10,5,17,37,45.9,20,16,1,15,11,41,18,0
Victor Moreno,ESP,"FW,MF",40,Villarreal B,Segunda Division,1.7,2,1,0,1,1,1,4,25.0,3,0,0,0,0,2,1,0
Victor Pálsson,ISL,"DF,MF",31,D.C. United,MLS,17.5,28,16,11,15,2,14,27,51.9,13,17,5,12,25,53,58,0
Victor Torp,DEN,MF,24,Coventry City,EFL,7.8,19,9,8,8,3,7,12,58.3,5,13,1,12,7,26,14,0
Victor Ulloa,USA,MF,30,Inter Miami,MLS,1.8,6,3,4,2,0,4,11,36.4,7,1,1,0,2,8,2,0
Victor Wanyama,KEN,MF,31,CF Montréal,MLS,19.9,31,16,13,17,1,9,31,29.0,22,12,2,10,23,54,24,1
Viktor Johansson,SWE,GK,24,Rotherham Utd,EFL,44.0,2,1,2,0,0,2,3,66.7,1,0,0,0,0,2,22,1
Vincent Manceau,FRA,DF,34,Guingamp,Ligue 2,6.6,12,10,7,3,2,5,12,41.7,7,11,4,7,7,19,14,0
Vincent Marchetti,FRA,MF,26,Ajaccio,Ligue 2,12.7,21,12,11,9,1,13,29,44.8,16,15,5,10,12,33,14,1
Vincent Marchetti,FRA,MF,26,Paris FC,Ligue 2,4.5,5,3,2,3,0,0,9,0.0,9,2,0,2,4,9,5,0
Vincent Pajot,FRA,MF,32,Annecy,Ligue 2,26.6,70,42,18,39,13,19,41,46.3,22,43,8,35,38,108,50,0
Vincent Vermeij,NED,FW,28,Düsseldorf,2. Bundesliga,20.4,7,6,1,4,2,3,11,27.3,8,13,4,9,3,10,36,0
Vincenzo Colangiuli,ITA,FW,18,Bari,Serie B,0.7,0,0,0,0,0,0,0,0.0,0,2,0,2,0,0,0,0
Vincenzo Millico,ITA,"MF,FW",22,Ascoli,Serie B,2.4,4,4,2,1,1,2,5,40.0,3,1,0,1,0,4,0,0
Vinicius Mello,BRA,FW,20,Charlotte,MLS,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
Virgiliu Postolachi,MDA,FW,23,Grenoble,Ligue 2,14.3,5,3,0,3,2,3,4,75.0,1,6,0,6,5,10,12,0
Visar Musliu,MKD,DF,28,Paderborn 07,2. Bundesliga,22.1,32,21,18,12,2,13,26,50.0,13,21,13,8,25,57,71,2
Vital N'Simba,COD,DF,30,Bordeaux,Ligue 2,22.4,54,34,24,24,6,23,41,56.1,18,21,5,16,28,82,35,1
Viti,ESP,"DF,MF",26,Oviedo,Segunda Division,37.0,60,37,35,18,7,34,56,60.7,22,34,6,28,36,96,37,0
Vitinho,BRA,"FW,MF",22,Atlético,Liga MX,18.0,24,15,8,14,2,14,35,40.0,21,12,1,11,6,30,3,0
Vittorio Agostinelli,ITA,FW,21,Calcio Lecco 1912,Serie B,0.3,2,1,1,1,0,1,2,50.0,1,1,0,1,0,2,0,0
Vittorio Parigini,ITA,"DF,MF",27,FeralpiSalò,Serie B,6.4,15,9,10,2,3,5,14,35.7,9,4,1,3,5,20,6,0
Vittorio Parigini,ITA,"FW,MF",27,Calcio Lecco 1912,Serie B,7.7,9,5,4,5,0,1,6,16.7,5,5,1,4,8,17,5,0
Vladimir Loroña,MEX,DF,24,UANL,Liga MX,1.1,4,3,0,1,3,3,5,60.0,2,1,0,1,2,6,3,0
Vladimir Loroña,MEX,"DF,MF",24,Santos,Liga MX,1.9,4,2,2,2,0,2,6,33.3,4,2,1,1,1,5,5,0
Václav Hladký,CZE,GK,32,Ipswich Town,EFL,46.0,2,2,2,0,0,2,4,50.0,2,0,0,0,1,3,27,5
Vénuste Baboula,CTA,MF,24,Quevilly-Rouen,Ligue 2,1.0,4,2,0,3,1,2,4,50.0,2,0,0,0,0,4,0,0
Víctor Arteaga,MEX,MF,19,Toluca,Liga MX,0.8,2,0,1,1,0,1,2,50.0,1,0,0,0,0,2,1,0
Víctor Barajas,MEX,MF,20,León,Liga MX,0.4,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,1,0
Víctor Camarasa,ESP,MF,30,Oviedo,Segunda Division,5.1,6,4,2,4,0,4,10,40.0,6,7,0,7,10,16,7,0
Víctor Campuzano,ESP,FW,27,Sporting Gijón,Segunda Division,9.6,9,6,1,5,3,5,8,62.5,3,5,1,4,0,9,5,0
Víctor Dávila,CHI,FW,25,León,Liga MX,2.8,1,1,0,1,0,1,3,33.3,2,4,0,4,0,1,1,0
Víctor García,ESP,"MF,DF",27,Alcorcón,Segunda Division,30.7,64,43,27,26,11,36,74,48.6,38,41,6,35,42,106,41,0
Víctor Guzmán,MEX,MF,28,Guadalajara,Liga MX,18.5,41,22,14,23,4,20,43,46.5,23,20,1,19,5,46,14,0
Víctor Guzmán,MEX,DF,21,Monterrey,Liga MX,25.9,39,23,29,9,1,18,20,90.0,2,29,15,14,44,83,76,2
Víctor Meseguer,ESP,"MF,FW",25,Valladolid,Segunda Division,23.7,36,18,13,15,8,15,31,48.4,16,33,3,30,18,54,23,0
Víctor Rofino,ESP,DF,21,Valladolid,Segunda Division,1.0,1,0,0,1,0,1,3,33.3,2,3,2,1,2,3,5,0
Víctor Ruiz,ESP,DF,35,Espanyol,Segunda Division,10.4,9,7,7,2,0,5,8,62.5,3,6,4,2,11,20,24,1
Víctor Ríos,MEX,MF,19,Atlas,Liga MX,3.3,16,10,10,5,1,8,14,57.1,6,10,5,5,6,22,16,0
Víctor Vázquez,ESP,"MF,FW",36,Toronto FC,MLS,2.7,3,2,2,1,0,0,0,0.0,0,1,1,0,2,5,2,1
Wahid Faghir,DEN,FW,20,Elversberg,2. Bundesliga,5.9,5,3,1,4,0,3,8,37.5,5,8,2,6,0,5,2,0
Waldo Madrid,MEX,"DF,FW",19,Necaxa,Liga MX,0.5,3,3,2,1,0,1,2,50.0,1,0,0,0,1,4,0,0
Waldo Rubio,ESP,"MF,FW",28,Tenerife,Segunda Division,15.3,11,8,3,5,3,6,22,27.3,16,10,0,10,4,15,17,0
Walker Zimmerman,USA,DF,29,Nashville,MLS,20.5,31,19,23,7,1,12,24,50.0,12,31,19,12,32,63,100,0
Waniss Taibi,FRA,MF,21,Rodez Aveyron,Ligue 2,26.4,72,42,26,37,9,22,54,40.7,32,26,5,21,29,101,17,0
Wanya Marcal-Madivadua,POR,FW,20,Leicester City,EFL,1.6,2,2,0,2,0,2,3,66.7,1,3,0,3,0,2,1,0
Warren Caddy,MAD,FW,26,Annecy,Ligue 2,6.8,5,5,2,2,1,3,4,75.0,1,0,0,0,0,5,2,0
Warren Caddy,MAD,MF,26,Paris FC,Ligue 2,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Wes Burns,WAL,FW,28,Ipswich Town,EFL,26.5,27,14,8,11,8,14,40,35.0,26,33,3,30,15,42,11,0
Wes Harding,JAM,DF,26,Millwall,EFL,21.2,29,17,10,19,0,18,25,72.0,7,24,13,11,32,61,67,0
Wesley Hoedt,NED,DF,29,Watford,EFL,44.0,89,61,67,18,4,62,83,74.7,21,62,36,26,77,166,204,3
Wesley Moraes,BRA,"FW,MF",26,Stoke City,EFL,7.4,2,2,0,1,1,1,1,100.0,0,3,0,3,2,4,10,0
Wikelman Carmona,VEN,"FW,MF",19,NY Red Bulls,MLS,7.4,8,6,3,2,3,3,15,20.0,12,2,0,2,3,11,3,0
Wil Trapp,USA,MF,30,Minnesota Utd,MLS,26.9,56,38,27,23,6,21,72,29.2,51,28,7,21,30,86,32,1
Wilder Cartagena,PER,MF,28,Orlando City,MLS,21.1,57,30,20,31,6,24,58,41.4,34,31,7,24,11,68,25,0
Wilfred Ndidi,NGA,MF,26,Leicester City,EFL,23.6,37,25,10,21,6,11,22,50.0,11,20,6,14,27,64,36,0
Wilfried Gnonto,ITA,"FW,MF",19,Leeds United,EFL,18.4,33,23,15,9,9,16,31,51.6,15,23,1,22,4,37,21,0
Wilitty Younoussa,CMR,MF,21,Rodez Aveyron,Ligue 2,19.3,48,29,17,23,8,27,50,54.0,23,20,1,19,20,68,4,1
Will Bruin,USA,FW,33,Austin,MLS,3.9,0,0,0,0,0,0,4,0.0,4,0,0,0,0,0,8,0
Will Keane,IRL,"FW,MF",30,Preston,EFL,29.0,26,18,7,15,4,10,21,47.6,11,22,5,17,10,36,23,0
Will Vaulks,WAL,MF,29,Sheffield Weds,EFL,26.2,82,48,43,35,4,44,100,44.0,56,43,8,35,51,133,49,1
Willer Ditta,COL,DF,26,Cruz Azul,Liga MX,27.3,39,30,26,11,2,16,33,48.5,17,31,14,17,23,62,71,1
William Agada,NGA,FW,23,Sporting KC,MLS,7.6,3,2,1,1,1,1,5,20.0,4,6,2,4,2,5,1,0
William Benard,FRA,MF,20,Stade Laval,Ligue 2,2.0,4,3,2,1,1,2,9,22.2,7,3,1,2,6,10,2,0
William Mikelbrencis,FRA,DF,19,Hamburger SV,2. Bundesliga,4.3,7,5,5,1,1,5,7,71.4,2,5,2,3,10,17,20,0
William Sands,USA,"DF,MF",22,Crew,MLS,5.4,11,9,4,4,3,7,11,63.6,4,8,3,5,4,15,5,0
William Smallbone,IRL,MF,23,Southampton,EFL,33.4,49,34,18,23,8,18,47,38.3,29,33,8,25,30,79,23,0
William Tesillo,COL,DF,33,León,Liga MX,20.8,35,18,23,10,2,17,33,51.5,16,14,7,7,21,56,64,0
William Yarbrough,USA,GK,33,Rapids,MLS,20.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,13,1
Wolo Touré,CIV,"FW,MF",19,Ajaccio,Ligue 2,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Wout Faes,BEL,DF,25,Leicester City,EFL,42.5,58,36,31,24,3,29,42,69.0,13,56,35,21,59,117,133,2
Wouter Burger,NED,MF,22,Stoke City,EFL,29.2,102,63,30,59,13,32,67,47.8,35,52,9,43,34,136,39,0
Woyo Coulibaly,FRA,DF,24,Parma,Serie B,20.9,38,26,20,12,6,18,25,72.0,7,15,4,11,27,65,42,0
Wyatt Omsberg,USA,DF,27,Fire,MLS,7.9,7,2,6,1,0,3,6,50.0,3,14,13,1,14,21,33,0
Wylan Cyprien,FRA,MF,28,Parma,Serie B,8.5,12,7,4,7,1,5,9,55.6,4,12,4,8,4,16,5,0
Xabier Etxeita,ESP,DF,36,Amorebieta,Segunda Division,25.3,35,18,26,8,1,27,39,69.2,12,19,12,7,22,57,128,0
Xande Silva,POR,FW,25,Atlanta Utd,MLS,7.1,4,0,0,2,2,1,6,16.7,5,1,0,1,4,8,7,0
Xavi Grande,ESP,DF,19,Levante,Segunda Division,6.8,12,6,8,4,0,9,12,75.0,3,12,4,8,4,16,11,0
Xavi Quintillà,ESP,DF,27,Alcorcón,Segunda Division,20.3,30,20,18,8,4,17,23,73.9,6,16,5,11,12,42,45,0
Xavier Amaechi,ENG,"MF,FW",22,Magdeburg,2. Bundesliga,7.8,8,5,3,5,0,3,10,30.0,7,6,0,6,3,11,4,0
Xavier Arreaga,ECU,"DF,MF",28,Seattle,MLS,3.9,6,6,4,2,0,3,4,75.0,1,2,1,1,1,7,6,0
Xavier Chavalerin,FRA,MF,32,Troyes,Ligue 2,30.2,42,32,21,18,3,13,34,38.2,21,29,8,21,29,71,48,0
Xavier Kouassi,CIV,DF,33,Pau FC,Ligue 2,23.5,27,16,18,8,1,12,17,70.6,5,27,13,14,35,62,93,0
Xavier Simons,ENG,"MF,FW",20,Hull City,EFL,0.2,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,1
Xherdan Shaqiri,SUI,MF,31,Fire,MLS,22.8,10,6,6,4,0,2,10,20.0,8,12,2,10,5,15,1,2
Yacine Bammou,MAR,"FW,MF",31,Ajaccio,Ligue 2,15.3,22,16,9,11,2,9,18,50.0,9,23,2,21,11,33,17,0
Yacine El Amri,FRA,"DF,MF",19,Valenciennes,Ligue 2,1.0,1,0,0,1,0,0,0,0.0,0,1,0,1,1,2,0,0
Yacine Qasmi,MAR,FW,33,Eibar,Segunda Division,0.8,1,1,1,0,0,0,1,0.0,1,3,0,3,0,1,1,0
Yacouba Barry,FRA,"MF,DF",20,Annecy,Ligue 2,18.0,44,30,15,22,7,23,51,45.1,28,23,3,20,22,66,23,0
Yael Mouanga,FRA,DF,18,Bordeaux,Ligue 2,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
Yahia Fofana,CIV,GK,22,Angers,Ligue 2,33.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,16,2
Yakou Méïte,CIV,FW,27,Cardiff City,EFL,23.9,22,18,4,11,7,7,15,46.7,8,12,2,10,6,28,22,0
Yamil Asad,ARG,"MF,FW",28,D.C. United,MLS,5.8,10,4,1,6,3,5,23,21.7,18,9,0,9,4,14,3,1
Yan Brice Eteki,CMR,MF,26,Alcorcón,Segunda Division,26.6,61,38,26,31,4,32,59,54.2,27,29,8,21,25,86,40,2
