player,nationality,position,age,club,league,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense
Nicolò Rovella,ITA,MF,22,Lazio,Serie A,14.6,22,1.5,16,2,1,0,1,2,4,0.27,4,0,0,0,0,0
Danilo Cataldi,ITA,MF,29,Lazio,Serie A,15.1,23,1.52,15,6,2,0,0,0,1,0.07,1,0,0,0,0,0
Gustav Isaksen,DEN,FW,23,Lazio,Serie A,11.9,41,3.44,31,1,3,3,3,0,4,0.34,2,0,0,1,1,0
Elseid Hysaj,ALB,DF,30,Lazio,Serie A,13.3,21,1.57,18,2,0,0,1,0,1,0.07,1,0,0,0,0,0
Matías Vecino,URU,MF,32,Lazio,Serie A,12.8,26,2.03,23,0,0,2,0,1,2,0.16,1,0,0,1,0,0
Luca Pellegrini,ITA,DF,25,Lazio,Serie A,8.7,14,1.61,6,1,3,1,3,0,1,0.11,0,0,0,0,1,0
Christos Mandas,GRE,GK,22,Lazio,Serie A,8.0,1,0.12,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Pedro,ESP,"FW,MF",36,Lazio,Serie A,9.1,27,2.97,21,1,3,0,2,0,1,0.11,1,0,0,0,0,0
Pietro Terracciano,ITA,GK,34,Fiorentina,Serie A,33.0,4,0.12,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Nikola Milenković,SRB,DF,26,Fiorentina,Serie A,27.9,23,0.82,18,1,0,2,2,0,1,0.04,1,0,0,0,0,0
Giacomo Bonaventura,ITA,MF,34,Fiorentina,Serie A,25.3,83,3.28,70,3,1,4,5,0,5,0.2,5,0,0,0,0,0
Cristiano Biraghi,ITA,DF,31,Fiorentina,Serie A,25.2,75,2.98,36,34,3,0,1,1,10,0.4,2,6,2,0,0,0
Lucas Martínez Quarta,ARG,DF,28,Fiorentina,Serie A,24.5,38,1.55,30,3,0,4,1,0,5,0.2,4,0,0,1,0,0
Arthur Melo,BRA,MF,27,Fiorentina,Serie A,22.1,72,3.27,59,6,2,0,2,3,11,0.5,8,0,1,0,1,1
Alfred Duncan,GHA,MF,31,Fiorentina,Serie A,20.1,60,2.98,44,11,2,2,0,1,10,0.5,6,2,0,2,0,0
Luca Ranieri,ITA,DF,25,Fiorentina,Serie A,21.9,22,1.0,19,1,0,2,0,0,2,0.09,1,1,0,0,0,0
Michael Kayode,ITA,DF,19,Fiorentina,Serie A,21.9,33,1.51,26,6,0,0,0,1,2,0.09,2,0,0,0,0,0
Nicolás González,ARG,FW,26,Fiorentina,Serie A,20.3,61,3.01,42,0,5,11,3,0,6,0.3,5,0,0,1,0,0
Lucas Beltrán,ARG,"FW,MF",23,Fiorentina,Serie A,18.0,54,3.01,39,0,2,6,6,1,9,0.5,5,0,1,2,1,0
Jonathan Ikone,FRA,FW,26,Fiorentina,Serie A,18.5,49,2.64,33,0,9,2,4,1,5,0.27,3,0,1,0,1,0
Rolando Mandragora,ITA,MF,26,Fiorentina,Serie A,17.6,35,1.98,23,6,3,3,0,0,8,0.45,5,1,1,1,0,0
Fabiano Parisi,ITA,DF,23,Fiorentina,Serie A,16.2,42,2.6,40,0,1,0,1,0,4,0.25,4,0,0,0,0,0
M'Bala Nzola,ANG,FW,27,Fiorentina,Serie A,17.2,42,2.43,32,0,2,4,3,1,5,0.29,2,0,1,2,0,0
Riccardo Sottil,ITA,FW,24,Fiorentina,Serie A,12.3,45,3.67,35,0,4,2,4,0,5,0.41,4,0,1,0,0,0
Christian Kouamé,CIV,FW,26,Fiorentina,Serie A,11.8,35,2.96,29,0,0,2,4,0,2,0.17,2,0,0,0,0,0
Andrea Belotti,ITA,FW,30,Fiorentina,Serie A,9.5,24,2.51,14,0,0,5,5,0,1,0.1,1,0,0,0,0,0
Antonín Barák,CZE,"MF,FW",29,Fiorentina,Serie A,8.9,30,3.35,23,0,1,5,0,1,3,0.34,3,0,0,0,0,0
Josip Brekalo,CRO,FW,25,Fiorentina,Serie A,7.2,19,2.62,15,2,1,0,1,0,3,0.41,2,0,0,0,1,0
Dodô,BRA,DF,25,Fiorentina,Serie A,5.8,15,2.59,13,1,1,0,0,0,0,0.0,0,0,0,0,0,0
Maxime Lopez,FRA,MF,26,Fiorentina,Serie A,7.9,17,2.16,13,2,0,1,0,1,1,0.13,0,1,0,0,0,0
Davide Faraoni,ITA,DF,32,Fiorentina,Serie A,4.3,8,1.85,7,0,0,1,0,0,1,0.23,1,0,0,0,0,0
Oliver Christensen,DEN,GK,25,Fiorentina,Serie A,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gaetano Castrovilli,ITA,"FW,MF",27,Fiorentina,Serie A,3.4,7,2.09,6,0,0,0,1,0,2,0.6,1,0,0,0,1,0
Gino Infantino,ARG,MF,21,Fiorentina,Serie A,0.9,3,3.25,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Yerry Mina,COL,"DF,MF",29,Fiorentina,Serie A,0.5,1,2.05,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Pietro Comuzzo,ITA,"DF,FW",19,Fiorentina,Serie A,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lorenzo Amatucci,ITA,MF,20,Fiorentina,Serie A,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Vanja Milinković-Savić,SRB,GK,27,Torino,Serie A,36.0,5,0.14,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Raoul Bellanova,ITA,DF,24,Torino,Serie A,33.8,96,2.83,74,4,7,4,6,1,9,0.27,9,0,0,0,0,0
Duván Zapata,COL,FW,33,Torino,Serie A,32.0,75,2.34,53,0,8,5,9,0,6,0.19,4,0,1,1,0,0
Ricardo Rodríguez,SUI,DF,31,Torino,Serie A,30.8,49,1.59,41,5,1,1,1,0,3,0.1,3,0,0,0,0,0
Nikola Vlašić,CRO,"MF,FW",26,Torino,Serie A,29.0,95,3.28,78,0,3,9,1,4,8,0.28,7,0,1,0,0,0
Alessandro Buongiorno,ITA,DF,24,Torino,Serie A,28.1,22,0.78,17,0,0,1,1,3,1,0.04,0,0,0,0,1,0
Samuele Ricci,ITA,MF,22,Torino,Serie A,26.6,68,2.56,50,8,2,4,4,0,7,0.26,3,0,1,2,1,0
Adrien Tameze,CMR,"DF,MF",30,Torino,Serie A,23.8,32,1.34,29,0,0,1,0,2,4,0.17,2,0,0,0,0,2
Ivan Ilić,SRB,MF,23,Torino,Serie A,23.3,73,3.13,39,26,1,6,1,0,5,0.21,4,1,0,0,0,0
Antonio Sanabria,PAR,"FW,MF",28,Torino,Serie A,23.7,38,1.6,29,0,1,7,1,0,3,0.13,2,0,0,1,0,0
Valentino Lazaro,AUT,"DF,MF",28,Torino,Serie A,22.2,58,2.62,36,18,2,1,1,0,5,0.23,4,1,0,0,0,0
Karol Linetty,POL,MF,29,Torino,Serie A,20.6,36,1.74,27,4,1,2,2,0,1,0.05,1,0,0,0,0,0
Mërgim Vojvoda,KVX,DF,29,Torino,Serie A,15.3,38,2.48,34,3,1,0,0,0,4,0.26,2,2,0,0,0,0
Adam Masina,MAR,DF,30,Torino,Serie A,11.4,10,0.88,8,0,0,0,0,2,0,0.0,0,0,0,0,0,0
Perr Schuurs,NED,DF,24,Torino,Serie A,8.6,2,0.23,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Koffi Djidji,CIV,DF,31,Torino,Serie A,8.4,4,0.47,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Pietro Pellegri,ITA,FW,23,Torino,Serie A,8.4,12,1.43,5,0,1,1,5,0,1,0.12,1,0,0,0,0,0
Matteo Lovato,ITA,DF,24,Torino,Serie A,6.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Demba Seck,SEN,MF,23,Torino,Serie A,4.7,9,1.9,7,0,0,1,1,0,1,0.21,1,0,0,0,0,0
Gvidas Gineitis,LTU,MF,20,Torino,Serie A,6.0,16,2.68,9,5,1,1,0,0,0,0.0,0,0,0,0,0,0
Nemanja Radonjić,SRB,"MF,FW",28,Torino,Serie A,4.2,9,2.17,5,0,2,2,0,0,1,0.24,0,0,1,0,0,0
David Okereke,NGA,"FW,MF",26,Torino,Serie A,2.8,3,1.07,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Saba Sazonov,GEO,DF,22,Torino,Serie A,4.0,2,0.51,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Luca Gemello,ITA,GK,23,Torino,Serie A,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Brandon Soppy,FRA,DF,22,Torino,Serie A,2.0,3,1.52,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0
Yann Karamoh,FRA,"MF,FW",25,Torino,Serie A,1.8,4,2.24,2,0,1,0,1,0,2,1.12,1,0,0,0,1,0
David Zima,CZE,DF,23,Torino,Serie A,1.0,1,0.99,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Zanos Savva,CYP,"DF,MF",18,Torino,Serie A,0.3,1,3.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alessandro Dellavalle,ITA,DF,20,Torino,Serie A,0.2,1,6.0,1,0,0,0,0,0,1,6.0,1,0,0,0,0,0
Simone Verdi,ITA,FW,31,Torino,Serie A,0.0,1,22.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Stanislav Lobotka,SVK,MF,29,Napoli,Serie A,36.5,88,2.41,77,1,4,1,4,1,4,0.11,4,0,0,0,0,0
Giovanni Di Lorenzo,ITA,DF,30,Napoli,Serie A,35.9,126,3.51,114,0,5,6,0,1,10,0.28,9,0,0,1,0,0
Andre-Frank Zambo Anguissa,CMR,MF,28,Napoli,Serie A,31.0,89,2.88,84,1,1,2,1,0,4,0.13,4,0,0,0,0,0
Khvicha Kvaratskhelia,GEO,FW,23,Napoli,Serie A,30.4,155,5.1,80,15,26,16,14,4,16,0.53,6,0,3,3,3,1
Alex Meret,ITA,GK,27,Napoli,Serie A,30.8,5,0.16,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Matteo Politano,ITA,FW,30,Napoli,Serie A,26.2,142,5.41,100,16,6,14,6,0,15,0.57,10,2,2,0,1,0
Amir Rrahmani,KVX,DF,30,Napoli,Serie A,28.9,43,1.49,34,0,1,4,1,3,5,0.17,5,0,0,0,0,0
Juan Jesus,BRA,DF,32,Napoli,Serie A,23.5,13,0.55,11,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Piotr Zieliński,POL,MF,30,Napoli,Serie A,21.4,91,4.26,60,21,4,5,1,0,8,0.37,4,1,0,2,1,0
Victor Osimhen,NGA,FW,25,Napoli,Serie A,22.0,54,2.45,29,0,4,14,7,0,8,0.36,5,0,1,1,1,0
Leo Skiri Østigård,NOR,DF,24,Napoli,Serie A,18.1,11,0.61,10,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Mathías Olivera,URU,DF,26,Napoli,Serie A,17.4,42,2.41,35,1,1,3,1,1,2,0.11,1,0,0,0,0,1
Giacomo Raspadori,ITA,"FW,MF",24,Napoli,Serie A,17.6,75,4.25,49,11,4,7,3,1,3,0.17,3,0,0,0,0,0
Mário Rui,POR,DF,33,Napoli,Serie A,13.4,41,3.06,25,13,0,0,3,0,2,0.15,2,0,0,0,0,0
Jens Cajuste,SWE,MF,24,Napoli,Serie A,11.3,37,3.28,31,0,4,1,0,1,5,0.44,4,0,0,0,0,1
Natan,BRA,DF,23,Napoli,Serie A,10.6,9,0.85,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Giovanni Simeone,ARG,FW,28,Napoli,Serie A,8.9,28,3.15,17,0,2,4,4,1,1,0.11,0,0,0,0,1,0
Pierluigi Gollini,ITA,GK,29,Napoli,Serie A,7.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Hamed Junior Traorè,CIV,MF,24,Napoli,Serie A,4.2,16,3.77,13,0,2,1,0,0,0,0.0,0,0,0,0,0,0
Pasquale Mazzocchi,ITA,DF,28,Napoli,Serie A,4.8,7,1.48,6,0,0,1,0,0,1,0.21,1,0,0,0,0,0
Elif Elmas,MKD,"FW,MF",24,Napoli,Serie A,3.8,9,2.4,7,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Jesper Lindstrøm,DEN,"FW,MF",24,Napoli,Serie A,4.8,24,5.01,17,3,3,1,0,0,0,0.0,0,0,0,0,0,0
Cyril Ngonge,BEL,FW,24,Napoli,Serie A,3.5,26,7.45,10,3,5,4,4,0,0,0.0,0,0,0,0,0,0
Gianluca Gaetano,ITA,MF,24,Napoli,Serie A,1.8,8,4.44,7,0,0,0,1,0,1,0.56,0,0,0,0,1,0
Alessio Zerbin,ITA,"FW,DF",25,Napoli,Serie A,1.7,5,3.0,4,0,0,0,1,0,1,0.6,0,0,0,0,1,0
Diego Demme,GER,MF,32,Napoli,Serie A,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alessandro Zanoli,ITA,"DF,FW",23,Napoli,Serie A,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Leander Dendoncker,BEL,MF,29,Napoli,Serie A,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nikita Contini Baranovsky,ITA,GK,28,Napoli,Serie A,0.2,1,5.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Josep Martinez,ESP,GK,26,Genoa,Serie A,36.0,3,0.08,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Morten Frendrup,DEN,MF,23,Genoa,Serie A,34.9,59,1.69,44,0,1,4,6,4,9,0.26,8,0,0,1,0,0
Albert Guðmundsson,ISL,"FW,MF",26,Genoa,Serie A,33.5,143,4.27,57,61,3,10,12,0,15,0.45,8,3,1,2,1,0
Johan Vásquez,MEX,DF,25,Genoa,Serie A,31.7,39,1.23,21,1,4,8,5,0,4,0.13,2,0,0,2,0,0
Milan Badelj,CRO,MF,35,Genoa,Serie A,28.2,57,2.02,51,1,1,2,2,0,13,0.46,11,0,1,1,0,0
Stefano Sabelli,ITA,DF,31,Genoa,Serie A,27.0,58,2.15,44,5,2,2,5,0,2,0.07,2,0,0,0,0,0
Mattia Bani,ITA,DF,30,Genoa,Serie A,25.6,7,0.27,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Koni De Winter,BEL,DF,21,Genoa,Serie A,26.4,24,0.91,20,1,0,2,0,1,3,0.11,1,0,0,2,0,0
Mateo Retegui,ITA,FW,25,Genoa,Serie A,24.6,29,1.18,16,0,4,6,3,0,4,0.16,3,0,1,0,0,0
Radu Drăgușin,ROU,DF,22,Genoa,Serie A,19.0,12,0.63,7,2,0,3,0,0,1,0.05,1,0,0,0,0,0
Ruslan Malinovskyi,UKR,MF,31,Genoa,Serie A,17.2,34,1.98,23,3,1,4,3,0,2,0.12,2,0,0,0,0,0
Aarón Martín,ESP,DF,27,Genoa,Serie A,15.3,33,2.16,20,12,1,0,0,0,2,0.13,2,0,0,0,0,0
Kevin Strootman,NED,MF,34,Genoa,Serie A,13.4,39,2.91,32,5,0,0,1,1,5,0.37,5,0,0,0,0,0
Alessandro Vogliacco,ITA,DF,25,Genoa,Serie A,13.0,23,1.77,19,3,0,0,1,0,3,0.23,2,0,0,0,1,0
Junior Messias,BRA,"MF,DF",33,Genoa,Serie A,11.7,42,3.59,26,4,2,4,6,0,5,0.43,3,0,0,1,1,0
Caleb Ekuban,GHA,FW,30,Genoa,Serie A,12.6,35,2.79,17,0,5,4,9,0,3,0.24,1,0,1,0,1,0
Morten Thorsby,NOR,MF,28,Genoa,Serie A,12.9,14,1.09,11,0,1,2,0,0,2,0.16,1,0,0,1,0,0
Djed Spence,ENG,DF,23,Genoa,Serie A,9.5,12,1.26,7,2,1,2,0,0,0,0.0,0,0,0,0,0,0
Ridgeciano Haps,SUR,DF,30,Genoa,Serie A,8.6,7,0.81,6,0,0,1,0,0,1,0.12,1,0,0,0,0,0
Vitinha,POR,"FW,MF",24,Genoa,Serie A,3.2,8,2.53,3,1,1,0,3,0,0,0.0,0,0,0,0,0,0
Nicola Leali,ITA,GK,31,Genoa,Serie A,2.0,1,0.51,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
George Pușcaș,ROU,FW,28,Genoa,Serie A,2.1,5,2.37,3,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Silvan Hefti,SUI,"MF,DF",26,Genoa,Serie A,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Giorgio Cittadini,ITA,DF,22,Genoa,Serie A,1.2,2,1.7,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0
Alan Matturro,URU,DF,19,Genoa,Serie A,1.2,2,1.7,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Davide Biraschi,ITA,DF,29,Genoa,Serie A,1.0,1,1.0,0,0,1,0,0,0,1,1.0,0,0,1,0,0,0
Berkan Kutlu,TUR,MF,26,Genoa,Serie A,2.2,8,3.64,4,3,0,1,0,0,0,0.0,0,0,0,0,0,0
David Akpan Ankeye,NGA,FW,22,Genoa,Serie A,0.6,1,1.58,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Emil Bohinen,NOR,MF,25,Genoa,Serie A,0.6,3,4.82,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Seydou Fini,ITA,"DF,FW",17,Genoa,Serie A,0.4,1,2.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Filip Jagiełło,POL,MF,26,Genoa,Serie A,0.4,1,2.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Pablo Galdames Millán,CHI,"MF,DF",27,Genoa,Serie A,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Daniele Sommariva,ITA,GK,26,Genoa,Serie A,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Christos Papadopoulos,GRE,FW,19,Genoa,Serie A,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Matteo Pessina,ITA,MF,27,Monza,Serie A,35.8,74,2.07,64,0,1,5,2,2,8,0.22,7,0,0,1,0,0
Andrea Colpani,ITA,"MF,FW",25,Monza,Serie A,29.5,120,4.06,79,20,8,5,7,1,10,0.34,8,0,2,0,0,0
Michele Di Gregorio,ITA,GK,26,Monza,Serie A,31.9,11,0.34,8,2,0,0,1,0,3,0.09,1,1,0,0,1,0
Pablo Marí,ESP,DF,30,Monza,Serie A,29.1,22,0.76,18,1,0,1,1,1,1,0.03,1,0,0,0,0,0
Roberto Gagliardini,ITA,"MF,DF",30,Monza,Serie A,26.2,51,1.94,45,2,0,1,3,0,3,0.11,3,0,0,0,0,0
Dany Mota,POR,"FW,MF",26,Monza,Serie A,22.8,71,3.12,49,14,0,2,6,0,8,0.35,5,0,0,0,3,0
Luca Caldirola,ITA,DF,33,Monza,Serie A,23.8,14,0.59,13,0,0,0,0,1,1,0.04,1,0,0,0,0,0
Samuele Birindelli,ITA,DF,24,Monza,Serie A,22.4,43,1.92,35,0,1,4,3,0,4,0.18,4,0,0,0,0,0
Giorgos Kyriakopoulos,GRE,DF,28,Monza,Serie A,19.0,49,2.58,36,9,1,2,1,0,3,0.16,1,2,0,0,0,0
Armando Izzo,ITA,DF,32,Monza,Serie A,18.3,18,0.98,15,1,0,2,0,0,1,0.05,1,0,0,0,0,0
Patrick Ciurria,ITA,"DF,MF",29,Monza,Serie A,17.8,53,2.98,43,4,2,2,1,1,3,0.17,2,0,0,1,0,0
Danilo D'Ambrosio,ITA,DF,35,Monza,Serie A,17.1,14,0.82,5,0,2,4,1,2,0,0.0,0,0,0,0,0,0
Andrea Carboni,ITA,DF,23,Monza,Serie A,16.5,17,1.03,16,0,0,0,0,1,1,0.06,1,0,0,0,0,0
Lorenzo Colombo,ITA,FW,22,Monza,Serie A,15.1,28,1.85,19,0,4,3,2,0,6,0.4,4,0,2,0,0,0
Warren Bondo,FRA,MF,20,Monza,Serie A,16.4,30,1.83,21,0,2,4,1,2,4,0.24,3,0,0,1,0,0
Milan Đurić,BIH,FW,34,Monza,Serie A,14.0,13,0.93,8,0,0,5,0,0,1,0.07,1,0,0,0,0,0
Valentin Carboni,ARG,"MF,FW",19,Monza,Serie A,13.0,42,3.23,36,2,1,1,0,2,4,0.31,3,0,0,1,0,0
Pedro Pereira,POR,DF,26,Monza,Serie A,9.3,26,2.78,24,0,1,1,0,0,2,0.21,2,0,0,0,0,0
Jean-Daniel Akpa-Akpro,CIV,MF,31,Monza,Serie A,7.8,5,0.64,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alessio Zerbin,ITA,"DF,FW",25,Monza,Serie A,7.6,29,3.82,19,1,2,4,3,0,2,0.26,2,0,0,0,0,0
Alessandro Sorrentino,ITA,GK,22,Monza,Serie A,6.1,1,0.16,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Gianluca Caprari,ITA,"MF,FW",30,Monza,Serie A,3.2,16,5.03,11,3,1,1,0,0,0,0.0,0,0,0,0,0,0
Samuele Vignato,ITA,"MF,FW",20,Monza,Serie A,3.8,11,2.89,7,2,1,1,0,0,0,0.0,0,0,0,0,0,0
Daniel Maldini,ITA,"MF,FW",22,Monza,Serie A,3.7,19,5.14,13,2,4,0,0,0,2,0.54,2,0,0,0,0,0
Pepín,EQG,"MF,FW",27,Monza,Serie A,2.7,7,2.64,5,0,0,1,1,0,0,0.0,0,0,0,0,0,0
Mirko Marić,CRO,FW,29,Monza,Serie A,3.2,7,2.2,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Papu Gómez,ARG,"MF,FW",36,Monza,Serie A,0.5,5,10.98,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Giulio Donati,ITA,DF,34,Monza,Serie A,0.4,4,10.0,4,0,0,0,0,0,1,2.5,1,0,0,0,0,0
Giorgio Cittadini,ITA,DF,22,Monza,Serie A,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Andrea Ferraris,ITA,MF,21,Monza,Serie A,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Davide Bettella,ITA,MF,24,Monza,Serie A,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lorenzo Montipò,ITA,GK,28,Hellas Verona,Serie A,37.0,8,0.22,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Michael Folorunsho,ITA,"MF,FW",26,Hellas Verona,Serie A,30.9,46,1.49,34,0,4,1,7,0,3,0.1,1,0,2,0,0,0
Ondrej Duda,SVK,MF,29,Hellas Verona,Serie A,27.3,93,3.41,53,27,2,3,5,3,9,0.33,5,2,0,0,1,1
Giangiacomo Magnani,ITA,DF,28,Hellas Verona,Serie A,27.2,22,0.81,19,0,1,0,1,1,6,0.22,5,0,0,0,0,1
Paweł Dawidowicz,POL,DF,29,Hellas Verona,Serie A,23.8,11,0.46,8,1,0,2,0,0,1,0.04,0,0,0,1,0,0
Tomáš Suslov,SVK,"MF,FW",21,Hellas Verona,Serie A,23.2,69,2.97,37,13,6,5,5,3,7,0.3,5,1,0,1,0,0
Darko Lazović,SRB,"FW,MF",33,Hellas Verona,Serie A,21.4,60,2.8,38,13,1,6,1,1,3,0.14,3,0,0,0,0,0
Jackson Tchatchoua,CMR,DF,22,Hellas Verona,Serie A,19.2,33,1.72,27,2,2,0,1,1,2,0.1,2,0,0,0,0,0
Suat Serdar,GER,MF,27,Hellas Verona,Serie A,18.4,32,1.73,25,1,3,1,0,2,4,0.22,2,1,1,0,0,0
Diego Coppola,ITA,DF,20,Hellas Verona,Serie A,18.2,8,0.44,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Juan David Cabal,COL,DF,23,Hellas Verona,Serie A,16.6,40,2.41,28,3,1,2,2,4,2,0.12,1,0,0,0,0,1
Cyril Ngonge,BEL,"FW,MF",24,Hellas Verona,Serie A,15.9,60,3.78,30,9,9,6,6,0,4,0.25,3,0,0,1,0,0
Tijjani Noslin,NED,"FW,MF",24,Hellas Verona,Serie A,14.9,55,3.7,47,0,2,2,4,0,7,0.47,5,0,1,0,1,0
Filippo Terracciano,ITA,DF,21,Hellas Verona,Serie A,14.4,36,2.5,20,9,3,3,1,0,4,0.28,2,1,0,1,0,0
Milan Đurić,BIH,FW,34,Hellas Verona,Serie A,13.4,33,2.47,25,0,0,5,2,1,4,0.3,1,0,0,0,2,1
Martin Hongla,CMR,MF,26,Hellas Verona,Serie A,12.0,19,1.58,18,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Josh Doig,SCO,DF,22,Hellas Verona,Serie A,9.2,9,0.98,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Federico Bonazzoli,ITA,"FW,MF",27,Hellas Verona,Serie A,11.3,26,2.3,22,0,0,4,0,0,3,0.27,3,0,0,0,0,0
Isak Hien,SWE,DF,25,Hellas Verona,Serie A,9.6,3,0.31,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Fabien Centonze,FRA,DF,28,Hellas Verona,Serie A,7.5,16,2.13,10,5,1,0,0,0,2,0.27,1,1,0,0,0,0
Davide Faraoni,ITA,DF,32,Hellas Verona,Serie A,6.7,21,3.13,14,5,0,0,1,1,2,0.3,2,0,0,0,0,0
Bruno Amione,ARG,DF,22,Hellas Verona,Serie A,6.4,3,0.47,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jordi Mboula,ESP,"FW,MF",25,Hellas Verona,Serie A,3.4,5,1.47,4,0,1,0,0,0,2,0.59,1,0,1,0,0,0
Stefan Mitrović,SRB,"FW,MF",21,Hellas Verona,Serie A,4.3,7,1.61,6,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Karol Świderski,POL,"FW,MF",27,Hellas Verona,Serie A,5.6,17,3.04,13,0,1,0,3,0,1,0.18,1,0,0,0,0,0
Daniel Bandeira,POR,MF,24,Hellas Verona,Serie A,5.0,12,2.42,11,1,0,0,0,0,1,0.2,1,0,0,0,0,0
Riccardo Saponara,ITA,"FW,MF",32,Hellas Verona,Serie A,3.8,7,1.84,6,0,0,0,1,0,1,0.26,1,0,0,0,0,0
Thomas Henry,FRA,FW,29,Hellas Verona,Serie A,3.7,6,1.61,4,0,0,2,0,0,0,0.0,0,0,0,0,0,0
Rúben Vinagre,POR,"DF,FW",25,Hellas Verona,Serie A,3.1,9,2.86,8,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Juan Cruz,ARG,"FW,MF",24,Hellas Verona,Serie A,1.2,3,2.48,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Reda Belahyane,FRA,MF,19,Hellas Verona,Serie A,1.0,2,2.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Simone Perilli,ITA,GK,29,Hellas Verona,Serie A,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Elayis Tavsan,NED,"MF,FW",23,Hellas Verona,Serie A,0.6,1,1.8,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Charlys,BRA,MF,20,Hellas Verona,Serie A,0.3,4,14.4,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Alphadjo Cissè,ITA,FW,17,Hellas Verona,Serie A,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Yayah Kallon,SLE,FW,22,Hellas Verona,Serie A,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Wladimiro Falcone,ITA,GK,29,Lecce,Serie A,38.0,2,0.05,0,1,0,0,1,0,1,0.03,0,0,0,0,1,0
