player,nationality,position,age,club,league,minutes_90s,touches,touches_dpa,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_apa,touches_live_ball,TO,TO_won,TO_won_pct,TO_tkld,TO_tkld_pct,carries,carries_dist,carries_prog_dist,prog_carries,carries_into_final_3rd,carries_into_pa,miscontrols,dispossesed,passes_rec,prog_passes_rec
Tatsuya Ito,JPN,"FW,MF",26,Magdeburg,2. Bundesliga,9.7,600,4,51,214,345,101,600,64,37,57.8,24,37.5,466,3452,1845,75,31,53,20,18,505,170
Taxiarchis Fountas,GRE,"FW,MF",27,D.C. United,MLS,12.2,449,4,16,197,242,52,448,26,15,57.7,6,23.1,286,1545,712,32,16,9,25,12,342,79
Taylan Bulut,GER,DF,17,Schalke 04,2. Bundesliga,0.0,8,0,4,3,1,0,8,0,0,0.0,0,0.0,6,18,5,0,0,0,0,0,5,0
Taylan Duman,GER,MF,26,Nürnberg,2. Bundesliga,8.5,488,14,91,251,153,20,488,22,6,27.3,12,54.5,254,1420,686,22,11,3,14,7,327,49
Taylor Gardner-Hickman,ENG,MF,21,West Brom,EFL,0.1,6,1,1,5,0,0,6,0,0,0.0,0,0.0,2,11,0,0,0,0,1,0,3,1
Taylor Gardner-Hickman,ENG,"MF,DF",21,Bristol City,EFL,24.5,1592,65,333,872,408,15,1592,47,24,51.1,20,42.6,819,4413,1875,36,28,3,28,22,959,38
Taylor Harwood-Bellis,ENG,DF,21,Southampton,EFL,38.9,4073,476,1768,2138,181,43,4073,7,5,71.4,2,28.6,2706,12946,7982,22,27,1,15,7,3255,10
Taylor Luvambo,COD,"MF,FW",24,Guingamp,Ligue 2,2.8,104,4,17,50,39,8,104,13,6,46.2,6,46.2,71,523,232,10,5,3,8,5,57,20
Taylor Moore,ENG,DF,26,Valenciennes,Ligue 2,15.2,1115,132,560,509,56,9,1115,3,1,33.3,2,66.7,798,4604,2444,9,8,0,5,1,736,11
Taylor Richards,ENG,"MF,FW",22,QPR,EFL,0.6,26,0,3,10,13,2,26,3,2,66.7,1,33.3,23,181,77,1,1,0,0,2,26,6
Taylor Washington,USA,"DF,MF",29,Nashville,MLS,5.4,314,19,106,130,81,7,314,2,0,0.0,1,50.0,164,749,396,11,6,1,5,2,185,18
Tayvon Gray,JAM,DF,20,NYCFC,MLS,22.7,1525,113,593,785,156,4,1525,23,12,52.2,7,30.4,811,4023,2246,32,20,2,12,6,952,32
Taïryk Arconte,FRA,FW,19,Rodez Aveyron,Ligue 2,11.9,247,0,8,82,163,59,247,18,4,22.2,13,72.2,185,1353,449,24,9,12,33,7,170,75
Teal Bunbury,USA,FW,32,Nashville,MLS,18.3,554,9,25,273,259,77,554,23,15,65.2,7,30.4,261,1105,420,19,8,13,31,13,422,113
Teemu Pukki,FIN,FW,32,Minnesota Utd,MLS,11.5,269,11,15,89,167,66,268,30,9,30.0,21,70.0,172,1069,450,17,9,10,20,13,181,64
Teenage Hadebe,ZIM,DF,27,Dynamo FC,MLS,11.5,773,143,491,270,13,6,773,2,2,100.0,0,0.0,465,1973,893,0,0,0,6,2,549,1
Tega Ikoba,USA,FW,19,Portland Timbers,MLS,1.0,33,0,0,14,19,6,33,0,0,0.0,0,0.0,22,72,43,2,1,1,5,4,27,4
Terrence Boyd,USA,FW,32,Kaiserslautern,2. Bundesliga,8.0,262,11,23,136,109,41,261,20,10,50.0,10,50.0,110,470,215,6,6,4,22,9,176,24
Tete Morente,ESP,"MF,DF",27,Elche,Segunda Division,36.0,1962,61,261,685,1038,129,1961,124,55,44.4,60,48.4,1160,7303,3815,128,73,33,65,22,1331,433
Teto,ESP,"MF,FW",22,Tenerife,Segunda Division,13.6,568,9,91,275,212,39,568,29,13,44.8,14,48.3,354,1759,613,13,10,6,43,27,385,73
Thanasis Androutsos,GRE,"DF,MF",26,Osnabrück,2. Bundesliga,8.0,539,25,139,292,112,10,539,14,7,50.0,6,42.9,328,1957,1023,17,11,1,15,8,349,31
Themi Antonoglou,CAN,"DF,MF",21,Toronto FC,MLS,5.3,278,18,93,122,68,3,278,7,3,42.9,4,57.1,159,724,341,6,6,1,1,2,165,25
Theo Mawene,ENG,FW,16,Preston,EFL,0.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,5,0,0,0,0,0,1,1,0
Theo Valls,FRA,MF,27,Grenoble,Ligue 2,22.1,1126,27,213,646,276,35,1126,39,24,61.5,11,28.2,850,4499,1789,22,30,2,28,12,775,90
Theodore Ku-Dipietro,USA,"FW,MF",21,D.C. United,MLS,13.0,516,1,52,210,264,72,516,72,38,52.8,32,44.4,330,2001,1030,38,22,17,25,9,359,77
Therence Koudou,FRA,DF,18,Pau FC,Ligue 2,11.4,736,49,226,326,197,8,736,11,8,72.7,3,27.3,478,2977,1260,24,29,0,19,3,414,65
Thiago,BRA,"FW,MF",22,NYCFC,MLS,1.5,65,3,10,38,19,3,65,5,4,80.0,1,20.0,46,231,42,1,1,1,7,7,49,12
Thiago Almada,ARG,MF,21,Atlanta Utd,MLS,30.3,2294,8,225,1155,958,76,2291,176,95,54.0,63,35.8,1629,10775,5135,131,131,26,70,63,1856,170
Thiago Martins,BRA,DF,27,NYCFC,MLS,24.3,1885,287,1116,758,17,12,1885,4,4,100.0,0,0.0,1140,6061,3505,14,1,0,10,2,1345,0
Thibault Campanini,FRA,DF,25,Ajaccio,Ligue 2,4.0,247,12,81,135,34,1,247,4,3,75.0,0,0.0,161,981,494,7,4,1,7,2,148,3
Thibault Delphis,FRA,DF,20,Annecy,Ligue 2,10.8,545,47,210,244,96,0,545,7,1,14.3,5,71.4,229,1187,489,4,11,0,4,0,184,11
Thibault Sinquin,FRA,"MF,DF",31,US Concarneau,Ligue 2,6.2,396,27,161,195,47,3,396,8,5,62.5,3,37.5,310,1877,866,7,4,0,2,5,274,7
Thibaut Vargas,FRA,"DF,MF",23,Stade Laval,Ligue 2,33.0,1937,69,402,813,747,38,1937,59,24,40.7,27,45.8,1174,7300,3121,74,57,4,50,11,1051,169
Thierno Balde,FRA,DF,21,Troyes,Ligue 2,6.7,463,27,148,232,90,14,463,25,12,48.0,12,48.0,342,2486,1204,27,16,7,15,3,315,25
Thijmen Goppel,NED,DF,26,Wehen,2. Bundesliga,24.4,1287,37,317,462,526,42,1287,67,26,38.8,37,55.2,661,5140,2461,88,61,20,54,22,691,145
Thomas Battistella,ITA,MF,22,Modena,Serie B,12.6,539,31,118,254,179,15,539,23,13,56.5,9,39.1,256,1770,875,22,23,1,35,23,285,44
Thomas Bloxham,IRL,FW,18,Blackburn,EFL,0.1,13,0,1,5,8,3,13,1,1,100.0,0,0.0,8,34,9,1,0,1,0,1,7,0
Thomas Callens,FRA,GK,24,Annecy,Ligue 2,4.5,144,115,144,0,0,0,144,0,0,0.0,0,0.0,72,517,234,0,0,0,0,0,45,0
Thomas Cannon,IRL,FW,20,Leicester City,EFL,4.8,138,3,10,67,63,24,138,7,1,14.3,4,57.1,66,338,142,6,1,1,8,5,101,31
Thomas Colléaux,FRA,"DF,FW",18,Pau FC,Ligue 2,2.2,125,3,27,71,28,4,125,5,2,40.0,1,20.0,81,452,233,4,5,0,1,5,77,8
Thomas Dähne,GER,GK,29,Holstein Kiel,2. Bundesliga,3.0,127,100,126,2,0,0,127,0,0,0.0,0,0.0,71,349,163,0,0,0,0,0,67,0
Thomas Goiginger,AUT,FW,30,Osnabrück,2. Bundesliga,2.0,89,1,13,38,41,8,89,15,6,40.0,9,60.0,48,307,164,3,0,1,1,4,60,10
Thomas Hasal,CAN,GK,23,Vancouver W'caps,MLS,1.0,45,37,45,0,0,0,45,0,0,0.0,0,0.0,24,131,77,0,0,0,0,0,21,0
Thomas Mangani,FRA,MF,36,Ajaccio,Ligue 2,32.5,2393,93,620,1507,289,7,2393,11,5,45.5,5,45.5,1651,8425,3372,16,32,0,25,17,1507,32
Thomas McNamara,USA,"MF,FW",31,NE Revolution,MLS,2.1,117,6,29,62,26,1,117,0,0,0.0,0,0.0,80,329,194,2,4,0,2,1,85,2
Thomas Monconduit,FRA,MF,32,Saint-Étienne,Ligue 2,14.5,896,29,153,609,144,6,896,19,4,21.1,14,73.7,641,3446,1647,16,30,0,11,14,599,26
Thomas Ouwejan,NED,"DF,MF",26,Schalke 04,2. Bundesliga,22.8,1268,47,298,478,500,37,1268,8,6,75.0,1,12.5,498,2433,1275,30,24,5,17,7,614,77
Thore Jacobsen,GER,MF,26,Elversberg,2. Bundesliga,18.1,1183,57,352,684,165,8,1181,26,12,46.2,12,46.2,670,3727,1672,15,11,0,28,20,749,18
Théo De Percin,MTQ,GK,22,Auxerre,Ligue 2,1.0,24,20,24,0,0,0,24,0,0,0.0,0,0.0,18,76,13,0,0,0,0,0,16,0
Théo Pellenard,FRA,DF,29,Auxerre,Ligue 2,31.9,2482,233,1268,1159,67,19,2482,9,6,66.7,3,33.3,1925,11843,5878,30,18,2,22,5,1798,3
Théo Pionnier,FRA,DF,21,Quevilly-Rouen,Ligue 2,0.8,47,3,13,21,13,0,47,2,1,50.0,1,50.0,21,97,40,0,0,0,1,0,18,2
Tiago Casasola,ARG,"DF,FW",27,Ternana,Serie B,31.9,1681,90,376,725,607,79,1681,40,14,35.0,20,50.0,913,4954,2636,95,61,18,33,29,1003,186
Tiago Geralnik,ARG,"MF,FW",21,Villarreal B,Segunda Division,7.2,465,7,63,294,110,11,465,13,4,30.8,8,61.5,292,1389,518,9,12,4,12,5,339,23
Tiago Volpi,BRA,GK,32,Toluca,Liga MX,34.0,1361,1150,1330,22,11,11,1350,3,2,66.7,1,33.3,760,3629,2049,0,1,0,0,0,657,0
Tidiam Gomis,FRA,"MF,FW",16,Caen,Ligue 2,4.7,229,2,33,86,118,26,229,30,9,30.0,18,60.0,167,1347,663,22,17,5,12,3,158,49
Tidiane Keita,GUI,MF,26,Dunkerque,Ligue 2,10.9,529,17,117,318,104,13,529,17,6,35.3,9,52.9,381,2215,902,8,7,1,22,12,323,25
Tidyane Diagouraga,FRA,MF,20,Valenciennes,Ligue 2,1.5,75,2,12,43,21,3,75,1,1,100.0,0,0.0,50,238,90,2,1,1,2,1,45,3
Till Cissokho,FRA,DF,23,Quevilly-Rouen,Ligue 2,36.6,1977,220,929,993,75,31,1977,30,23,76.7,5,16.7,1303,8378,4608,28,20,4,21,5,1116,8
Tim Boss,GER,GK,30,Elversberg,2. Bundesliga,1.0,57,45,57,0,0,0,57,0,0,0.0,0,0.0,27,132,87,0,0,0,0,0,36,0
Tim Handwerker,GER,"DF,MF",25,Nürnberg,2. Bundesliga,7.7,467,27,173,199,99,11,466,10,6,60.0,4,40.0,193,930,441,7,8,0,9,1,231,17
Tim Hoffmann,GER,DF,18,Hertha BSC,2. Bundesliga,0.3,9,4,8,1,0,0,9,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,2,0
Tim Jabol,FRA,MF,23,Ajaccio,Ligue 2,31.5,1589,68,315,1015,298,45,1589,129,61,47.3,57,44.2,1129,7777,3524,66,46,5,67,38,1004,67
Tim Leibold,GER,DF,29,Sporting KC,MLS,9.7,663,20,130,314,226,14,663,18,12,66.7,6,33.3,406,2457,1468,35,39,2,6,4,446,68
Tim Lemperle,GER,"FW,DF",21,Greuther Fürth,2. Bundesliga,26.2,1014,23,89,407,532,119,1013,79,31,39.2,41,51.9,575,3579,1796,73,40,27,61,29,706,219
Tim Melia,USA,GK,36,Sporting KC,MLS,15.8,527,426,519,8,0,0,527,0,0,0.0,0,0.0,267,1305,733,0,0,0,0,0,223,0
Tim Oberdorf,GER,DF,26,Düsseldorf,2. Bundesliga,14.9,1174,116,520,559,101,20,1174,14,5,35.7,9,64.3,682,3737,2192,22,18,0,14,4,828,31
Tim Parker,USA,DF,29,St. Louis,MLS,28.5,1466,221,845,582,47,22,1466,6,4,66.7,2,33.3,685,3270,1568,4,6,0,9,4,766,3
Tim Rossmann,GER,FW,19,Karlsruher,2. Bundesliga,1.3,56,2,8,8,40,8,56,5,2,40.0,3,60.0,32,166,69,4,3,0,4,2,35,11
Timmy Tillman,GER,MF,24,LAFC,MLS,18.3,1020,28,150,579,305,31,1020,61,31,50.8,25,41.0,646,3164,1525,32,27,8,25,21,701,59
Timo Baumgartl,GER,DF,27,Schalke 04,2. Bundesliga,10.4,757,77,382,347,33,8,757,4,0,0.0,1,25.0,388,1849,1061,7,2,0,8,2,488,7
Timo Becker,GER,"DF,MF",26,Holstein Kiel,2. Bundesliga,25.3,1406,111,588,606,222,58,1405,31,11,35.5,19,61.3,681,4081,1905,28,13,4,20,12,770,68
Timo Beermann,GER,DF,32,Osnabrück,2. Bundesliga,5.1,350,40,196,144,12,4,350,2,0,0.0,1,50.0,203,1140,635,0,1,0,0,0,237,1
Timon Weiner,GER,GK,24,Holstein Kiel,2. Bundesliga,30.0,1301,1105,1288,13,0,0,1301,0,0,0.0,0,0.0,740,3271,1647,0,0,0,0,0,698,0
Timothee Pembele,FRA,"MF,DF",20,Sunderland,EFL,3.2,142,7,31,55,57,2,142,14,4,28.6,10,71.4,79,423,150,6,1,0,6,5,88,21
Timothée Kolodziejczak,FRA,DF,31,Paris FC,Ligue 2,9.5,829,96,427,391,12,8,829,1,1,100.0,0,0.0,672,4169,2312,7,0,0,3,1,636,2
Tino Casali,AUT,GK,27,Braunschweig,2. Bundesliga,1.0,32,24,29,3,0,0,32,0,0,0.0,0,0.0,21,82,60,0,0,0,0,0,13,0
Tino Costa,ARG,MF,38,Pau FC,Ligue 2,0.5,50,1,9,33,8,0,50,0,0,0.0,0,0.0,38,184,59,0,0,0,1,0,37,3
Tio Cipot,SVN,"FW,MF",20,Spezia,Serie B,2.3,104,0,14,35,56,6,104,10,3,30.0,7,70.0,65,463,168,6,4,1,11,3,65,24
Titouan Thomas,FRA,MF,21,Stade Laval,Ligue 2,11.9,639,37,154,420,76,13,639,16,8,50.0,6,37.5,437,2555,1044,14,11,2,16,3,383,5
Tjark Ernst,GER,GK,20,Hertha BSC,2. Bundesliga,27.0,1094,952,1084,10,0,0,1094,1,1,100.0,0,0.0,663,2958,1684,0,0,0,1,0,618,0
Tjark Scheller,GER,"FW,MF",21,St. Pauli,2. Bundesliga,0.0,1,0,0,1,1,0,1,2,2,100.0,0,0.0,1,3,0,0,0,0,0,0,0,0
Tjaš Begić,SVN,"MF,FW",20,Parma,Serie B,2.8,126,4,23,45,60,7,126,8,7,87.5,1,12.5,78,473,264,10,6,4,8,6,79,18
Tobias Mohr,GER,"MF,DF",27,Schalke 04,2. Bundesliga,11.6,722,26,136,326,265,17,722,20,8,40.0,10,50.0,367,1849,955,24,23,4,17,13,429,56
Tobias Müller,GER,DF,29,Paderborn 07,2. Bundesliga,7.4,564,92,368,187,10,6,564,0,0,0.0,0,0.0,352,1710,802,2,0,0,2,0,402,1
Tobias Müller,GER,DF,29,Magdeburg,2. Bundesliga,14.1,1135,84,454,648,36,7,1135,4,2,50.0,2,50.0,749,4455,2395,17,10,1,9,3,830,4
Tobias Raschl,GER,MF,23,Kaiserslautern,2. Bundesliga,22.5,1195,28,227,625,355,42,1195,51,22,43.1,28,54.9,626,3283,1492,44,31,15,32,27,748,46
Tobías Reinhart,ARG,MF,23,Reggiana,Serie B,0.4,40,0,8,21,12,0,40,0,0,0.0,0,0.0,23,137,78,2,3,0,0,1,30,3
Tolaji Bola,ENG,"MF,DF",24,Rotherham Utd,EFL,0.3,10,1,3,6,1,0,10,0,0,0.0,0,0.0,7,34,17,0,0,0,0,1,7,1
Tom Barlow,USA,FW,27,NY Red Bulls,MLS,20.5,582,14,47,241,295,73,582,19,7,36.8,12,63.2,306,1261,533,19,9,8,47,17,415,102
Tom Bradshaw,WAL,FW,31,Millwall,EFL,22.3,501,24,42,208,253,90,501,16,2,12.5,13,81.3,234,1127,287,12,4,7,48,17,345,100
Tom Dele-Bashiru,NGA,"MF,DF",23,Watford,EFL,25.1,1275,57,321,698,273,15,1274,43,21,48.8,15,34.9,663,3717,1748,30,31,3,33,23,794,38
Tom Ducrocq,FRA,MF,23,Bastia,Ligue 2,32.6,1800,71,423,1104,290,13,1800,21,14,66.7,6,28.6,1142,6008,2439,14,27,4,20,16,977,33
Tom Eaves,ENG,FW,31,Rotherham Utd,EFL,11.8,329,30,40,126,163,51,328,6,2,33.3,4,66.7,157,643,140,8,5,3,37,14,239,59
Tom Edwards,ENG,DF,24,Huddersfield,EFL,7.5,455,37,142,223,94,2,455,3,1,33.3,2,66.7,178,700,383,6,3,0,5,3,205,14
Tom Fellows,ENG,"FW,MF",20,West Brom,EFL,16.6,623,12,60,214,357,60,623,54,24,44.4,22,40.7,439,3616,1833,85,22,27,49,26,501,170
Tom Glover,AUS,GK,25,Middlesbrough,EFL,11.0,469,357,457,13,0,0,469,1,1,100.0,0,0.0,282,1315,930,0,0,0,0,0,250,0
Tom Gomes,FRA,DF,19,Pau FC,Ligue 2,0.1,4,0,0,2,2,2,4,1,1,100.0,0,0.0,4,32,9,1,0,1,0,0,3,0
Tom Ince,ENG,"FW,MF",31,Watford,EFL,9.4,412,7,56,168,191,23,412,12,2,16.7,10,83.3,263,1521,547,19,17,8,19,7,281,60
Tom Iorpenda,ENG,MF,18,Huddersfield,EFL,0.6,22,0,3,13,6,1,22,1,1,100.0,0,0.0,20,95,19,1,2,0,1,1,19,5
Tom Lebeau,FRA,MF,25,US Concarneau,Ligue 2,1.0,125,1,15,80,30,4,124,3,0,0.0,3,100.0,98,643,316,3,4,0,2,1,87,1
Tom Lees,ENG,DF,32,Huddersfield,EFL,28.0,1384,187,684,627,80,42,1384,3,2,66.7,0,0.0,620,2810,1536,13,4,0,7,1,705,2
Tom Meynadier,FRA,"DF,MF",23,Bastia,Ligue 2,7.8,425,30,142,203,85,4,425,24,6,25.0,16,66.7,223,1470,681,13,13,0,14,6,187,25
Tom Rothe,GER,"DF,MF",18,Holstein Kiel,2. Bundesliga,29.7,1754,90,552,713,504,90,1754,57,24,42.1,30,52.6,860,5097,2646,71,53,17,58,31,1034,181
Tom Watson,ENG,FW,17,Sunderland,EFL,0.0,6,0,1,2,3,0,6,0,0,0.0,0,0.0,2,31,17,2,0,0,0,0,3,1
Tom van de Looi,NED,MF,24,Brescia,Serie B,17.4,1150,42,248,700,210,7,1150,12,5,41.7,7,58.3,571,3158,1491,22,25,0,13,8,669,19
Tomas Romero,SLV,GK,22,Toronto FC,MLS,6.0,210,186,209,1,0,0,210,1,1,100.0,0,0.0,102,539,293,0,0,0,1,0,71,0
Tomeu Nadal,ESP,GK,35,Tenerife,Segunda Division,2.8,85,71,85,0,0,0,85,0,0,0.0,0,0.0,35,225,185,0,0,0,0,0,24,0
Tommaso Arrigoni,ITA,"MF,FW",29,Como,Serie B,0.3,30,1,7,13,10,0,30,2,1,50.0,1,50.0,16,56,20,1,0,0,0,0,20,1
Tommaso Arrigoni,ITA,MF,29,Südtirol,Serie B,16.5,1092,30,226,686,191,7,1092,9,3,33.3,5,55.6,601,2244,959,9,20,1,14,4,758,20
Tommaso Barbieri,ITA,DF,20,Pisa,Serie B,22.9,1430,49,395,604,452,51,1430,53,16,30.2,29,54.7,715,4297,2177,56,41,9,48,16,817,120
Tommaso Biasci,ITA,"FW,MF",28,Catanzaro,Serie B,23.1,722,13,94,363,273,81,721,29,13,44.8,11,37.9,453,2178,993,34,21,8,66,23,578,128
Tommaso Cassandro,ITA,"DF,MF",23,Como,Serie B,9.8,525,28,145,201,184,10,525,10,4,40.0,5,50.0,273,1310,632,14,15,1,13,5,297,55
Tommaso D'Orazio,ITA,DF,33,Cosenza,Serie B,19.0,1064,67,337,494,247,26,1064,24,11,45.8,12,50.0,486,2254,978,20,22,1,34,13,536,50
Tommaso Fumagalli,ITA,"MF,FW",23,Como,Serie B,1.0,45,2,6,14,25,5,45,4,0,0.0,4,100.0,26,88,10,1,1,1,2,3,30,6
Tommaso Milanese,ITA,"MF,FW",21,Ascoli,Serie B,6.2,235,4,41,111,90,16,235,16,7,43.8,9,56.3,120,812,438,15,6,6,18,8,118,17
Tommaso Silvestri,ITA,DF,31,Modena,Serie B,0.0,1,0,1,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
Tommaso Vitali,ITA,GK,23,Ternana,Serie B,6.0,219,165,218,1,0,0,219,1,1,100.0,0,0.0,100,693,342,0,0,0,0,0,67,0
Tommy Conway,SCO,FW,20,Bristol City,EFL,25.4,595,12,35,242,324,100,590,30,12,40.0,15,50.0,305,1859,705,29,10,20,45,15,366,132
Tommy Maistrello,ITA,FW,30,Cittadella,Serie B,10.7,463,11,30,214,222,73,463,12,3,25.0,7,58.3,220,831,167,6,7,2,51,15,344,49
Tommy Simkin,ENG,GK,18,Stoke City,EFL,1.0,31,23,31,0,0,0,31,0,0,0.0,0,0.0,16,84,42,0,0,0,0,0,8,0
Tommy Smith,ENG,DF,31,Middlesbrough,EFL,4.3,325,14,90,177,60,3,325,0,0,0.0,0,0.0,164,636,302,8,4,0,3,2,189,9
Tommy Thompson,USA,"MF,DF",27,SJ Earthquakes,MLS,3.9,228,15,61,86,82,20,228,9,6,66.7,2,22.2,114,482,176,6,3,2,8,6,139,23
Tomás Alarcón,CHI,MF,25,Cartagena,Segunda Division,26.5,1264,58,311,720,248,15,1264,13,7,53.8,5,38.5,691,3501,1532,24,27,1,22,19,765,57
Tomás Avilés,ARG,DF,18,Inter Miami,MLS,9.7,675,55,328,325,26,8,675,5,2,40.0,2,40.0,380,1731,813,4,4,0,8,1,476,3
Tomás Belmonte,ARG,MF,25,Toluca,Liga MX,15.6,1102,45,238,743,134,28,1102,13,6,46.2,7,53.8,592,2287,982,10,5,3,17,11,736,17
Tomás Chancalay,ARG,"FW,MF",24,NE Revolution,MLS,9.5,482,8,44,232,215,30,482,42,26,61.9,11,26.2,339,2378,1149,36,23,5,32,10,358,73
Tomás Esteves,POR,"DF,MF",21,Pisa,Serie B,24.7,1624,47,347,829,474,41,1624,81,48,59.3,31,38.3,918,5849,2632,64,46,21,30,25,1068,84
Tomás Mejías,ESP,GK,35,Cartagena,Segunda Division,2.0,71,56,70,1,0,0,71,0,0,0.0,0,0.0,41,182,78,0,0,0,0,0,32,0
Tomáš Kalas,CZE,DF,30,Schalke 04,2. Bundesliga,23.4,1500,146,780,647,81,19,1500,9,7,77.8,2,22.2,703,3066,1382,9,6,0,5,2,867,5
Tomáš Ostrák,CZE,"MF,FW",22,St. Louis,MLS,12.8,530,8,64,242,238,31,530,46,27,58.7,16,34.8,309,1883,771,29,25,10,29,26,357,79
Tomáš Vaclík,CZE,GK,35,Albacete,Segunda Division,12.0,352,319,350,2,0,0,352,0,0,0.0,0,0.0,133,722,492,0,0,0,1,0,82,0
Toni Datković,CRO,DF,30,Cartagena,Segunda Division,1.0,63,9,30,31,2,2,63,0,0,0.0,0,0.0,35,180,90,1,0,0,0,0,41,0
Toni Datković,CRO,DF,30,Albacete,Segunda Division,3.6,127,13,69,51,8,5,127,0,0,0.0,0,0.0,36,143,25,0,0,0,2,0,52,0
Toni Leistner,GER,DF,32,Hertha BSC,2. Bundesliga,22.4,1472,237,870,567,42,23,1472,2,2,100.0,0,0.0,801,4072,2165,8,5,1,8,1,905,2
Toni Moya,ESP,MF,26,Zaragoza,Segunda Division,28.5,1921,39,306,1139,507,19,1921,36,26,72.2,10,27.8,948,4753,2195,40,36,3,32,17,1188,59
Tony Abad,ESP,DF,27,Eldense,Segunda Division,31.8,2180,84,469,1012,721,39,2180,41,15,36.6,25,61.0,918,3775,1582,38,33,4,28,15,1129,179
Tony Alfaro,USA,DF,29,LA Galaxy,MLS,4.2,274,57,169,105,1,0,274,0,0,0.0,0,0.0,165,733,392,1,0,0,2,0,171,1
Tony Alfaro,USA,DF,29,NYCFC,MLS,4.2,251,14,75,159,18,4,251,0,0,0.0,0,0.0,132,640,362,6,3,0,0,0,174,5
Tony Rölke,GER,MF,20,Hertha BSC,2. Bundesliga,0.3,24,0,9,8,7,1,24,1,0,0.0,1,100.0,10,69,31,1,0,0,0,0,14,0
Tony Springett,IRL,"FW,MF",20,Norwich City,EFL,2.4,98,3,18,46,37,6,98,11,3,27.3,6,54.5,63,460,234,11,3,3,5,4,62,16
Tony Strata,FRA,DF,18,Ajaccio,Ligue 2,13.9,931,38,275,543,125,1,931,25,9,36.0,13,52.0,582,4145,2077,22,31,1,11,3,513,17
Trai Hume,NIR,DF,21,Sunderland,EFL,45.2,3491,155,1104,1731,688,50,3491,53,23,43.4,26,49.1,1738,7905,3716,78,58,6,43,20,2118,145
Tristan Blackmon,USA,DF,26,Vancouver W'caps,MLS,28.0,1871,221,1004,809,69,38,1871,16,7,43.8,7,43.8,1098,5268,3045,18,13,0,13,6,1300,3
Tristan Muyumba,FRA,MF,25,Atlanta Utd,MLS,9.1,603,13,133,347,135,15,603,15,9,60.0,5,33.3,373,1759,671,9,12,0,12,4,455,17
Tsiki Ntsabeleng,RSA,"MF,FW",24,FC Dallas,MLS,3.9,217,7,38,109,72,8,217,8,2,25.0,4,50.0,136,734,371,6,4,1,9,8,159,26
Tuomas Ollila,FIN,"DF,FW",23,Paris FC,Ligue 2,3.4,219,2,41,112,67,7,219,2,1,50.0,1,50.0,156,1012,471,12,7,3,4,0,142,27
Tyler Blackett,ENG,DF,29,Rotherham Utd,EFL,10.0,449,69,210,217,27,5,449,3,2,66.7,0,0.0,188,1086,424,8,2,0,6,4,192,2
Tyler Boyd,USA,"FW,MF",28,LA Galaxy,MLS,25.8,1134,21,142,396,613,112,1134,85,42,49.4,38,44.7,809,5472,2619,104,64,37,67,49,874,261
Tyler Dibling,ENG,FW,17,Southampton,EFL,0.0,9,0,0,4,7,1,9,2,1,50.0,1,50.0,5,48,30,1,1,1,0,0,5,2
Tyler Miller,USA,GK,29,D.C. United,MLS,24.5,1259,733,1191,69,0,0,1259,4,3,75.0,0,0.0,733,3760,2275,0,1,1,2,0,677,0
Tyler Morton,ENG,MF,20,Hull City,EFL,33.0,2348,105,575,1216,573,49,2348,46,24,52.2,20,43.5,1309,5114,2322,36,33,11,33,20,1666,86
Tyler Roberts,WAL,"FW,MF",24,Birmingham City,EFL,8.1,337,7,46,162,133,28,337,17,7,41.2,8,47.1,209,1321,528,19,13,6,23,15,237,41
Tyler Wolff,USA,"FW,MF",19,Atlanta Utd,MLS,7.2,283,3,47,132,109,29,283,20,9,45.0,9,45.0,175,794,391,14,4,6,19,7,184,43
Tymoteusz Puchacz,POL,DF,24,Kaiserslautern,2. Bundesliga,28.9,1643,52,401,641,630,37,1643,128,58,45.3,59,46.1,732,5760,2852,90,76,14,51,38,837,144
Tyreeq Bakinson,ENG,MF,24,Sheffield Weds,EFL,3.2,111,18,40,50,23,1,111,3,0,0.0,3,100.0,57,403,203,4,5,1,7,2,52,5
Tyreik Wright,IRL,FW,21,Plymouth Argyle,EFL,1.0,49,2,13,23,13,1,49,3,2,66.7,1,33.3,34,250,89,2,3,0,0,4,35,6
Tyrell Sellars-Fleming,ENG,FW,18,Hull City,EFL,0.0,2,0,0,1,1,0,2,0,0,0.0,0,0.0,1,6,0,0,0,0,1,2,1,0
Tyrese Campbell,ENG,FW,23,Stoke City,EFL,13.3,437,17,37,144,259,80,437,23,12,52.2,10,43.5,244,1531,814,37,14,19,17,14,310,101
Tyrhys Dolan,ENG,"FW,MF",21,Blackburn,EFL,25.8,1254,19,158,509,614,86,1254,87,35,40.2,45,51.7,816,4607,2024,74,40,33,59,41,944,179
Ugo Bonnet,FRA,"MF,FW",29,Guingamp,Ligue 2,1.0,34,0,3,20,13,6,34,2,1,50.0,1,50.0,24,211,82,3,1,1,2,0,24,8
Ugo Bonnet,FRA,FW,29,Valenciennes,Ligue 2,7.5,221,8,24,101,97,31,221,14,6,42.9,8,57.1,153,830,175,3,2,3,23,12,165,53
