player,nationality,position,age,club,league,minutes_90s,goals,shots,SOTs,SOTs_pct,shots_per90,SOT_per90,goals_per_shot,goals_per_SOT,avg_shot_dist,shots_fk,pens_scored,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net
Luke Thomas,ENG,DF,22,Sheffield Utd,Premier League,10.2,0,6,1,16.7,0.59,0.1,0.0,0.0,15.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5
William Osula,DEN,FW,19,Sheffield Utd,Premier League,8.7,0,21,8,38.1,2.4,0.92,0.0,0.0,14.4,0,0,0,1.6,1.6,0.08,-1.6,-1.6
Ivo Grbić,CRO,GK,27,Sheffield Utd,Premier League,8.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mason Holgate,ENG,DF,26,Sheffield Utd,Premier League,7.9,0,3,0,0.0,0.38,0.0,0.0,0.0,6.5,0,0,0,0.6,0.6,0.22,-0.6,-0.6
Yasser Larouci,ALG,DF,22,Sheffield Utd,Premier League,5.9,0,6,1,16.7,1.02,0.17,0.0,0.0,19.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
John Egan,IRL,DF,30,Sheffield Utd,Premier League,5.4,0,3,1,33.3,0.56,0.19,0.0,0.0,10.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Max Lowe,ENG,"DF,MF",26,Sheffield Utd,Premier League,5.6,0,2,0,0.0,0.36,0.0,0.0,0.0,10.4,0,0,0,0.6,0.6,0.29,-0.6,-0.6
Anis Ben Slimane,TUN,MF,22,Sheffield Utd,Premier League,4.7,0,8,3,37.5,1.72,0.64,0.0,0.0,18.2,0,0,0,0.8,0.8,0.1,-0.8,-0.8
Bénie Adama Traore,CIV,"FW,MF",20,Sheffield Utd,Premier League,4.3,0,1,1,100.0,0.23,0.23,0.0,0.0,15.3,0,0,0,0.3,0.3,0.27,-0.3,-0.3
Rhian Brewster,ENG,"FW,MF",23,Sheffield Utd,Premier League,3.8,0,7,3,42.9,1.82,0.78,0.0,0.0,23.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Chris Basham,ENG,"DF,MF",35,Sheffield Utd,Premier League,3.6,0,2,0,0.0,0.56,0.0,0.0,0.0,10.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Tom Davies,ENG,MF,25,Sheffield Utd,Premier League,2.5,0,4,1,25.0,1.63,0.41,0.0,0.0,15.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Rhys Norrington-Davies,WAL,DF,24,Sheffield Utd,Premier League,1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
John Fleck,SCO,"MF,DF",31,Sheffield Utd,Premier League,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Sam Curtis,IRL,DF,17,Sheffield Utd,Premier League,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Daniel Jebbison,ENG,FW,19,Sheffield Utd,Premier League,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Antwoine Hackford,ENG,FW,19,Sheffield Utd,Premier League,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Sydie Peck,ENG,MF,18,Sheffield Utd,Premier League,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ryan One,SCO,FW,17,Sheffield Utd,Premier League,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Brandon Mechele,BEL,DF,30,Club Brugge,Pro League,29.8,4,16,5,31.3,0.54,0.17,0.25,0.8,8.7,0,0,0,2.4,2.4,0.15,1.6,1.6
Hans Vanaken,BEL,MF,30,Club Brugge,Pro League,28.2,5,54,17,31.5,1.91,0.6,0.09,0.29,13.6,3,0,0,5.4,5.4,0.1,-0.4,-0.4
Simon Mignolet,BEL,GK,35,Club Brugge,Pro League,27.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Andreas Skov Olsen,DEN,FW,23,Club Brugge,Pro League,23.6,10,68,24,35.3,2.88,1.02,0.12,0.33,19.4,2,2,3,7.7,5.3,0.08,2.3,2.7
Maxim De Cuyper,BEL,DF,22,Club Brugge,Pro League,24.0,2,25,7,28.0,1.04,0.29,0.08,0.29,17.8,1,0,0,2.0,2.0,0.08,0.0,0.0
Hugo Vetlesen,NOR,MF,23,Club Brugge,Pro League,20.6,1,23,6,26.1,1.12,0.29,0.04,0.17,18.4,0,0,0,1.8,1.8,0.08,-0.8,-0.8
Jorne Spileers,BEL,DF,18,Club Brugge,Pro League,22.9,0,2,0,0.0,0.09,0.0,0.0,0.0,16.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Thiago,BRA,FW,22,Club Brugge,Pro League,20.4,16,51,21,41.2,2.49,1.03,0.2,0.48,11.8,0,6,7,16.6,11.0,0.22,-0.6,-1.0
Philip Zinckernagel,DEN,"FW,MF",28,Club Brugge,Pro League,16.8,6,48,21,43.8,2.86,1.25,0.13,0.29,17.5,3,0,0,5.0,5.0,0.1,1.0,1.0
Raphael Onyedika,NGA,MF,22,Club Brugge,Pro League,17.6,0,13,3,23.1,0.74,0.17,0.0,0.0,24.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Bjorn Meijer,NED,DF,20,Club Brugge,Pro League,14.9,1,18,7,38.9,1.21,0.47,0.06,0.14,8.4,0,0,0,1.9,1.9,0.11,-0.9,-0.9
Casper Nielsen,DEN,MF,29,Club Brugge,Pro League,14.2,2,22,8,36.4,1.55,0.56,0.09,0.25,20.3,0,0,0,2.6,2.6,0.12,-0.6,-0.6
Jutglà,ESP,FW,24,Club Brugge,Pro League,13.7,7,53,20,37.7,3.87,1.46,0.13,0.35,12.9,0,0,0,7.4,7.4,0.14,-0.4,-0.4
Tajon Buchanan,CAN,DF,24,Club Brugge,Pro League,9.2,2,9,4,44.4,0.98,0.43,0.22,0.5,15.6,0,0,0,1.4,1.4,0.15,0.6,0.6
Antonio Nusa,NOR,"FW,MF",18,Club Brugge,Pro League,11.2,3,34,13,38.2,3.03,1.16,0.09,0.23,16.4,0,0,0,2.9,2.9,0.09,0.1,0.1
Joel Ordóñez,ECU,DF,19,Club Brugge,Pro League,5.2,0,1,1,100.0,0.19,0.19,0.0,0.0,5.3,0,0,0,0.3,0.3,0.31,-0.3,-0.3
Denis Odoi,GHA,"DF,MF",35,Club Brugge,Pro League,6.4,1,5,2,40.0,0.78,0.31,0.2,0.5,16.1,0,0,0,0.3,0.3,0.07,0.7,0.7
Kyriani Sabbe,BEL,DF,18,Club Brugge,Pro League,6.3,0,4,0,0.0,0.64,0.0,0.0,0.0,22.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Eder Álvarez Balanta,COL,MF,30,Club Brugge,Pro League,5.5,0,2,1,50.0,0.36,0.18,0.0,0.0,5.2,0,0,0,0.3,0.3,0.13,-0.3,-0.3
Michał Skóraś,POL,"FW,MF",23,Club Brugge,Pro League,5.0,0,15,6,40.0,3.03,1.21,0.0,0.0,20.8,1,0,0,1.0,1.0,0.07,-1.0,-1.0
Nordin Jackers,BEL,GK,25,Club Brugge,Pro League,2.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Dedryck Boyata,BEL,"DF,MF",32,Club Brugge,Pro League,2.0,0,1,0,0.0,0.51,0.0,0.0,0.0,5.6,0,0,0,0.2,0.2,0.18,-0.2,-0.2
Mats Rits,BEL,MF,30,Club Brugge,Pro League,0.9,0,2,1,50.0,2.28,1.14,0.0,0.0,20.6,0,0,0,0.4,0.4,0.2,-0.4,-0.4
Roman Yaremchuk,UKR,FW,27,Club Brugge,Pro League,0.7,0,3,2,66.7,4.03,2.69,0.0,0.0,10.3,0,0,0,0.8,0.8,0.27,-0.8,-0.8
Víctor Barberá,ESP,"FW,MF",18,Club Brugge,Pro League,0.4,0,1,0,0.0,2.81,0.0,0.0,0.0,11.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Chemsdine Talbi,BEL,"DF,FW",18,Club Brugge,Pro League,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Romeo Vermant,BEL,FW,19,Club Brugge,Pro League,0.1,0,1,0,0.0,9.0,0.0,0.0,0.0,32.0,0,0,0,0.0,0.0,0.01,0.0,0.0
Shion Homma,JPN,FW,22,Club Brugge,Pro League,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Abdoul Kader Yaméogo,CIV,DF,18,Club Brugge,Pro League,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Anthony Moris,LUX,GK,33,Union SG,Pro League,28.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Cameron Puertas,SUI,MF,24,Union SG,Pro League,26.9,5,80,22,27.5,2.98,0.82,0.04,0.14,21.8,12,2,2,5.8,4.2,0.05,-0.8,-1.2
Christian Burgess,ENG,DF,31,Union SG,Pro League,27.5,1,26,6,23.1,0.95,0.22,0.04,0.17,10.1,0,0,0,3.5,3.5,0.13,-2.5,-2.5
Charles Vanhoutte,BEL,MF,24,Union SG,Pro League,24.8,0,9,5,55.6,0.36,0.2,0.0,0.0,19.0,0,0,0,1.3,1.3,0.14,-1.3,-1.3
Loïc Lapoussin,MAD,"DF,MF",27,Union SG,Pro League,23.0,5,38,14,36.8,1.65,0.61,0.13,0.36,17.0,0,0,0,4.4,4.4,0.12,0.6,0.6
Koki Machida,JPN,DF,25,Union SG,Pro League,22.2,0,18,7,38.9,0.81,0.32,0.0,0.0,14.8,0,0,0,1.4,1.4,0.08,-1.4,-1.4
Alessio Castro-Montes,BEL,DF,26,Union SG,Pro League,20.8,3,11,4,36.4,0.53,0.19,0.27,0.75,20.8,0,0,0,0.6,0.6,0.05,2.4,2.4
Kevin Mac Allister,ARG,DF,25,Union SG,Pro League,21.0,0,11,1,9.1,0.52,0.05,0.0,0.0,9.7,0,0,0,1.3,1.3,0.12,-1.3,-1.3
Mathias Rasmussen,NOR,MF,25,Union SG,Pro League,17.5,2,19,9,47.4,1.08,0.51,0.11,0.22,18.0,1,0,0,1.6,1.6,0.09,0.4,0.4
Gustaf Nilsson,SWE,FW,26,Union SG,Pro League,16.1,12,49,16,32.7,3.04,0.99,0.16,0.5,13.4,0,4,4,10.1,6.9,0.14,1.9,1.1
Mohamed Amoura,ALG,FW,23,Union SG,Pro League,15.9,17,77,35,45.5,4.83,2.2,0.21,0.46,16.0,0,1,1,10.7,9.9,0.13,6.3,6.1
Jean Thierry Lazare,CIV,"MF,FW",25,Union SG,Pro League,15.1,0,21,7,33.3,1.39,0.46,0.0,0.0,18.9,0,0,0,1.6,1.6,0.08,-1.6,-1.6
Ross Sykes,ENG,DF,24,Union SG,Pro League,14.1,4,14,6,42.9,1.0,0.43,0.29,0.67,12.4,0,0,0,2.5,2.5,0.18,1.5,1.5
Dennis Eckert,GER,FW,26,Union SG,Pro League,12.6,7,41,14,34.1,3.24,1.11,0.1,0.29,13.9,0,3,3,8.1,5.8,0.14,-1.1,-1.8
Noah Sadiki,BEL,MF,18,Union SG,Pro League,12.7,0,6,2,33.3,0.47,0.16,0.0,0.0,15.6,0,0,0,0.9,0.9,0.14,-0.9,-0.9
Casper Terho,FIN,DF,20,Union SG,Pro League,10.9,3,19,5,26.3,1.75,0.46,0.16,0.6,19.9,1,0,0,1.8,1.8,0.09,1.2,1.2
Fedde Leysen,BEL,DF,20,Union SG,Pro League,3.7,0,2,0,0.0,0.54,0.0,0.0,0.0,20.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3
Kevin Rodríguez,ECU,FW,23,Union SG,Pro League,4.9,3,23,14,60.9,4.68,2.85,0.13,0.21,16.6,0,0,1,3.1,2.3,0.1,-0.1,0.7
Henok Teklab,GER,DF,24,Union SG,Pro League,3.8,0,3,2,66.7,0.78,0.52,0.0,0.0,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Senne Lynen,BEL,MF,24,Union SG,Pro League,2.0,0,4,0,0.0,2.0,0.0,0.0,0.0,18.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Bart Nieuwkoop,NED,DF,27,Union SG,Pro League,2.0,0,3,0,0.0,1.5,0.0,0.0,0.0,12.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Heinz Lindner,AUT,GK,33,Union SG,Pro League,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Guillaume François,BEL,DF,33,Union SG,Pro League,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Elton Kabangu,BEL,"FW,MF",25,Union SG,Pro League,1.4,1,2,2,100.0,1.44,1.44,0.5,0.5,12.1,0,0,0,0.7,0.7,0.36,0.3,0.3
Joachim Imbrechts,SWE,GK,21,Union SG,Pro League,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nathan Huygevelde,BEL,MF,19,Union SG,Pro League,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Zeno Debast,BEL,DF,19,Anderlecht,Pro League,27.5,0,12,2,16.7,0.44,0.07,0.0,0.0,15.2,1,0,0,0.7,0.7,0.06,-0.7,-0.7
Kasper Dolberg,DEN,FW,25,Anderlecht,Pro League,23.9,13,54,24,44.4,2.26,1.0,0.19,0.42,12.9,0,3,3,12.8,10.4,0.19,0.2,-0.4
Jan Vertonghen,BEL,DF,36,Anderlecht,Pro League,26.9,3,14,9,64.3,0.52,0.33,0.21,0.33,20.4,0,0,0,1.2,1.2,0.08,1.8,1.8
Anders Dreyer,DEN,"FW,MF",25,Anderlecht,Pro League,24.9,15,67,25,37.3,2.69,1.0,0.18,0.48,18.4,1,3,3,10.5,8.1,0.12,4.5,3.9
Mats Rits,BEL,MF,30,Anderlecht,Pro League,23.7,0,9,4,44.4,0.38,0.17,0.0,0.0,19.2,0,0,0,0.7,0.7,0.08,-0.7,-0.7
Kasper Schmeichel,DEN,GK,36,Anderlecht,Pro League,23.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Killian Sardella,BEL,DF,21,Anderlecht,Pro League,22.0,0,13,6,46.2,0.59,0.27,0.0,0.0,19.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Theo Leoni,BEL,MF,23,Anderlecht,Pro League,21.1,3,16,7,43.8,0.76,0.33,0.19,0.43,20.5,0,0,0,2.0,2.0,0.13,1.0,1.0
Mario Stroeykens,BEL,"MF,FW",18,Anderlecht,Pro League,18.8,4,26,9,34.6,1.39,0.48,0.15,0.44,20.8,0,0,0,1.6,1.6,0.06,2.4,2.4
Ludwig Augustinsson,SWE,DF,29,Anderlecht,Pro League,18.1,0,15,3,20.0,0.83,0.17,0.0,0.0,15.8,0,0,0,0.9,0.9,0.06,-0.9,-0.9
Thorgan Hazard,BEL,"FW,MF",30,Anderlecht,Pro League,15.3,4,36,14,38.9,2.36,0.92,0.11,0.29,18.1,3,0,0,2.8,2.8,0.08,1.2,1.2
Yari Verschaeren,BEL,"MF,FW",22,Anderlecht,Pro League,10.3,0,11,1,9.1,1.06,0.1,0.0,0.0,19.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Thomas Delaney,DEN,"MF,DF",31,Anderlecht,Pro League,10.1,1,14,3,21.4,1.38,0.3,0.07,0.33,15.8,0,0,0,1.6,1.6,0.11,-0.6,-0.6
Louis Patris,BEL,DF,22,Anderlecht,Pro League,10.4,1,5,1,20.0,0.48,0.1,0.2,1.0,17.7,0,0,0,0.8,0.8,0.15,0.2,0.2
Maxime Dupé,FRA,GK,30,Anderlecht,Pro League,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moussa N'Diaye,SEN,DF,21,Anderlecht,Pro League,7.2,1,5,2,40.0,0.7,0.28,0.2,0.5,9.0,0,0,0,0.6,0.6,0.12,0.4,0.4
Kristian Arnstad,NOR,"DF,MF",19,Anderlecht,Pro League,7.2,0,7,0,0.0,0.98,0.0,0.0,0.0,21.7,1,0,0,0.2,0.2,0.03,-0.2,-0.2
Amadou Diawara,GUI,MF,26,Anderlecht,Pro League,6.6,0,4,0,0.0,0.61,0.0,0.0,0.0,23.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Francis Amuzu,BEL,FW,23,Anderlecht,Pro League,6.3,3,19,5,26.3,3.01,0.79,0.16,0.6,17.8,1,0,0,1.0,1.0,0.05,2.0,2.0
Alexis Flips,FRA,"FW,MF",23,Anderlecht,Pro League,4.2,0,13,3,23.1,3.07,0.71,0.0,0.0,25.3,2,0,0,0.5,0.5,0.04,-0.5,-0.5
Luis Vázquez,ARG,FW,22,Anderlecht,Pro League,7.7,7,35,14,40.0,4.53,1.81,0.17,0.43,13.0,0,1,1,6.3,5.5,0.16,0.7,0.5
Benito Raman,BEL,FW,28,Anderlecht,Pro League,3.1,0,18,5,27.8,5.89,1.64,0.0,0.0,16.6,0,0,0,2.1,2.1,0.12,-2.1,-2.1
Majeed Ashimeru,GHA,MF,25,Anderlecht,Pro League,1.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Federico Gattoni,ARG,DF,24,Anderlecht,Pro League,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nilson Angulo,ECU,"FW,MF",20,Anderlecht,Pro League,0.5,1,1,1,100.0,1.87,1.87,1.0,1.0,3.9,0,0,0,0.9,0.9,0.94,0.1,0.1
Justin Lonwijk,SUR,"MF,FW",23,Anderlecht,Pro League,0.5,0,3,0,0.0,6.43,0.0,0.0,0.0,23.2,0,0,0,0.4,0.4,0.14,-0.4,-0.4
Marco Kana,BEL,MF,20,Anderlecht,Pro League,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Antoine Colassin,BEL,FW,22,Anderlecht,Pro League,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Hannes Delcroix,BEL,DF,24,Anderlecht,Pro League,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mohamed Bouchouari,BEL,DF,22,Anderlecht,Pro League,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tristan Degreef,BEL,MF,18,Anderlecht,Pro League,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Luca Monticelli,BEL,MF,18,Anderlecht,Pro League,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Warleson,BRA,GK,26,Cercle Brugge,Pro League,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jesper Daland,NOR,DF,23,Cercle Brugge,Pro League,28.1,0,20,4,20.0,0.71,0.14,0.0,0.0,12.4,0,0,0,1.1,1.1,0.06,-1.1,-1.1
Kévin Denkey,TOG,FW,22,Cercle Brugge,Pro League,27.7,23,118,42,35.6,4.26,1.52,0.18,0.5,15.1,5,2,3,19.2,16.8,0.14,3.8,4.2
Thibo Somers,BEL,"FW,MF",24,Cercle Brugge,Pro League,25.5,5,49,11,22.4,1.92,0.43,0.1,0.45,14.3,0,0,0,5.6,5.6,0.11,-0.6,-0.6
Boris Popović,SRB,DF,23,Cercle Brugge,Pro League,22.2,0,14,3,21.4,0.63,0.14,0.0,0.0,8.1,0,0,0,1.6,1.6,0.12,-1.6,-1.6
Hannes Van der Bruggen,BEL,MF,30,Cercle Brugge,Pro League,20.7,0,24,4,16.7,1.16,0.19,0.0,0.0,23.9,0,0,0,1.2,1.2,0.05,-1.2,-1.2
Leonardo da Silva Lopes,POR,"MF,DF",24,Cercle Brugge,Pro League,19.8,2,34,9,26.5,1.72,0.46,0.06,0.22,18.6,1,0,0,4.2,4.2,0.12,-2.2,-2.2
Hugo Siquet,BEL,DF,21,Cercle Brugge,Pro League,18.0,0,19,6,31.6,1.06,0.33,0.0,0.0,19.9,6,0,0,1.2,1.2,0.06,-1.2,-1.2
Edgaras Utkus,LTU,DF,23,Cercle Brugge,Pro League,15.9,1,20,7,35.0,1.26,0.44,0.05,0.14,12.4,0,0,0,1.5,1.5,0.07,-0.5,-0.5
Félix Lemaréchal,FRA,"MF,FW",19,Cercle Brugge,Pro League,17.4,0,29,4,13.8,1.67,0.23,0.0,0.0,19.9,0,0,0,2.2,2.2,0.08,-2.2,-2.2
Alan Minda,ECU,"FW,MF",20,Cercle Brugge,Pro League,16.8,7,40,17,42.5,2.39,1.01,0.18,0.41,15.0,0,0,0,4.4,4.4,0.11,2.6,2.6
Yann Gboho,FRA,"MF,FW",22,Cercle Brugge,Pro League,15.4,0,40,9,22.5,2.6,0.59,0.0,0.0,17.1,0,0,0,3.6,3.6,0.09,-3.6,-3.6
Flávio Nazinho,POR,"DF,FW",20,Cercle Brugge,Pro League,12.6,1,8,2,25.0,0.64,0.16,0.13,0.5,29.2,0,0,0,0.2,0.2,0.03,0.8,0.8
Christiaan Ravych,BEL,DF,21,Cercle Brugge,Pro League,11.9,0,2,0,0.0,0.17,0.0,0.0,0.0,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Nils De Wilde,BEL,MF,20,Cercle Brugge,Pro League,8.0,0,7,3,42.9,0.87,0.37,0.0,0.0,25.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Senna Miangue,BEL,DF,26,Cercle Brugge,Pro League,8.0,0,5,1,20.0,0.63,0.13,0.0,0.0,11.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Jordan Semedo,FRA,DF,20,Cercle Brugge,Pro League,5.4,0,4,2,50.0,0.74,0.37,0.0,0.0,20.1,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Francis Abu,GHA,MF,22,Cercle Brugge,Pro League,4.5,0,5,2,40.0,1.1,0.44,0.0,0.0,27.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Felipe Augusto,BRA,"FW,MF",19,Cercle Brugge,Pro League,4.9,1,12,2,16.7,2.43,0.41,0.08,0.5,13.8,0,0,0,1.0,1.0,0.08,0.0,0.0
Olivier Deman,BEL,"DF,MF",23,Cercle Brugge,Pro League,4.2,0,8,1,12.5,1.89,0.24,0.0,0.0,19.6,0,0,0,1.1,1.1,0.14,-1.1,-1.1
Kazeem Olaigbe,BEL,"FW,MF",20,Cercle Brugge,Pro League,6.7,3,21,9,42.9,3.12,1.34,0.14,0.33,18.7,1,0,0,2.2,2.2,0.11,0.8,0.8
Malamine Efekele,FRA,"FW,MF",19,Cercle Brugge,Pro League,2.0,0,3,1,33.3,1.47,0.49,0.0,0.0,11.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Jonas Lietaert,BEL,"DF,MF",19,Cercle Brugge,Pro League,1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kader Ouattara,BFA,"FW,MF",18,Cercle Brugge,Pro League,0.5,0,1,1,100.0,2.05,2.05,0.0,0.0,11.9,0,0,0,0.3,0.3,0.34,-0.3,-0.3
Emilio Kehrer,GER,"MF,DF",21,Cercle Brugge,Pro League,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Romaric Etonde,FRA,MF,18,Cercle Brugge,Pro League,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Robbe Decostere,BEL,DF,25,Cercle Brugge,Pro League,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maarten Vandevoordt,BEL,GK,21,Genk,Pro League,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bilal El Khannouss,MAR,MF,19,Genk,Pro League,24.2,3,47,12,25.5,1.94,0.49,0.06,0.25,22.2,0,0,0,2.4,2.4,0.05,0.6,0.6
Bryan Heynen,BEL,MF,26,Genk,Pro League,23.5,6,39,13,33.3,1.66,0.55,0.1,0.31,16.2,1,2,4,8.2,4.9,0.13,-2.2,-0.9
Carlos Cuesta,COL,DF,24,Genk,Pro League,22.8,1,8,2,25.0,0.35,0.09,0.13,0.5,9.5,0,0,0,1.0,1.0,0.12,0.0,0.0
Patrik Hrošovský,SVK,MF,31,Genk,Pro League,23.7,0,26,4,15.4,1.1,0.17,0.0,0.0,20.1,0,0,0,1.8,1.8,0.07,-1.8,-1.8
Mark McKenzie,USA,DF,24,Genk,Pro League,20.9,0,10,4,40.0,0.48,0.19,0.0,0.0,7.9,0,0,0,1.2,1.2,0.12,-1.2,-1.2
Joseph Paintsil,GHA,FW,25,Genk,Pro League,19.8,6,47,25,53.2,2.37,1.26,0.13,0.24,15.3,3,0,0,6.7,6.7,0.14,-0.7,-0.7
Daniel Muñoz,COL,DF,27,Genk,Pro League,16.0,5,20,8,40.0,1.25,0.5,0.25,0.63,12.9,0,0,0,3.3,3.3,0.16,1.7,1.7
Mujaid Sadick,ESP,DF,23,Genk,Pro League,16.0,0,5,0,0.0,0.31,0.0,0.0,0.0,6.4,0,0,0,0.5,0.5,0.11,-0.5,-0.5
Matías Galarza,ARG,MF,21,Genk,Pro League,14.4,1,15,5,33.3,1.04,0.35,0.07,0.2,20.5,0,0,0,1.3,1.3,0.09,-0.3,-0.3
Gerardo Arteaga,MEX,DF,24,Genk,Pro League,13.4,0,11,1,9.1,0.82,0.07,0.0,0.0,21.9,0,0,0,0.7,0.7,0.07,-0.7,-0.7
Christopher Bonsu Baah,GHA,FW,18,Genk,Pro League,13.2,1,34,13,38.2,2.57,0.98,0.03,0.08,19.5,1,0,0,2.1,2.1,0.06,-1.1,-1.1
Yira Sor,NGA,FW,23,Genk,Pro League,11.9,6,42,16,38.1,3.54,1.35,0.14,0.38,12.3,0,0,0,7.9,7.9,0.19,-1.9,-1.9
Joris Kayembe,COD,DF,28,Genk,Pro League,14.1,1,9,2,22.2,0.64,0.14,0.11,0.5,18.7,0,0,0,0.7,0.7,0.08,0.3,0.3
Zakaria El Ouahdi,MAR,DF,21,Genk,Pro League,11.8,0,10,2,20.0,0.85,0.17,0.0,0.0,21.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Alieu Fadera,GAM,"FW,DF",21,Genk,Pro League,10.7,3,24,8,33.3,2.24,0.75,0.13,0.38,17.5,0,0,0,2.5,2.5,0.11,0.5,0.5
Tolu Arokodare,NGA,FW,22,Genk,Pro League,14.5,8,71,24,33.8,4.89,1.65,0.11,0.33,11.8,1,0,1,10.7,9.9,0.14,-2.7,-1.9
