player,nationality,position,age,club,league,minutes_90s,goals,shots,SOTs,SOTs_pct,shots_per90,SOT_per90,goals_per_shot,goals_per_SOT,avg_shot_dist,shots_fk,pens_scored,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net
Amadou Onana,BEL,MF,21,Everton,Premier League,23.2,2,29,6,20.7,1.25,0.26,0.07,0.33,19.3,0,0,0,2.0,2.0,0.07,0.0,0.0
Ben Godfrey,ENG,DF,25,Everton,Premier League,12.4,0,15,3,20.0,1.21,0.24,0.0,0.0,12.0,0,0,0,1.7,1.7,0.12,-1.7,-1.7
Nathan Patterson,SCO,DF,21,Everton,Premier League,11.2,0,4,0,0.0,0.36,0.0,0.0,0.0,20.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Beto,GNB,FW,25,Everton,Premier League,10.6,3,42,12,28.6,3.97,1.14,0.07,0.25,14.7,0,0,1,6.8,6.0,0.14,-3.8,-3.0
Séamus Coleman,IRL,DF,34,Everton,Premier League,7.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Arnaut Danjuma,NED,"MF,FW",26,Everton,Premier League,6.6,1,25,9,36.0,3.78,1.36,0.04,0.11,16.0,1,0,0,2.6,2.6,0.1,-1.6,-1.6
Michael Keane,ENG,DF,30,Everton,Premier League,4.9,1,6,4,66.7,1.23,0.82,0.17,0.25,10.8,0,0,0,0.7,0.7,0.12,0.3,0.3
André Gomes,POR,"MF,FW",30,Everton,Premier League,5.6,1,8,4,50.0,1.42,0.71,0.13,0.25,22.4,2,0,0,0.3,0.3,0.04,0.7,0.7
Alex Iwobi,NGA,MF,27,Everton,Premier League,1.6,0,4,2,50.0,2.57,1.29,0.0,0.0,16.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Lewis Dobbin,ENG,MF,20,Everton,Premier League,2.6,1,5,2,40.0,1.94,0.78,0.2,0.5,15.6,0,0,0,0.3,0.3,0.06,0.7,0.7
Youssef Chermiti,POR,FW,19,Everton,Premier League,2.3,0,7,2,28.6,3.03,0.87,0.0,0.0,14.6,0,0,0,0.7,0.7,0.1,-0.7,-0.7
Neal Maupay,FRA,FW,26,Everton,Premier League,1.2,0,5,4,80.0,4.05,3.24,0.0,0.0,12.5,0,0,0,1.4,1.4,0.29,-1.4,-1.4
Thomas Cannon,IRL,FW,20,Everton,Premier League,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tyler Onyango,ENG,MF,20,Everton,Premier League,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lewis Warrington,ENG,FW,20,Everton,Premier League,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mark Flekken,NED,GK,30,Brentford,Premier League,36.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Vitaly Janelt,GER,"MF,DF",25,Brentford,Premier League,33.9,1,21,7,33.3,0.62,0.21,0.05,0.14,18.0,0,0,0,1.8,1.8,0.08,-0.8,-0.8
Christian Nørgaard,DEN,MF,29,Brentford,Premier League,27.8,2,35,7,20.0,1.26,0.25,0.06,0.29,14.4,0,0,0,3.5,3.5,0.1,-1.5,-1.5
Nathan Collins,IRL,DF,22,Brentford,Premier League,29.5,1,10,2,20.0,0.34,0.07,0.1,0.5,9.9,0,0,0,1.7,1.7,0.17,-0.7,-0.7
Yoane Wissa,COD,FW,26,Brentford,Premier League,27.7,12,67,24,35.8,2.42,0.87,0.18,0.5,12.9,0,0,0,10.6,10.6,0.16,1.4,1.4
Ethan Pinnock,JAM,DF,30,Brentford,Premier League,28.0,2,19,4,21.1,0.68,0.14,0.11,0.5,9.8,0,0,0,2.0,2.0,0.11,0.0,0.0
Mathias Jensen,DEN,MF,27,Brentford,Premier League,24.5,3,14,7,50.0,0.57,0.29,0.21,0.43,26.7,3,0,0,0.7,0.7,0.05,2.3,2.3
Mads Roerslev,DEN,DF,24,Brentford,Premier League,22.1,1,7,1,14.3,0.32,0.05,0.14,1.0,14.3,0,0,0,0.9,0.9,0.14,0.1,0.1
Bryan Mbeumo,CMR,FW,23,Brentford,Premier League,21.8,9,50,16,32.0,2.3,0.73,0.12,0.38,17.1,4,3,3,9.8,7.4,0.15,-0.8,-1.4
Kristoffer Ajer,NOR,DF,25,Brentford,Premier League,20.4,2,12,4,33.3,0.59,0.2,0.17,0.5,9.9,0,0,0,1.3,1.3,0.11,0.7,0.7
Ivan Toney,ENG,FW,27,Brentford,Premier League,16.1,4,51,21,41.2,3.17,1.3,0.08,0.19,17.4,8,0,0,6.0,6.0,0.12,-2.0,-2.0
Keane Lewis-Potter,ENG,"FW,DF",22,Brentford,Premier League,16.0,3,43,20,46.5,2.69,1.25,0.07,0.15,12.8,0,0,0,6.3,6.3,0.15,-3.3,-3.3
Ben Mee,ENG,DF,33,Brentford,Premier League,14.1,2,10,2,20.0,0.71,0.14,0.2,1.0,12.7,0,0,0,1.5,1.5,0.15,0.5,0.5
Sergio Reguilón,ESP,DF,26,Brentford,Premier League,12.4,0,13,1,7.7,1.05,0.08,0.0,0.0,18.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Neal Maupay,FRA,FW,26,Brentford,Premier League,14.7,6,37,14,37.8,2.52,0.95,0.16,0.43,15.3,1,0,0,5.7,5.7,0.16,0.3,0.3
Mathias Jørgensen,DEN,DF,33,Brentford,Premier League,12.1,1,8,2,25.0,0.66,0.17,0.13,0.5,14.2,0,0,0,0.7,0.7,0.09,0.3,0.3
Frank Onyeka,NGA,MF,25,Brentford,Premier League,12.9,1,22,9,40.9,1.71,0.7,0.05,0.11,17.4,0,0,0,2.2,2.2,0.1,-1.2,-1.2
Aaron Hickey,SCO,DF,21,Brentford,Premier League,7.9,0,7,1,14.3,0.88,0.13,0.0,0.0,25.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Mikkel Damsgaard,DEN,MF,23,Brentford,Premier League,9.4,0,9,4,44.4,0.96,0.43,0.0,0.0,18.0,1,0,0,0.9,0.9,0.1,-0.9,-0.9
Saman Ghoddos,IRN,DF,29,Brentford,Premier League,8.2,1,9,2,22.2,1.1,0.24,0.11,0.5,22.5,0,0,0,0.3,0.3,0.03,0.7,0.7
Yehor Yarmoliuk,UKR,MF,19,Brentford,Premier League,7.6,0,11,5,45.5,1.44,0.65,0.0,0.0,18.9,0,0,0,1.0,1.0,0.09,-1.0,-1.0
Rico Henry,ENG,DF,26,Brentford,Premier League,4.5,0,2,0,0.0,0.45,0.0,0.0,0.0,19.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Kevin Schade,GER,"FW,MF",21,Brentford,Premier League,3.7,2,8,4,50.0,2.16,1.08,0.25,0.5,15.8,0,0,0,1.2,1.2,0.15,0.8,0.8
Shandon Baptiste,GRN,MF,25,Brentford,Premier League,2.5,1,2,2,100.0,0.79,0.79,0.5,0.5,6.6,0,0,0,0.9,0.9,0.45,0.1,0.1
Thomas Strakosha,ALB,GK,28,Brentford,Premier League,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Michael Olakigbe,ENG,"DF,FW",19,Brentford,Premier League,0.7,0,3,0,0.0,4.58,0.0,0.0,0.0,20.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Josh Dasilva,ENG,"DF,FW",24,Brentford,Premier League,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Myles Peart-Harris,ENG,"DF,MF",20,Brentford,Premier League,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Morgan Gibbs-White,ENG,"MF,FW",23,Nott'ham Forest,Premier League,35.1,5,70,13,18.6,2.0,0.37,0.06,0.31,19.8,4,1,1,6.9,6.1,0.09,-1.9,-2.1
Murillo,BRA,DF,21,Nott'ham Forest,Premier League,31.0,0,17,6,35.3,0.55,0.19,0.0,0.0,22.6,2,0,0,1.8,1.8,0.11,-1.8,-1.8
Anthony Elanga,SWE,"FW,MF",21,Nott'ham Forest,Premier League,27.0,5,54,22,40.7,2.0,0.81,0.09,0.23,16.2,0,0,0,6.6,6.6,0.12,-1.6,-1.6
Ryan Yates,ENG,MF,25,Nott'ham Forest,Premier League,22.1,1,32,7,21.9,1.45,0.32,0.03,0.14,18.2,0,0,0,2.6,2.6,0.08,-1.6,-1.6
Callum Hudson-Odoi,ENG,"FW,MF",22,Nott'ham Forest,Premier League,20.6,8,38,20,52.6,1.84,0.97,0.21,0.4,18.3,1,0,0,2.7,2.7,0.07,5.3,5.3
Chris Wood,NZL,FW,31,Nott'ham Forest,Premier League,20.1,14,48,26,54.2,2.38,1.29,0.29,0.54,10.2,0,0,0,11.9,11.9,0.25,2.1,2.1
Danilo,BRA,MF,22,Nott'ham Forest,Premier League,19.9,2,23,7,30.4,1.16,0.35,0.09,0.29,21.0,0,0,0,1.8,1.8,0.08,0.2,0.2
Ola Aina,NGA,DF,26,Nott'ham Forest,Premier League,18.8,1,11,1,9.1,0.59,0.05,0.09,1.0,26.6,0,0,0,0.3,0.3,0.02,0.7,0.7
Orel Mangala,BEL,MF,25,Nott'ham Forest,Premier League,17.4,1,10,1,10.0,0.58,0.06,0.1,1.0,18.9,0,0,0,0.8,0.8,0.08,0.2,0.2
Nicolás Domínguez,ARG,"MF,FW",25,Nott'ham Forest,Premier League,16.6,2,22,6,27.3,1.32,0.36,0.09,0.33,16.9,0,0,0,1.3,1.3,0.06,0.7,0.7
Neco Williams,WAL,DF,22,Nott'ham Forest,Premier League,18.2,0,15,4,26.7,0.82,0.22,0.0,0.0,18.9,0,0,0,0.8,0.8,0.05,-0.8,-0.8
Willy Boly,CIV,DF,32,Nott'ham Forest,Premier League,16.0,2,14,6,42.9,0.88,0.38,0.14,0.33,10.4,0,0,0,1.5,1.5,0.11,0.5,0.5
Matt Turner,USA,GK,29,Nott'ham Forest,Premier League,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Matz Sels,BEL,GK,31,Nott'ham Forest,Premier League,16.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Moussa Niakhate,SEN,DF,27,Nott'ham Forest,Premier League,16.2,1,5,1,20.0,0.31,0.06,0.2,1.0,9.0,0,0,0,1.1,1.1,0.22,-0.1,-0.1
Harry Toffolo,ENG,DF,27,Nott'ham Forest,Premier League,16.2,1,8,5,62.5,0.49,0.31,0.13,0.2,14.4,0,0,0,1.6,1.6,0.21,-0.6,-0.6
Ibrahim Sangaré,CIV,MF,25,Nott'ham Forest,Premier League,11.5,0,8,0,0.0,0.7,0.0,0.0,0.0,17.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Taiwo Awoniyi,NGA,FW,25,Nott'ham Forest,Premier League,11.6,6,22,11,50.0,1.9,0.95,0.27,0.55,11.5,0,0,0,4.7,4.7,0.22,1.3,1.3
Serge Aurier,CIV,"DF,MF",30,Nott'ham Forest,Premier League,9.3,0,6,1,16.7,0.65,0.11,0.0,0.0,16.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Gonzalo Montiel,ARG,DF,26,Nott'ham Forest,Premier League,8.9,0,3,0,0.0,0.34,0.0,0.0,0.0,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Andrew Omobamidele,IRL,DF,21,Nott'ham Forest,Premier League,8.7,0,1,0,0.0,0.11,0.0,0.0,0.0,5.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1
Divock Origi,BEL,FW,28,Nott'ham Forest,Premier League,6.7,0,14,2,14.3,2.08,0.3,0.0,0.0,19.7,0,0,0,1.4,1.4,0.1,-1.4,-1.4
Nuno Tavares,POR,DF,23,Nott'ham Forest,Premier League,5.1,0,7,1,14.3,1.38,0.2,0.0,0.0,26.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Odisseas Vlachodimos,GRE,GK,29,Nott'ham Forest,Premier League,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Joe Worrall,ENG,DF,26,Nott'ham Forest,Premier League,4.9,0,2,0,0.0,0.41,0.0,0.0,0.0,10.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Scott McKenna,SCO,DF,26,Nott'ham Forest,Premier League,4.6,0,2,0,0.0,0.43,0.0,0.0,0.0,10.8,0,0,0,0.2,0.2,0.1,-0.2,-0.2
Felipe,BRA,DF,34,Nott'ham Forest,Premier League,4.2,0,3,0,0.0,0.72,0.0,0.0,0.0,16.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Brennan Johnson,WAL,"FW,MF",22,Nott'ham Forest,Premier League,2.6,0,3,0,0.0,1.14,0.0,0.0,0.0,19.7,0,0,0,0.3,0.3,0.11,-0.3,-0.3
Gio Reyna,USA,"FW,MF",20,Nott'ham Forest,Premier League,2.6,0,5,2,40.0,1.91,0.77,0.0,0.0,21.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Cheikhou Kouyaté,SEN,MF,33,Nott'ham Forest,Premier League,2.4,0,5,1,20.0,2.12,0.42,0.0,0.0,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Rodrigo Ribeiro,POR,"MF,FW",18,Nott'ham Forest,Premier League,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Andrey Santos,BRA,MF,19,Nott'ham Forest,Premier League,0.1,0,2,0,0.0,22.5,0.0,0.0,0.0,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Brandon Aguilera,CRC,FW,20,Nott'ham Forest,Premier League,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Thomas Kaminski,BEL,GK,30,Luton Town,Premier League,37.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Alfie Doughty,ENG,DF,23,Luton Town,Premier League,32.5,2,26,8,30.8,0.8,0.25,0.08,0.25,16.3,2,0,0,1.3,1.3,0.05,0.7,0.7
Carlton Morris,ENG,"FW,MF",27,Luton Town,Premier League,31.8,11,66,26,39.4,2.08,0.82,0.09,0.23,13.5,0,5,5,11.4,7.5,0.11,-0.4,-1.5
Ross Barkley,ENG,MF,29,Luton Town,Premier League,29.1,5,66,19,28.8,2.27,0.65,0.08,0.26,21.5,6,0,0,4.1,4.1,0.06,0.9,0.9
Teden Mengi,ENG,DF,21,Luton Town,Premier League,27.4,1,11,4,36.4,0.4,0.15,0.09,0.25,17.6,0,0,0,0.6,0.6,0.05,0.4,0.4
Gabriel Osho,NGA,DF,24,Luton Town,Premier League,20.5,2,10,2,20.0,0.49,0.1,0.2,1.0,14.8,0,0,0,1.1,1.1,0.11,0.9,0.9
Issa Kaboré,BFA,DF,22,Luton Town,Premier League,19.2,0,6,1,16.7,0.31,0.05,0.0,0.0,15.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Amari'i Bell,JAM,DF,29,Luton Town,Premier League,19.1,0,2,2,100.0,0.1,0.1,0.0,0.0,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3
Chiedozie Ogbene,IRL,"MF,DF",26,Luton Town,Premier League,22.2,4,35,14,40.0,1.58,0.63,0.11,0.29,15.3,0,0,0,4.2,4.2,0.12,-0.2,-0.2
Tahith Chong,NED,"MF,FW",23,Luton Town,Premier League,22.0,4,31,7,22.6,1.41,0.32,0.13,0.57,16.6,0,0,0,2.7,2.7,0.09,1.3,1.3
Reece Burke,ENG,DF,26,Luton Town,Premier League,18.4,0,13,3,23.1,0.7,0.16,0.0,0.0,14.3,0,0,0,1.3,1.3,0.12,-1.3,-1.3
Elijah Adebayo,ENG,FW,25,Luton Town,Premier League,15.8,10,31,14,45.2,1.97,0.89,0.32,0.71,9.6,0,0,0,5.9,5.9,0.19,4.1,4.1
Albert Sambi Lokonga,BEL,MF,23,Luton Town,Premier League,14.5,1,8,2,25.0,0.55,0.14,0.13,0.5,20.9,0,0,0,0.6,0.6,0.08,0.4,0.4
Jordan Clark,ENG,MF,29,Luton Town,Premier League,14.5,1,17,4,23.5,1.17,0.28,0.06,0.25,16.9,0,0,0,1.0,1.0,0.06,0.0,0.0
Andros Townsend,ENG,"MF,FW",32,Luton Town,Premier League,13.4,1,20,7,35.0,1.49,0.52,0.05,0.14,23.7,2,0,0,1.2,1.2,0.06,-0.2,-0.2
Tom Lockyer,WAL,DF,28,Luton Town,Premier League,13.0,1,7,1,14.3,0.54,0.08,0.14,1.0,8.5,0,0,0,1.1,1.1,0.15,-0.1,-0.1
Marvelous Nakamba,ZIM,MF,29,Luton Town,Premier League,12.6,0,5,0,0.0,0.4,0.0,0.0,0.0,23.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Jacob Brown,SCO,"MF,FW",25,Luton Town,Premier League,11.3,2,26,6,23.1,2.3,0.53,0.08,0.33,14.1,0,0,0,2.8,2.8,0.11,-0.8,-0.8
Pelly Ruddock Mpanzu,COD,MF,30,Luton Town,Premier League,12.2,0,11,1,9.1,0.9,0.08,0.0,0.0,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Daiki Hashioka,JPN,DF,24,Luton Town,Premier League,6.6,0,2,0,0.0,0.3,0.0,0.0,0.0,18.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Ryan John Giles,ENG,"DF,MF",23,Luton Town,Premier League,5.6,0,2,2,100.0,0.36,0.36,0.0,0.0,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Fred Onyedinma,ENG,"DF,MF",26,Luton Town,Premier League,4.5,0,5,2,40.0,1.11,0.44,0.0,0.0,12.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Mads Juel Andersen,DEN,DF,25,Luton Town,Premier League,4.4,1,3,1,33.3,0.68,0.23,0.33,1.0,9.2,0,0,0,0.3,0.3,0.09,0.7,0.7
Cauley Woodrow,ENG,"FW,MF",28,Luton Town,Premier League,4.7,1,16,4,25.0,3.37,0.84,0.06,0.25,18.7,1,0,0,1.4,1.4,0.09,-0.4,-0.4
Luke Berry,ENG,"MF,DF",31,Luton Town,Premier League,3.6,2,8,4,50.0,2.23,1.11,0.25,0.5,10.9,0,0,0,1.0,1.0,0.13,1.0,1.0
Joseph Johnson,ENG,DF,17,Luton Town,Premier League,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
James Shea,ENG,GK,32,Luton Town,Premier League,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Zack Nelson,ENG,"MF,DF",18,Luton Town,Premier League,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Sander Berge,NOR,MF,25,Burnley,Premier League,33.4,1,25,3,12.0,0.75,0.09,0.04,0.33,17.6,0,0,0,1.9,1.9,0.08,-0.9,-0.9
Dara O'Shea,IRL,DF,24,Burnley,Premier League,32.1,3,19,5,26.3,0.59,0.16,0.16,0.6,10.6,0,0,0,0.7,0.7,0.04,2.3,2.3
James Trafford,ENG,GK,20,Burnley,Premier League,28.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Zeki Amdouni,SUI,FW,22,Burnley,Premier League,21.7,5,48,21,43.8,2.21,0.97,0.08,0.19,17.8,0,1,1,5.8,5.0,0.1,-0.8,-1.0
Vitinho,BRA,"DF,MF",24,Burnley,Premier League,25.7,0,25,4,16.0,0.97,0.16,0.0,0.0,18.0,0,0,0,1.6,1.6,0.06,-1.6,-1.6
Charlie Taylor,ENG,DF,29,Burnley,Premier League,25.9,1,10,1,10.0,0.39,0.04,0.1,1.0,25.8,0,0,0,0.2,0.2,0.02,0.8,0.8
Wilson Odobert,FRA,"MF,FW",18,Burnley,Premier League,23.3,3,49,14,28.6,2.1,0.6,0.06,0.21,19.4,0,0,0,2.8,2.8,0.06,0.2,0.2
Josh Brownhill,ENG,MF,27,Burnley,Premier League,25.0,4,28,11,39.3,1.12,0.44,0.14,0.36,21.8,0,0,0,1.9,1.9,0.07,2.1,2.1
Josh Cullen,IRL,MF,27,Burnley,Premier League,22.9,2,16,5,31.3,0.7,0.22,0.13,0.4,22.8,0,0,0,0.6,0.6,0.04,1.4,1.4
Lyle Foster,RSA,"FW,MF",22,Burnley,Premier League,21.1,5,34,16,47.1,1.61,0.76,0.15,0.31,14.6,0,0,0,4.5,4.5,0.13,0.5,0.5
Jacob Bruun Larsen,DEN,"MF,FW",24,Burnley,Premier League,13.9,6,43,14,32.6,3.1,1.01,0.12,0.36,19.2,11,1,1,5.0,4.2,0.1,1.0,0.8
Maxime Estève,FRA,DF,21,Burnley,Premier League,14.5,0,7,0,0.0,0.48,0.0,0.0,0.0,19.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Lorenz Assignon,TOG,DF,23,Burnley,Premier League,13.7,1,9,4,44.4,0.66,0.29,0.11,0.25,22.1,0,0,0,0.4,0.4,0.04,0.6,0.6
Jordan Beyer,GER,DF,23,Burnley,Premier League,13.7,0,5,0,0.0,0.36,0.0,0.0,0.0,8.2,0,0,0,0.5,0.5,0.1,-0.5,-0.5
Luca Koleosho,ITA,"MF,FW",18,Burnley,Premier League,10.8,1,23,5,21.7,2.13,0.46,0.04,0.2,18.5,0,0,0,2.0,2.0,0.09,-1.0,-1.0
Jóhann Berg Guðmundsson,ISL,"MF,FW",32,Burnley,Premier League,13.2,1,15,6,40.0,1.13,0.45,0.07,0.17,15.6,1,0,0,1.9,1.9,0.12,-0.9,-0.9
Ameen Al-Dakhil,BEL,DF,21,Burnley,Premier League,11.7,1,8,3,37.5,0.68,0.26,0.13,0.33,16.0,0,0,0,1.3,1.3,0.16,-0.3,-0.3
Arijanet Muric,KVX,GK,24,Burnley,Premier League,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
David Datro Fofana,CIV,FW,20,Burnley,Premier League,9.8,4,19,10,52.6,1.95,1.02,0.21,0.4,14.0,0,0,0,4.5,4.5,0.24,-0.5,-0.5
Connor Roberts,WAL,DF,27,Burnley,Premier League,9.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jay Rodriguez,ENG,FW,34,Burnley,Premier League,9.1,2,21,7,33.3,2.3,0.77,0.05,0.14,12.9,0,1,1,3.5,2.7,0.13,-1.5,-1.7
Hannes Delcroix,BEL,DF,24,Burnley,Premier League,6.5,0,4,2,50.0,0.61,0.31,0.0,0.0,11.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Aaron Ramsey,ENG,"MF,FW",20,Burnley,Premier League,5.9,0,6,2,33.3,1.02,0.34,0.0,0.0,16.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Hjalmar Ekdal,SWE,DF,24,Burnley,Premier League,4.9,0,2,1,50.0,0.41,0.21,0.0,0.0,16.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Mike Trésor,BEL,"FW,MF",24,Burnley,Premier League,4.7,0,5,0,0.0,1.07,0.0,0.0,0.0,19.7,1,0,0,0.5,0.5,0.09,-0.5,-0.5
Anass Zaroury,MAR,"FW,MF",22,Burnley,Premier League,1.7,0,3,1,33.3,1.78,0.59,0.0,0.0,20.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Benson Manuel,BEL,"MF,FW",26,Burnley,Premier League,1.3,0,4,2,50.0,3.1,1.55,0.0,0.0,24.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Nathan Redmond,ENG,"FW,MF",29,Burnley,Premier League,1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jack Cork,ENG,MF,34,Burnley,Premier League,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Michael Obafemi,IRL,"FW,MF",23,Burnley,Premier League,0.2,0,2,0,0.0,9.0,0.0,0.0,0.0,19.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Han-Noah Massengo,FRA,"MF,DF",22,Burnley,Premier League,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gustavo Hamer,NED,MF,26,Sheffield Utd,Premier League,32.3,4,49,13,26.5,1.52,0.4,0.08,0.31,23.5,6,0,0,3.0,3.0,0.06,1.0,1.0
Jayden Bogle,ENG,DF,23,Sheffield Utd,Premier League,31.0,3,32,11,34.4,1.03,0.36,0.09,0.27,16.2,0,0,0,2.3,2.3,0.07,0.7,0.7
Jack Robinson,ENG,DF,29,Sheffield Utd,Premier League,32.1,1,14,5,35.7,0.44,0.16,0.07,0.2,12.7,0,0,0,1.2,1.2,0.09,-0.2,-0.2
Vinicius Souza,BRA,MF,24,Sheffield Utd,Premier League,29.6,1,14,6,42.9,0.47,0.2,0.07,0.17,21.5,0,0,0,0.6,0.6,0.05,0.4,0.4
Anel Ahmedhodžić,BIH,DF,24,Sheffield Utd,Premier League,29.4,2,19,5,26.3,0.65,0.17,0.11,0.4,11.9,0,0,0,3.1,3.1,0.17,-1.1,-1.1
Wes Foderingham,ENG,GK,32,Sheffield Utd,Premier League,29.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Auston Trusty,USA,DF,24,Sheffield Utd,Premier League,28.6,0,8,2,25.0,0.28,0.07,0.0,0.0,13.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Cameron Archer,ENG,"FW,MF",22,Sheffield Utd,Premier League,20.4,4,42,9,21.4,2.06,0.44,0.1,0.44,16.7,0,0,0,5.5,5.5,0.14,-1.5,-1.5
James Mcatee,ENG,"MF,FW",20,Sheffield Utd,Premier League,20.2,3,25,8,32.0,1.23,0.4,0.08,0.25,18.6,2,1,1,3.1,2.3,0.09,-0.1,-0.3
Oliver Norwood,NIR,MF,32,Sheffield Utd,Premier League,16.0,1,14,5,35.7,0.87,0.31,0.0,0.0,32.9,0,1,1,1.1,0.3,0.02,-0.1,-0.3
Oliver McBurnie,SCO,FW,27,Sheffield Utd,Premier League,14.2,6,31,15,48.4,2.18,1.05,0.13,0.27,11.9,0,2,2,6.9,5.3,0.17,-0.9,-1.3
Ben Osborn,ENG,"DF,MF",28,Sheffield Utd,Premier League,15.2,0,4,0,0.0,0.26,0.0,0.0,0.0,23.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Ben Brereton,CHI,"FW,MF",24,Sheffield Utd,Premier League,12.3,6,34,16,47.1,2.77,1.3,0.15,0.31,14.5,0,1,1,6.1,5.3,0.16,-0.1,-0.3
Andre Brooks,ENG,"MF,DF",19,Sheffield Utd,Premier League,10.4,0,9,2,22.2,0.86,0.19,0.0,0.0,19.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4
George Baldock,GRE,DF,30,Sheffield Utd,Premier League,10.8,0,1,0,0.0,0.09,0.0,0.0,0.0,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Oliver Arblaster,ENG,MF,19,Sheffield Utd,Premier League,10.5,0,1,1,100.0,0.1,0.1,0.0,0.0,16.6,0,0,0,0.0,0.0,0.04,0.0,0.0
